,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90
AA,97.33011117513826,95.94067596419367,99.45709928675181,100.94974069265199,101.50916473082562,100.28588232612027,98.51396171813819,96.24100856794416,93.40917778708874,91.24957157708684,89.75150443406615,89.49040476229072,89.65599981481901,90.98991702293468,93.01077180982666,94.9483725068807,97.00839803083747,98.50737179520591
AAL,102.27437768858957,99.25036588850269,97.28929711683944,96.70875476484719,97.55463284624588,97.67909870326265,96.70507347167744,95.22286818335013,94.3097395545394,93.06036727191638,91.34721694740905,89.83556802213865,87.82302509130128,87.02596717470553,87.17865064912965,87.35487647493729,87.58492219400615,87.45073421441691
AAPL,98.83655719483406,97.04944290705848,98.41900582093908,101.27113435867689,103.96970064998041,105.48079519289064,106.19290532637818,106.05645053137046,105.46495032081248,104.57929446062468,103.32969092323049,102.140052254729,100.64574127188574,99.7814582562682,99.38827198392413,98.88149715966266,98.43108605873736,98.34735580646652
ABBV,101.13946975815838,100.10823327698371,98.11797400147739,97.23884152267323,96.81447988261212,96.11257721306823,95.92613027608351,96.49943243246858,97.16403176271149,98.0169498327502,98.99356241163818,99.89149957713933,100.20691568833918,100.92758593542048,101.7888969978018,102.8179035682292,103.97710781552979,105.12783290566516
ABC,97.95873852784554,98.95928955936527,99.59916999029535,100.42594785000634,101.08513682474073,100.59866667845434,100.35509789600725,100.24580293742733,100.04204494878351,99.93074209482444,100.00229772016984,100.43447160754421,100.67592642800405,101.18402555678745,101.94954015281591,102.93457366810821,103.85941499196922,104.93241534383239
ABNB,104.87678343761385,103.76769970462284,103.67160560690188,104.00643712294617,105.79227955518122,105.75021982925593,104.57492417875827,102.29901989886005,99.00437654295355,95.70915962660055,92.07396258984218,89.3793343829964,86.51775240018806,84.85920355136221,83.8191633490796,82.45871424601248,81.14879906637474,80.02614443953934
ABST,99.84014357626968,101.23180743905408,107.25247739914727,110.49661976516771,113.21174528170707,114.80860535486457,114.6859714816535,114.57555037548181,113.48334065638942,113.0611495954591,112.05484923161463,110.88992113880543,109.03598222310745,108.4181669308232,108.3220707571875,107.69216551632833,106.906406301318,104.73517426146185
ACCD,109.96722275208919,104.65228109324123,105.5014620733324,110.8702554872767,117.54202756554864,122.98436148497214,125.15499039298021,125.54998126431109,123.80754796084143,122.88976111580598,119.56610958915557,115.5384926141376,106.48214231479096,98.47239094790453,90.45136354332678,82.5517001257385,75.1083553136835,67.30045553911287
ACHR,95.01876327319692,92.77465744340023,93.83461967716315,95.82922708732117,100.26898713845726,102.7522727687697,103.34341420095005,101.53295853164292,99.32253427277212,96.7208994514338,93.97075449356706,93.42891188250904,93.37790904428205,92.77685507348554,92.3376111832976,90.15625324948168,88.45532502962418,86.23635386560565
