Ticker,Price,52-Week-Low,52-Week-High,20-MA,50-MA,100-MA,150-MA,200-MA,Sector,P/E,PEG,P/FCF,Sales Q/Q %,EPS this Y %,EPS next Y %,Death MACD,Golden MACD,MTUM-MA-25,MTUM-EMA-25,Weekly Death MACD,Weekly Golden MACD
LPSN,12.3100004196167,10.270000457763672,68.81999969482422,12.017500066757204,13.506399993896485,15.445100002288818,18.576999994913734,22.422949962615967,Technology | Software - Application | USA,,,,10.9,-9.9,0.23,2022-08-11,2022-09-08,86.43334548899988,87.4977605564947,2022-08-22,2022-09-05
BHP,53.34000015258789,46.28010559082031,71.06155395507812,52.58809280395508,50.63583885192871,53.68913688659668,55.77097259521484,54.56016332626343,Basic Materials | Other Industrial Metals & Mining | Australia,6.68,,7.34,36.9,44.9,,2022-08-31,2022-07-21,105.45964754381065,99.71140428981899,2022-08-29,2022-09-05
FTNT,53.59000015258789,47.36999893188477,74.35399627685547,50.86399993896485,55.36979995727539,56.55037990570068,59.018333282470714,60.235520000457754,Technology | Software - Infrastructure | USA,65.75,2.8,38.3,28.6,24.7,1.31,2022-08-04,2022-09-06,86.45264569599328,91.9003287827244,2022-08-01,2022-09-05
BIIB,211.83999633789062,187.1600036621093,345.7799987792969,206.31499938964845,210.9551995849609,206.94469955444336,208.0353326416016,214.3822995758057,Healthcare | Drug Manufacturers - General | USA,15.12,,12.19,-6.7,-58.1,15.82,2022-08-18,2022-09-09,97.94072720763175,99.24618428432221,2022-08-22,2022-09-05
LHX,236.13999938964844,200.7100067138672,279.70999145507807,233.28601531982426,232.0461233520508,234.0949763488769,236.60765645345046,230.60385375976563,Industrials | Aerospace & Defense | USA,24.34,4.59,48.81,-11.4,75.1,14.46,2022-08-22,2022-09-09,100.85518472445361,99.9420490985493,2022-08-22,2022-09-05
BKNG,1981.030029296875,1669.3399658203125,2715.659912109375,1977.940496826172,1896.9962036132813,2006.9330017089844,2097.325660807292,2155.2586413574218,Consumer Cyclical | Travel Services | USA,52.82,1.08,13.49,98.8,116.8,121.5,2022-08-23,2022-07-18,109.49332198283483,101.94301317041833,2022-08-29,2022-09-05
BL,73.20999908447266,49.65999984741211,135.0,69.51699981689453,68.04929985046387,67.95474990844727,69.99296666463216,77.23172492980956,Technology | Software - Infrastructure | USA,,,139.48,25.9,-139.1,0.41,2022-08-29,2022-09-09,103.42568953649237,101.71419183044304,2022-08-29,2022-09-05
BLI,3.9600000381469727,3.5,37.86000061035156,4.066499984264373,4.567899985313416,4.7812499952316285,5.469166676203411,7.909575021266937,Healthcare | Biotechnology | USA,,,,-0.5,-60.1,-0.81,2022-08-17,2022-09-09,87.56042147579632,89.62061911597809,2022-08-29,2022-09-05
SQ,74.29000091552734,56.0099983215332,276.1400146484375,73.69100074768066,73.38760002136229,78.67690002441407,91.945199991862,108.38229995727541,Technology | Software - Infrastructure | USA,,,88.81,-5.9,-25.0,1.58,2022-08-17,2022-06-24,109.48737391332253,101.02990514727884,2022-08-29,2022-09-05
L,56.86000061035156,51.349998474121094,68.19999694824219,57.049187660217285,57.094111862182615,59.828035774230955,60.72315048217774,60.00757656097412,Financial | Insurance - Property & Casualty | USA,13.2,0.94,4.81,-12.7,282.6,,2022-08-29,2022-09-09,99.20197831480898,97.92997541459707,2022-08-22,2022-09-05
SPT,66.29000091552734,38.39099884033203,145.4199981689453,60.88850002288818,59.24720016479492,56.7285001373291,61.20106689453125,66.9327001953125,Technology | Software - Application | USA,,,304.33,37.4,13.4,-0.01,2022-08-22,2022-09-09,108.25842172968504,106.49496932805157,2022-08-29,2022-09-05
SPSC,125.2699966430664,96.41000366210938,174.4199981689453,125.5075004577637,120.5647996520996,115.4588998413086,119.29773305257162,122.5407999420166,Technology | Software - Infrastructure | USA,97.49,6.5,60.24,15.6,-4.0,2.49,2022-08-19,2022-07-21,110.33058336569796,106.5002825553479,2022-08-29,2022-09-05
CAT,189.4900054931641,167.0800018310547,237.8999938964844,190.69900131225586,184.84812194824215,196.39023681640626,199.81805084228515,201.13897163391118,Industrials | Farm & Heavy Construction Machinery | USA,15.25,1.29,49.35,10.5,121.2,13.86,2022-08-29,2022-07-18,105.87538779597298,100.26875355359137,2022-08-29,2022-09-05
MANH,145.30999755859375,106.0199966430664,188.5200042724609,145.2079971313477,134.72199951171876,128.35699958801268,130.25453282674152,134.00289958953854,Technology | Software - Application | USA,78.29,5.22,52.05,15.5,26.6,2.63,2022-08-22,2022-07-21,118.44469037287895,110.88465294622476,2022-08-29,2022-09-05
SMWB,8.119999885559082,7.0279998779296875,23.0,8.097499990463257,8.691200008392334,9.332900013923645,10.676866680781048,12.095150020122528,Communication Services | Internet Content & Information | Israel,,,,50.7,-322.1,-0.91,2022-08-17,2022-09-09,89.32101959062055,92.08932506099636,2022-08-29,2022-09-05
BSY,38.47000122070313,26.31999969482422,71.91999816894531,38.273014831542966,37.536115798950185,36.45148591995239,37.66420271555583,39.47702452659607,Technology | Software - Application | USA,121.36,20.23,43.35,19.8,-29.8,0.89,2022-08-17,2022-07-19,107.40138943901556,104.44527672466965,2022-08-22,2022-09-05
BTRS,7.039999961853027,3.9500000476837163,11.954999923706055,6.944500041007996,6.317000036239624,5.865200023651124,6.120333350499472,6.38660001039505,Technology | Software - Application | USA,,,,22.6,-258.6,-0.23,2022-08-19,2022-07-27,124.31135602585884,115.57549463499409,2022-08-29,2022-09-05
STNE,9.449999809265137,6.809999942779541,51.79999923706055,9.889000034332275,9.589000015258787,9.422800035476683,10.104666684468588,11.590200033187866,Technology | Software - Application | Cayman Islands,,,4.75,275.6,-251.3,2.79,2022-08-19,2022-07-07,115.57787948943673,106.13009218481226,2022-08-29,2022-09-05
NEWR,64.01999664306639,41.65999984741211,129.69999694824222,63.33449974060058,60.51679985046387,56.51809993743896,60.74359987894693,71.81434976577759,Technology | Software - Infrastructure | USA,,,133.34,19.9,-22.9,0.66,2022-08-18,2022-07-20,114.13553441400127,109.91403750949043,2022-08-29,2022-09-05
SWKS,102.63999938964844,88.76000213623047,186.8699951171875,103.99031066894531,103.48686096191406,103.68670356750488,112.83109736124676,122.081008644104,Technology | Semiconductors | USA,13.04,1.35,27.34,10.4,87.0,11.62,2022-08-16,2022-06-27,103.67882779356142,100.52075769419541,2022-08-29,2022-09-05
TASK,18.989999771118164,13.600000381469727,85.49400329589844,15.34500002861023,17.879600048065182,20.527100048065183,25.13426670074463,29.471499967575074,Technology | Information Technology Services | USA,38.83,2.88,,36.9,-274.4,1.39,2022-08-10,2022-09-01,83.52276089234118,86.8088119350829,2022-08-15,2022-09-05
CCCS,9.65999984741211,7.4099998474121085,13.460000038146973,9.559000015258787,9.591800003051755,9.289900012016297,9.674200016657512,10.042300002574919,Technology | Software - Infrastructure | USA,,,,15.6,30.4,0.33,2022-08-08,2022-09-09,100.36358338308756,100.87053705340544,2022-08-22,2022-09-05
TENB,41.68000030517578,36.2400016784668,63.61000061035156,40.81150016784668,43.4394002532959,46.74239994049072,49.218199946085605,49.55515001296997,Technology | Software - Infrastructure | USA,,,50.53,26.1,-3.7,0.39,2022-08-29,2022-09-09,91.02529232145795,92.73200770120363,2022-07-25,2022-09-05
GPK,23.309999465942386,17.6299991607666,23.709999084472656,23.054500198364263,22.15540012359619,21.648424053192137,21.010949948628745,20.59991599082947,Consumer Cyclical | Packaging & Containers | USA,25.31,0.92,14.81,35.8,14.4,2.43,2022-08-24,2022-08-08,107.80752154926095,105.25310067684046,2022-08-29,2022-09-05
AAL,14.1899995803833,11.93000030517578,22.350000381469727,14.036999988555909,14.143600063323975,15.311599979400635,15.84493330001831,16.30329996585846,Industrials | Airlines | USA,,,,79.5,83.1,1.43,2022-08-19,2022-09-09,101.09667227579055,97.9971189879328,2022-08-29,2022-09-05
AZPN,221.4100036621093,122.29000091552734,229.6000061035156,215.24300079345704,201.4475994873047,191.0134992980957,177.45746622721353,170.28594970703125,Technology | Software - Application | USA,211.67,11.63,51.87,2.3,39.7,7.64,2022-08-24,2022-07-27,113.58638266603386,109.115261802462,2022-08-29,2022-09-05
TDOC,33.459999084472656,27.3799991607666,156.82000732421875,33.52999992370606,36.85400016784668,36.90970003128052,47.363466504414866,57.54085000038147,Healthcare | Health Information Services | USA,,,26.3,17.7,49.0,-1.49,2022-08-17,2022-09-09,87.55848537942309,93.31576921968157,2022-08-29,2022-09-05
TDY,387.6499938964844,344.6600036621094,493.9700012207031,385.5169982910157,387.28379821777344,395.6543991088868,412.13826619466147,415.39000030517576,Technology | Scientific & Technical Instruments | USA,27.23,1.17,50.55,20.9,-5.2,19.27,2022-08-22,2022-08-12,100.06863607987091,99.02968520667307,2022-08-22,2022-09-05
TARO,33.950000762939446,31.309999465942386,70.94000244140625,33.630999851226804,35.5735998916626,36.521099910736076,39.354599978129066,41.87599989891052,Healthcare | Drug Manufacturers - Specialty & Generic | Israel,14.01,,,6.5,115.3,,2022-09-02,2022-09-09,90.91625486694114,93.87239606666485,2022-08-29,2022-09-05
MGI,10.449999809265137,5.059999942779541,10.869999885559082,10.37050004005432,10.265000019073486,10.109499988555909,10.209466660817464,9.586799998283386,Financial | Credit Services | USA,,,30.48,0.1,-316.1,0.65,2022-08-18,2022-09-09,102.16869593836786,101.8486375574972,2022-09-09,2022-09-05
RPTX,12.75,8.064999580383299,34.97999954223633,12.24749994277954,13.04099998474121,12.291199979782105,12.838399969736733,14.389549975395205,Healthcare | Biotechnology | Canada,,,,133.3,-95.3,-3.1,2022-08-30,2022-08-31,89.82481571343706,98.45641347576144,2022-07-25,2022-08-29
RDWR,22.920000076293945,20.51000022888184,42.18999862670898,21.869999980926515,22.267399940490726,23.68229995727539,26.550399996439616,28.50239997863769,Technology | Software - Infrastructure | Israel,173.64,9.98,16.52,7.7,-18.5,0.97,2022-08-17,2022-09-06,98.86488568250529,96.56111503322786,2022-08-22,2022-08-29
JD,60.40999984741211,41.560001373291016,92.69000244140624,59.498000144958496,60.633800048828135,58.73171173095703,60.05345392862956,63.15992200851441,Consumer Cyclical | Internet Retail | China,,,13.14,5.4,-107.2,19.5,2022-07-05,2022-08-24,95.45354077378616,98.90574096094005,2022-08-08,2022-08-22
DQ,64.94999694824219,32.200000762939446,81.0999984741211,66.07399978637696,66.4105995941162,58.43829978942871,53.4425998433431,50.80264989852906,Technology | Semiconductor Equipment & Materials | China,3.12,,,181.9,465.9,21.06,2022-09-08,2022-09-07,100.08544978048624,106.949618143317,2022-08-29,2022-08-22
HPK,26.459999084472656,8.479999542236326,38.209999084472656,24.266999816894533,23.614758415222173,26.88991605758667,25.12491007486979,22.816457362174987,Energy | Oil & Gas E&P | USA,28.03,,,317.0,152.9,5.81,2022-08-04,2022-08-18,100.36315136837943,98.59181794799915,2022-06-13,2022-08-22
BIDU,138.42999267578122,101.62000274658205,182.6000061035156,138.46100082397462,140.65760101318358,135.7294009399414,139.41553385416665,141.82925048828125,Communication Services | Internet Content & Information | China,,,19.45,-5.4,-56.8,65.57,2022-09-07,2022-08-24,96.77720124496064,99.75273804287072,2022-09-05,2022-08-22
PDD,69.76000213623047,23.209999084472656,109.79000091552734,58.94250068664551,56.26300010681153,51.79929992675781,50.13293327331543,52.528749923706044,Consumer Cyclical | Internet Retail | China,34.81,0.62,17.0,36.4,190.3,23.15,2022-08-18,2022-08-23,103.87840446867793,109.79190808037556,2022-07-11,2022-08-22
CVE,18.43000030517578,8.130000114440918,24.90999984741211,18.591000080108646,17.97720012664795,19.22024164199829,18.13820676167806,16.868014297485352,Energy | Oil & Gas Integrated | Canada,11.85,,11.09,80.2,114.0,4.33,2022-09-06,2022-08-10,104.35617237404179,100.72984086462648,2022-09-05,2022-08-22
BKR,25.25,22.299999237060547,39.77999877929688,25.334499835968018,25.663478469848638,29.311531791687013,30.5406773630778,29.108600301742555,Energy | Oil & Gas Equipment & Services | USA,,,,-1.8,98.2,1.69,2022-09-07,2022-07-29,95.67946944391295,93.44601636009672,2022-06-06,2022-08-22
CTRA,29.770000457763672,15.529999732971193,36.54999923706055,30.05100011825561,28.339349365234376,29.191057891845702,27.50844231923421,25.46096260070801,Energy | Oil & Gas E&P | USA,8.33,1.06,42.07,692.1,358.9,4.36,2022-09-02,2022-08-11,107.3599450860968,103.23491344978548,2022-09-09,2022-08-15
AZN,60.849998474121094,53.63000106811523,71.69999694824219,64.58199958801269,65.26104782104493,64.84141536712646,63.903397064208974,61.879566650390615,Healthcare | Drug Manufacturers - General | United Kingdom,,,86.64,31.0,-96.8,3.64,2022-08-29,2022-08-15,97.75775666336456,98.82766475396437,2022-08-22,2022-08-15
HAL,29.65999984741211,19.09000015258789,43.9900016784668,29.71852865219116,29.064650077819824,32.91701593399048,33.74331995646159,31.558679428100586,Energy | Oil & Gas Equipment & Services | USA,18.58,0.36,62.81,36.9,148.9,2.78,2022-09-06,2022-07-19,102.69228757710803,97.65114365846449,2022-06-13,2022-08-15
MNTV,7.260000228881836,6.510000228881836,25.0,7.246499991416931,8.194799995422363,10.403699989318847,12.34133332570394,14.110699996948242,Technology | Software - Application | USA,,,88.19,9.9,-28.0,0.31,2022-08-22,2022-08-25,81.44168144091608,82.27029761244057,2022-08-01,2022-08-15
APA,38.09000015258789,18.450000762939453,51.95000076293945,37.513000297546384,35.23765689849853,38.88460489273072,38.49705154418945,36.005515041351316,Energy | Oil & Gas E&P | USA,4.29,0.12,2.94,73.5,120.2,10.54,2022-09-07,2022-07-19,108.0016812021763,101.95415106381472,2022-06-13,2022-08-15
IBM,129.19000244140622,114.55999755859376,144.72999572753906,132.32449951171876,132.45539093017578,133.36267333984378,130.52175287882486,128.9454817581177,Technology | Information Technology Services | USA,20.46,2.12,,9.3,13.4,10.09,2022-08-26,2022-08-03,98.36738156896608,98.75667044436057,2022-08-22,2022-08-15
SAIC,94.66000366210938,78.0999984741211,97.81999969482422,93.59299964904785,93.45475341796877,89.92123657226563,88.90595606486002,87.60306552886965,Technology | Information Technology Services | USA,20.7,4.06,14.15,-0.3,33.9,7.5,2022-08-22,2022-09-09,100.09908976218223,101.38721975959363,2022-08-22,2022-08-15
ULTA,442.8999938964844,330.79998779296875,448.2900085449219,416.4050003051758,399.5535998535156,397.9656005859375,392.84760091145836,391.0481504821777,Consumer Cyclical | Specialty Retail | USA,20.75,1.96,23.62,16.8,478.2,22.93,2022-08-01,2022-08-12,105.0656094257023,103.73462635009905,2022-07-25,2022-08-15
KHC,36.459999084472656,32.78499984741211,44.86999893188477,37.77109355926514,37.71363929748536,38.48844413757324,38.17897549947103,37.28067533493042,Consumer Defensive | Packaged Foods | USA,35.23,,36.0,-0.9,180.7,2.76,2022-08-30,2022-08-09,99.93084886850076,99.6359467789818,2022-08-29,2022-08-08
ESTE,14.609999656677244,7.8499999046325675,22.25,15.002499914169311,13.756999969482422,14.977800025939944,14.36073335647583,13.705200009346008,Energy | Oil & Gas E&P | USA,8.54,0.24,4.19,426.9,256.8,6.47,2022-09-01,2022-07-19,117.55858421766978,106.82338990802558,2022-09-05,2022-08-08
INTC,31.459999084472656,29.90999984741211,56.27999877929688,33.46099987030029,35.73217658996582,38.861118049621574,41.55353151957194,43.6789017868042,Technology | Semiconductors | USA,6.75,6.35,8.5,-22.0,-1.6,2.68,2022-08-22,2022-08-16,89.08290439699579,90.28934704985686,2022-08-22,2022-08-08
GILD,65.27999877929689,57.16999816894531,74.12000274658203,64.27049942016602,62.68959976196289,62.08046100616455,61.21835980733236,63.05363176345825,Healthcare | Drug Manufacturers - General | USA,19.9,,14.47,0.7,-9.8,6.48,2022-08-25,2022-09-08,103.723037574274,102.49230227663334,2022-07-18,2022-08-08
HAS,81.44999694824219,76.44000244140625,105.7300033569336,80.80299949645995,80.15859558105468,83.25391639709474,84.92085611979167,87.77485862731933,Consumer Cyclical | Leisure | USA,21.0,1.19,,1.3,109.1,5.72,2022-08-30,2022-08-01,99.65993485509213,98.44376833715022,2022-06-06,2022-08-08
MPC,100.01000213623048,56.08000183105469,114.3499984741211,100.29999084472657,92.25161926269531,93.38734199523924,88.62157704671223,82.9129824066162,Energy | Oil & Gas Refining & Marketing | USA,6.75,0.22,5.55,81.6,111.9,11.68,2022-09-01,2022-07-15,114.82071113969238,107.74455611495623,2022-06-13,2022-08-08
MRO,26.35000038146973,11.020000457763672,33.240001678466804,25.148885345458986,23.37485534667969,25.15232322692871,24.575510915120443,22.70765644550324,Energy | Oil & Gas E&P | USA,6.25,0.38,5.3,101.8,165.5,4.26,2022-09-07,2022-08-10,110.71100102277742,104.2000494893956,2022-06-13,2022-08-08
GRIN,23.96999931335449,12.829999923706055,28.979999542236328,21.176351261138915,18.41359813690185,20.68768482208252,21.001545378367105,19.41700325012207,Industrials | Marine Shipping | Singapore,2.54,,2.01,47.2,398.3,5.72,2022-06-07,2022-07-15,126.28440565297413,112.10974607755745,2022-05-23,2022-08-08
HES,122.47000122070312,66.19999694824219,131.44000244140622,118.79650001525879,109.39780014038088,111.39865272521973,107.86740376790364,101.20928798675536,Energy | Oil & Gas E&P | USA,25.97,0.38,16.18,87.1,117.8,11.53,2022-09-02,2022-07-19,113.77881035852123,107.31669638511886,2022-08-01,2022-08-08
KR,51.93999862670898,38.22000122070313,62.77999877929688,48.89949970245361,47.65693786621094,49.75313751220703,50.69037216186523,49.16122819900514,Consumer Defensive | Grocery Stores | USA,17.94,1.59,19.72,8.0,-33.6,4.06,2022-09-08,2022-09-09,103.07042760601264,100.45799864096053,2022-04-18,2022-08-08
EOG,123.36000061035156,66.05000305175781,147.99000549316406,119.70499992370605,110.65679016113282,116.64027153015137,115.64980819702149,109.44692485809328,Energy | Oil & Gas E&P | USA,12.66,1.21,21.78,78.8,864.8,16.38,2022-09-02,2022-07-19,113.21858264663722,105.52858288296768,2022-06-13,2022-08-08
BLKB,50.86000061035156,48.52000045776367,86.95999908447266,54.21450023651123,56.37140007019043,57.21800006866455,58.581466700236,62.58715003967285,Technology | Software - Application | USA,,,14.93,15.5,-25.4,2.84,2022-08-05,2022-07-20,94.50416689264208,95.49068459238478,2022-08-15,2022-08-08
CHNG,25.54999923706055,18.96999931335449,25.68600082397461,24.83800001144409,24.209599952697754,23.78629999160767,23.051733258565267,22.42949994087219,Healthcare | Health Information Services | USA,,,22.03,1.9,49.4,1.7,2022-08-25,2022-09-08,104.4266587470481,103.33639985061106,2022-08-01,2022-08-08
ROCC,38.27000045776367,19.059999465942386,53.59000015258789,38.20800018310547,35.4584924697876,36.68948081970215,35.90347702026367,34.16203103065491,Energy | Oil & Gas E&P | USA,6.85,0.23,5.19,152.2,111.5,13.44,2022-09-01,2022-07-18,113.35234014186639,106.23751201313007,2022-09-09,2022-08-08
RPRX,43.63000106811523,34.860000610351555,44.75,43.15581321716309,42.999736862182615,41.81112995147705,40.90412531534831,40.43191371917725,Healthcare | Biotechnology | USA,40.66,3.52,264301.82,-3.4,13.3,3.53,2022-08-23,2022-08-11,100.50111697928995,101.57530770682548,2022-08-22,2022-08-08
SCPL,11.4399995803833,10.75,22.290000915527344,12.257499980926516,12.877000045776365,13.118300046920776,13.061266689300535,13.242074995040893,Communication Services | Electronic Gaming & Multimedia | USA,15.63,1.03,9.19,4.0,-9.9,1.13,2022-08-23,2022-08-12,91.77194620881546,94.21160658032436,2022-08-15,2022-08-08
SCWX,10.600000381469727,9.260000228881836,26.88999938964844,10.235000038146973,10.320200061798095,10.65560004234314,11.686533374786375,12.703450031280518,Technology | Software - Infrastructure | USA,,,,-13.4,-78.3,-0.66,2022-09-06,2022-08-12,97.56820820845549,97.23950111011034,2022-08-01,2022-08-08
CB,195.0,171.9600067138672,218.9900054931641,195.34300079345704,191.2456002807617,197.53189392089843,200.72626088460285,198.23796691894526,Financial | Insurance - Property & Casualty | Switzerland,11.76,0.82,8.45,2.9,147.3,17.55,2022-08-29,2022-07-26,103.17303795951337,100.53938171836569,2022-04-11,2022-08-08
SLB,39.650001525878906,26.440000534057614,49.83000183105469,37.77470893859864,35.7726630783081,38.643621044158934,39.27076218922932,37.61921468734741,Energy | Oil & Gas Equipment & Services | USA,21.7,0.49,37.31,20.2,117.4,2.8,2022-09-02,2022-07-19,108.5837355276532,102.20917744899693,2022-06-13,2022-08-08
BKI,67.73999786376953,52.0,84.2699966430664,67.01250038146972,65.57880012512207,66.64850002288819,64.89786651611328,67.83619987487793,Technology | Software - Infrastructure | USA,20.3,2.0,32.62,9.2,-22.7,2.88,2022-08-29,2022-07-20,103.27998271922024,101.45857951525349,2022-08-01,2022-08-08
QLYS,159.85000610351562,106.4800033569336,160.82000732421875,153.10449981689453,138.44560012817382,133.54259994506836,132.86880004882812,132.22665004730226,Technology | Software - Infrastructure | USA,62.78,7.85,34.53,20.3,-21.1,3.95,2022-08-30,2022-08-03,118.58944684828995,112.06280211964331,2022-07-11,2022-08-08
TSEM,45.9000015258789,28.309999465942386,49.13000106811523,46.47900009155274,46.5181999206543,46.98939987182617,46.636333262125646,44.29199992179871,Technology | Semiconductors | Israel,28.78,1.92,28.49,17.7,80.1,2.58,2022-08-18,2022-07-11,100.66758696469586,99.81921269086595,2022-08-15,2022-08-08
ARCH,138.5,73.54000091552734,183.52999877929688,149.93021545410156,138.504326171875,145.22782722473144,138.1985821533203,124.39426284790041,Energy | Thermal Coal | USA,2.85,,5.42,151.6,184.4,33.21,2022-08-31,2022-08-10,109.49935494352938,103.59071506325265,2022-08-29,2022-08-08
VLO,113.31999969482422,61.86000061035156,146.80999755859375,116.89099998474121,110.69498275756835,115.6577197265625,107.4109782409668,99.02214916229248,Energy | Oil & Gas Refining & Marketing | USA,6.5,,5.02,86.1,164.8,16.28,2022-09-01,2022-07-18,108.16876973742504,103.3898889906962,2022-09-05,2022-08-08
AMR,143.49000549316406,37.40999984741211,186.97999572753903,154.92500076293945,140.71300033569335,147.68288673400878,136.19625747680664,116.64854682922363,Basic Materials | Coking Coal | USA,2.1,,2.8,238.1,215.2,35.86,2022-08-31,2022-08-10,116.64147617973028,108.04109403897499,2022-09-05,2022-08-08
VRTX,292.1099853515625,176.36000061035156,305.95001220703125,290.0154998779297,288.01620056152336,276.5640005493164,267.48433380126954,255.2699005126953,Healthcare | Biotechnology | USA,23.62,2.92,20.43,22.5,-12.5,15.48,2022-08-23,2022-08-09,101.94182322644916,103.04992930899584,2022-08-22,2022-08-08
XOM,96.5,52.959999084472656,105.56999969482422,95.39849967956543,90.75725509643554,90.48509780883788,87.02776107788084,81.39155590057374,Energy | Oil & Gas Integrated | USA,10.56,0.43,11.51,68.7,202.2,10.81,2022-09-01,2022-08-10,107.32918140963051,104.10962889673458,2022-08-01,2022-08-08
ABC,147.27000427246094,113.68000030517578,167.19000244140625,148.5385009765625,144.6514471435547,147.78976242065428,147.92469421386718,142.78779998779297,Healthcare | Medical Distribution | USA,16.91,1.67,18.26,12.5,144.4,11.47,2022-08-26,2022-08-09,103.87176413792551,101.39379430204342,2022-09-09,2022-08-08
CMCSA,35.43000030517578,33.740001678466804,61.79999923706055,37.211499977111814,38.841540908813464,40.24090496063232,42.35772989908854,44.082316932678225,Communication Services | Entertainment | USA,11.56,1.14,12.17,5.1,33.5,3.86,2022-08-22,2022-08-12,93.42401913436571,94.35584228239578,2022-08-22,2022-08-08
CPE,42.2599983215332,31.75,66.48000335693361,41.75199966430664,40.634199981689456,46.37179996490479,50.032866566975905,50.26969995498657,Energy | Oil & Gas E&P | USA,2.95,0.12,4.49,107.4,111.4,18.24,2022-09-06,2022-08-12,102.26049096327776,96.54867091587695,2022-08-01,2022-08-08
PEGA,40.02999877929688,35.029998779296875,142.5500030517578,38.07049980163574,42.36979995727539,49.360495986938474,60.42971338907878,71.72477554321289,Technology | Software - Application | USA,,,,-15.8,-1.4,0.96,2022-08-23,2022-09-01,83.53393792574045,86.18557751361313,2022-08-01,2022-08-08
PGR,128.67999267578122,89.3499984741211,129.24000549316406,125.10150032043457,119.54579223632813,116.18200057983398,114.01283894856769,111.02325931549072,Financial | Insurance - Property & Casualty | USA,91.72,3.06,14.29,-3.2,-41.4,6.23,2022-08-30,2022-09-09,107.83217352419244,105.74547462232236,2022-07-11,2022-08-08
EGLE,43.58000183105469,36.209999084472656,78.75,46.28650054931641,47.1958464050293,54.03764003753662,54.20796264648438,50.22956987380982,Industrials | Marine Shipping | USA,2.27,,2.23,53.0,446.6,12.68,2022-08-18,2022-07-15,98.48509454692233,92.79901287406194,2022-08-15,2022-08-08
OSPN,10.75,9.56999969482422,21.600000381469727,11.371500062942506,11.303200035095214,12.055,12.878666667938232,13.79769998550415,Technology | Software - Application | USA,,,,1.0,-466.6,-0.17,2022-08-31,2022-07-21,100.31913729503997,97.25927926859337,2022-09-05,2022-08-08
NXGN,16.979999542236328,13.640000343322756,21.8700008392334,17.30749979019165,17.447599945068358,18.02319997787476,18.665133310953774,18.390149989128112,Healthcare | Health Information Services | USA,,,25.19,4.9,-83.2,1.0,2022-08-31,2022-08-12,98.46886125761452,98.091949234291,2022-08-22,2022-08-08
OXY,65.61000061035156,24.38999938964844,77.12999725341797,68.690625,64.13035041809081,63.00895935058594,59.07602882385254,52.30586624145508,Energy | Oil & Gas E&P | USA,6.43,0.17,5.61,78.3,113.3,8.23,2022-09-02,2022-08-11,110.50688138394577,107.48188961832564,2022-09-05,2022-08-08
PANW,564.77001953125,421.5499877929688,640.9000244140625,542.3050018310547,520.1206011962893,517.1082019042968,533.9216676839193,531.7300004577637,Technology | Software - Infrastructure | USA,,,37.79,29.1,-87.8,11.41,2022-09-02,2022-08-23,106.19342305638665,104.284024508911,2022-08-01,2022-08-08
PXD,239.6199951171875,143.6300048828125,288.4599914550781,237.84855499267582,221.45266876220703,231.98750717163085,229.30035675048828,216.61376777648925,Energy | Oil & Gas E&P | USA,9.91,0.45,10.37,64.1,810.3,29.04,2022-09-06,2022-07-19,110.05665824505749,103.87062491049208,2022-06-13,2022-08-08
DVN,68.51000213623047,27.399999618530284,79.4000015258789,67.58220901489258,60.126769790649405,62.12827335357666,59.77417645772298,55.61133949279785,Energy | Oil & Gas E&P | USA,8.68,0.24,8.36,132.8,161.7,10.11,2022-09-02,2022-07-15,120.48102318671064,110.69145585339399,2022-08-01,2022-08-08
CHTR,405.9100036621094,391.80999755859375,825.6199951171875,432.65099945068357,452.42440185546883,462.67470184326174,500.0584010823568,531.314850616455,Communication Services | Entertainment | USA,13.04,0.45,8.54,6.2,58.9,37.58,2022-08-22,2022-08-10,94.06491933934849,94.90040762601801,2022-08-22,2022-08-01
PRGS,47.1500015258789,41.68000030517578,53.9900016784668,48.67762680053711,46.911069107055674,47.29851608276367,46.389267959594726,46.436555194854726,Technology | Software - Application | USA,21.99,11.0,13.35,21.4,-0.1,4.37,2022-08-26,2022-07-20,106.60811665679569,102.61602978559694,2022-08-29,2022-08-01
IONS,46.84000015258789,25.040000915527344,47.709999084472656,43.647000312805176,41.08200027465821,39.19030014038085,37.78233343760173,35.96270009040833,Healthcare | Biotechnology | USA,,,77.25,6.4,93.6,-2.72,2022-08-19,2022-09-09,115.00674684645556,110.04948866233973,2022-07-25,2022-08-01
LMT,421.5299987792969,324.2300109863281,479.989990234375,428.011457824707,417.7284747314453,424.0296139526368,424.4665148925781,405.9218812561035,Industrials | Aerospace & Defense | USA,24.39,2.54,25.3,-9.3,-7.1,27.95,2022-08-26,2022-07-28,104.67525529973814,101.7480374378166,2022-08-29,2022-08-01
NIO,19.15999984741211,11.670000076293945,44.27000045776367,19.29850006103516,20.035,18.889900016784672,19.653600018819173,22.419400005340577,Consumer Cyclical | Auto Manufacturers | China,,,,24.2,-41.7,-1.09,2022-09-01,2022-08-31,94.48730738607115,98.99121531837437,2022-08-15,2022-08-01
