Ticker,Price,52-Week-Low,52-Week-High,20-MA,50-MA,100-MA,150-MA,200-MA,Sector,P/E,PEG,P/FCF,Sales Q/Q %,EPS this Y %,EPS next Y %,Death MACD,Golden MACD,MTUM-MA-25,MTUM-EMA-25,Weekly Death MACD,Weekly Golden MACD
TDC,30.64999961853028,30.18000030517578,59.380001068115234,31.779000186920165,34.52360004425049,35.81369993209839,39.3939999516805,40.522299966812135,Technology ,41.59,46.57,8.7,-12.4,12.6,1.93,2022-09-20,2022-09-12,87.34922859788495,91.04376930815054,2022-08-01,2022-09-27
SE,54.59999847412109,52.380001068115234,372.7000122070313,59.47000007629394,69.8479997253418,72.16939990997315,84.28119997660319,108.17345003128052,Communication Services ,,,121.76,29.0,-13.3,-3.21,2022-09-22,2022-09-12,76.55866811123977,85.6185671939258,2022-08-22,2022-09-27
CYBR,150.72000122070312,100.3499984741211,201.67999267578125,148.21700057983398,144.50320068359375,138.2657007598877,146.33493392944337,147.75900035858157,Technology ,,,228.35,21.4,-309.1,0.04,2022-09-23,2022-09-12,105.72799138257112,104.35779704762412,2022-09-26,2022-09-27
LYFT,14.15999984741211,11.960000038146973,57.68000030517578,15.675500059127808,15.995200004577637,16.115299968719484,22.70366669972737,27.1544499874115,Technology ,,,,29.5,43.5,0.98,2022-09-22,2022-09-09,96.597728211694,97.8749313595074,2022-09-26,2022-09-27
NVTA,2.359999895095825,1.830000042915344,32.93000030517578,3.058000016212463,3.1042000079154968,3.1318000137805937,4.59533332268397,6.6309999996423725,Healthcare ,,,,17.5,59.8,-1.64,2022-09-16,2022-09-12,120.45091616569846,107.8144689118106,2022-09-19,2022-09-27
HOOD,9.609999656677246,6.809999942779541,47.84000015258789,9.998999977111817,9.836400012969971,9.322049989700318,10.152733345031738,11.489050011634829,Technology ,,,,-43.7,82.1,-0.79,2022-09-21,2022-09-09,101.28481930723876,103.36183135897178,2022-09-26,2022-09-27
BLI,2.9600000381469727,2.900000095367432,27.479999542236328,3.478500008583069,4.146999988555908,4.526999990940094,5.125833341280619,6.899275006055832,Healthcare ,,,,-0.5,-60.1,-0.81,2022-09-19,2022-09-09,76.14291024496745,82.26885035605996,2022-09-19,2022-09-27
NIU,4.539999961853027,4.46999979019165,27.809999465942383,5.154500031471253,5.958800039291382,6.880300025939942,7.861066672007243,9.6189000082016,Consumer Cyclical ,23.52,7.89,,-12.4,32.0,0.72,2022-08-29,2022-08-25,81.50566760785543,83.14599314345234,2022-08-29,2022-09-27
HCP,29.71999931335449,,,30.5045000076294,34.856199989318846,34.028000030517575,39.09593332926432,47.62605001449585,Technology ,,,,51.7,-241.2,-1.02,2022-08-19,2022-06-22,86.27271534682227,92.22810669761064,2022-08-29,2022-09-27
CDNA,16.690000534057617,15.65999984741211,75.91999816894531,17.985999965667723,21.114799995422363,22.51620002746582,26.8086000696818,30.59020001411438,Healthcare ,,,,8.6,-45.8,-0.11,2022-09-16,2022-09-15,78.76487565695913,84.85013772452807,2022-08-15,2022-09-27
APP,20.3799991607666,19.34000015258789,116.08999633789062,23.82199983596802,29.41299987792969,32.80249992370605,38.44946662902832,48.25635000228882,Technology ,,,26.22,-39.0,126.6,1.07,2022-09-20,2022-09-08,70.38880027138481,79.34235527639521,2022-09-12,2022-09-27
UIS,7.429999828338623,7.400000095367432,27.299999237060547,8.679500102996826,10.39580005645752,11.228700008392334,14.146733379364012,15.442200016975402,Technology ,,,10.12,-0.4,-33.7,1.84,2022-09-26,2022-09-09,74.50991370007819,82.6007461788287,2022-08-08,2022-09-27
SPNS,20.06999969482422,19.61000061035156,38.31999969482422,20.6875,22.198302764892578,22.971619529724123,23.554315325419108,25.52485038757324,Technology ,21.15,1.98,17.45,3.7,31.0,1.31,2022-09-15,2022-09-27,88.82914195671074,92.46012139143043,2022-08-01,2022-09-27
MITK,9.779999732971191,8.319999694824219,20.420000076293945,9.717999982833865,10.220200004577636,9.736100006103516,11.09080000559489,12.390200028419494,Technology ,75.81,5.05,14.84,20.5,-3.7,0.94,2022-08-17,2022-09-27,93.99331853157592,97.59060237910796,2022-09-12,2022-09-27
ALLT,3.849999904632568,3.7300000190734863,16.260000228881836,4.218500006198883,4.746800026893616,4.980300004482269,5.787466677029928,6.978050006628036,Technology ,,,,-7.1,-56.2,-0.55,2022-08-16,2022-07-05,82.88170378560933,88.07904965030099,2022-09-12,2022-09-27
MNDY,123.5500030517578,85.75,450.0,124.64450035095214,121.38660064697264,114.61380027770996,125.23126719156902,154.30895011901856,Technology ,,,,75.2,22.0,-1.97,2022-09-22,2022-09-09,104.82985955677565,104.448496371706,2022-09-26,2022-09-27
MNTV,5.739999771118164,5.300000190734863,25.0,6.710000014305114,7.584199962615966,9.205500011444093,11.55999999364217,13.270149998664856,Technology ,,,70.4,9.9,-28.0,0.31,2022-09-21,2022-08-25,81.87346969742694,83.06453394252223,2022-09-19,2022-09-27
MQ,6.710000038146973,6.050000190734863,37.900001525878906,7.339500021934509,8.343700017929077,8.80654999256134,9.382166674931844,10.478524997234343,Technology ,,,148.89,52.7,-402.4,-0.3,2022-09-22,2022-09-08,79.85188560996538,87.79284421016972,2022-09-19,2022-09-27
PLTK,9.550000190734863,9.475000381469728,30.0,10.437000036239626,11.334200038909913,12.460400009155274,14.438733348846435,15.208550014495849,Communication Services ,12.99,41.51,7.63,0.1,215.1,0.79,2022-09-26,2022-09-09,86.98547521185095,88.84618101973365,2022-09-26,2022-09-27
MTLS,10.880000114440918,10.579999923706056,27.549999237060547,11.502499914169311,12.609399948120116,13.43899995803833,15.261266632080078,16.84394997596741,Technology ,45.33,,33.75,14.6,275.3,0.14,2022-09-19,2022-09-07,84.35839428587013,88.91393557186443,2022-09-19,2022-09-27
DOCU,52.630001068115234,51.119998931884766,288.5,56.95900020599365,63.010599822998046,66.80989967346191,77.09833302815755,91.25234981536865,Technology ,,,24.73,21.6,72.8,1.83,2022-09-20,2022-09-12,84.36671933077525,89.23713366889058,2022-09-19,2022-09-27
DOMO,18.059999465942383,16.40999984741211,95.5,19.440999889373774,25.789199905395503,28.16949987411499,34.192599830627444,37.28579983711243,Technology ,,,,20.2,-10.4,-0.83,2022-09-22,2022-09-27,66.56084598269835,77.63504084478123,2022-08-22,2022-09-27
SKLZ,1.0800000429153442,0.9520000219345092,13.130000114440918,1.2015000015497208,1.4505999982357023,1.5118000000715257,1.9106666656335196,2.906299991309643,Communication Services ,,,,-18.1,4.5,-0.52,2022-08-22,2022-07-05,77.03584428971328,86.07717088235705,2022-09-19,2022-09-27
AZRE,5.75,3.259999990463257,25.301000595092773,5.259500026702881,8.922599973678588,10.965999989509582,12.904333333969117,13.726249997615817,Utilities ,,,,27.2,-66.3,0.96,2022-08-19,2022-09-14,52.94149960193255,67.68358202047925,2022-08-15,2022-09-27
CGEN,0.7688999772071838,0.75,7.480000019073486,0.989944976568222,1.3157779955863953,1.6055889928340912,2.045259328683217,2.48064449608326,Healthcare ,,,,,-8.9,-0.51,2022-09-22,2022-09-13,65.54978644357737,72.610528587374,2022-08-01,2022-09-27
SLGC,2.970000028610229,2.845000028610229,14.720000267028809,3.5190000176429748,4.127000017166138,4.686300001144409,5.668666667938233,6.7138999915122985,Healthcare ,,,,-28.8,-64.8,-0.58,2022-09-20,2022-09-08,77.24409512229222,82.39208875216323,2022-09-19,2022-09-27
LPSN,9.260000228881836,8.649999618530273,68.81999969482422,10.896000099182128,12.538600025177002,13.956399993896484,17.224266675313313,20.806049985885625,Technology ,,,,10.9,-9.9,0.24,2022-09-20,2022-09-08,78.76618926144636,83.6864076049599,2022-09-19,2022-09-27
HLGN,1.7200000286102295,1.2899999618530271,16.350000381469727,2.1035000324249267,2.29120002746582,2.667600014209748,3.405200010935466,4.213850020170212,Utilities ,,,,200.0,90.7,-0.56,2022-09-15,2022-09-14,91.4901477217482,90.18878325495636,2022-09-19,2022-09-27
XM,10.029999732971191,9.68000030517578,48.93000030517578,11.380500030517576,12.384400024414065,13.184300003051758,17.64900001525879,20.853899984359742,Technology ,,,,43.0,-278.5,0.02,2022-09-15,2022-09-14,88.277131634364,89.44468149127974,2022-09-19,2022-09-27
ILMN,186.83999633789065,173.4499969482422,453.9200134277344,199.242000579834,206.76940002441407,210.40220001220703,250.9947998046875,279.76279953002927,Healthcare ,,,562.88,3.2,13.9,3.93,2022-09-13,2022-09-09,94.71435187980798,96.27018467642895,2022-09-26,2022-09-27
ZUO,7.210000038146973,7.099999904632568,23.25,7.820000004768372,8.577600002288818,9.103699979782103,10.71553331375122,12.315599970817566,Technology ,,,483.94,14.2,-28.6,-0.01,2022-09-19,2022-09-12,86.60421261346933,89.19425439341731,2022-09-12,2022-09-27
KIND,2.880000114440918,,,3.1235000133514403,3.255600004196167,3.260400002002716,4.024599992434184,4.738099993467331,Communication Services ,,,,19.1,-6.3,-0.29,2022-09-21,2022-09-12,94.9635222866302,95.59319056864952,2022-09-19,2022-09-27
ZS,163.2100067138672,125.12000274658205,376.1099853515625,165.62150192260742,164.87180084228515,158.34740020751954,180.26626688639325,204.34900016784667,Technology ,,,94.68,61.4,-43.4,1.64,2022-09-22,2022-09-09,100.64110518422612,101.0188463833379,2022-09-26,2022-09-27
XPEV,13.710000038146973,12.859999656677246,56.45000076293945,15.708000135421752,20.13540002822876,23.297700090408327,24.73253337224325,29.04715006351471,Consumer Cyclical ,,,,97.7,7.0,-5.05,2022-08-18,2022-09-14,68.26031097327012,76.72948975885681,2022-07-18,2022-09-27
RDWR,21.239999771118164,20.51000022888184,42.18999862670898,22.25699987411499,22.470199851989747,22.790299949645995,25.79999998728434,28.06669997215271,Technology ,160.91,9.25,15.96,7.7,-18.5,0.97,2022-09-23,2022-09-06,95.75573434412404,97.3326452300462,2022-09-26,2022-09-27
LCID,14.40999984741211,13.25,57.75,15.30049991607666,17.12379985809326,17.650699882507325,19.42966653188069,23.35209992408753,Consumer Cyclical ,,,,55840.2,-572.8,-1.07,2022-09-23,2022-09-12,83.02559022924218,89.26258615197928,2022-09-19,2022-09-27
ROKU,58.88999938964844,57.77999877929688,350.6000061035156,66.89225006103516,74.5625,81.98244979858399,93.46309977213542,116.01597507476806,Communication Services ,,,,18.5,-291.8,-2.73,2022-09-22,2022-09-09,82.80827662869166,86.59676915885139,2022-09-19,2022-09-27
TDOC,26.6299991607666,26.1200008392334,156.82000732421875,30.23049983978272,34.61719997406006,34.46810001373291,43.99326649983724,53.32469989776612,Healthcare ,,,21.26,17.7,49.0,-1.44,2022-09-21,2022-09-09,80.18911917924561,88.2412939356141,2022-09-19,2022-09-27
WK,64.7300033569336,59.43000030517578,173.24000549316406,66.9760009765625,68.33500038146973,68.48800003051758,80.81233342488606,90.68434997558592,Technology ,,,110.13,24.5,26.1,-0.05,2022-09-16,2022-09-12,98.14393578400312,97.40450111494596,2022-09-19,2022-09-27
COIN,63.04999923706055,40.83000183105469,368.8999938964844,69.64950046539306,73.47720031738281,68.12490005493164,100.16986694335938,130.5696998596191,Technology ,,,,-79.9,-180.6,-5.46,2022-09-20,2022-09-09,91.85366070241156,100.35772278445036,2022-09-26,2022-09-27
STNE,9.100000381469728,6.809999942779541,41.77000045776367,9.2489999294281,9.85640001296997,9.378000020980837,9.859066683451337,11.172750029563904,Technology ,,,4.47,275.6,-251.3,2.73,2022-09-27,2022-09-15,90.95214933542236,98.23604190291547,2022-09-26,2022-09-27
CVLT,51.79999923706055,50.2599983215332,79.04000091552734,52.20000038146973,55.63300010681152,58.55929996490479,60.33893323262532,62.080399894714354,Technology ,103.6,10.36,14.47,8.0,207.3,3.05,2022-08-24,2022-09-19,91.07770672466609,92.53283366384164,2022-07-11,2022-09-27
S,25.76000022888184,18.63999938964844,78.52999877929688,26.642000102996825,26.60240009307861,25.27260004043579,29.087533378601076,33.13775010108948,Technology ,,,,123.8,-118.6,-0.48,2022-09-16,2022-09-12,102.9131255860292,102.00865851408427,2022-09-19,2022-09-27
PLTR,7.630000114440918,6.440000057220459,29.290000915527344,7.620000052452087,8.804000024795533,8.769600014686585,9.905666678746542,11.321449987888336,Technology ,,,60.25,25.9,58.6,0.19,2022-08-09,2022-09-12,78.3230378152501,88.26076095081501,2022-08-15,2022-09-26
NXGN,17.020000457763672,13.640000343322754,21.8700008392334,16.928000068664552,17.2907999420166,17.64369997024536,18.5035999806722,18.43585000038147,Healthcare ,,,25.0,4.9,-83.2,1.02,2022-08-31,2022-09-21,97.15981598485811,97.59558107911332,2022-08-29,2022-09-26
CRNC,16.600000381469727,15.920000076293944,114.8499984741211,18.25799989700317,22.17079990386963,24.988599967956542,27.793266677856444,37.12679988861084,Technology ,,,85.95,-8.1,332.3,0.83,2022-09-21,2022-09-27,73.0286014826409,81.07521638791081,2022-08-15,2022-09-26
RAMP,18.850000381469727,18.1299991607666,58.7400016784668,19.594500160217287,22.4886001586914,24.523300075531004,28.765733350118,32.828449907302854,Technology ,,,23.44,19.5,63.6,0.71,2022-08-05,2022-09-08,79.73852540208618,85.3564232881991,2022-09-19,2022-09-26
TXG,29.309999465942383,28.209999084472656,187.8500061035156,31.99099998474121,36.82599990844727,41.2221000289917,49.76093348185221,65.67475006103516,Healthcare ,,,,-1.0,90.2,-1.14,2022-09-21,2022-09-12,81.50633407125342,83.83131813585935,2022-09-19,2022-09-26
MTTR,3.890000104904175,3.509999990463257,37.59999847412109,4.221999990940094,4.542800011634827,4.54345000743866,5.413566665649414,7.669174988269805,Technology ,,,,-3.4,-692.1,-0.38,2022-08-19,2022-07-05,91.94623294862411,95.28608404426122,2022-09-19,2022-09-26
TCOM,27.65999984741211,14.289999961853027,33.27000045776367,25.775,26.200600090026857,24.5557000541687,24.10466672261556,24.48065005302429,Consumer Cyclical ,,,,-31.9,83.9,8.19,2022-09-21,2022-09-26,100.03728193735957,102.46962859620407,2022-08-29,2022-09-26
