Ticker,Price,52-Week-Low,52-Week-High,20-MA,50-MA,100-MA,150-MA,200-MA,Sector,P/E,PEG,P/FCF,Sales Q/Q %,EPS this Y %,EPS next Y %,Death MACD,Golden MACD,MTUM-MA-25,MTUM-EMA-25,Weekly Death MACD,Weekly Golden MACD
LNT,63.11000061035156,54.20000076293945,65.37000274658203,62.721999931335446,60.38019996643065,60.10899990081787,60.12866661071777,59.89135000228882,Utilities | Utilities - Regulated Electric | USA,22.78,3.62,,15.4,6.5,2.92,2022-08-24,2022-07-25,107.13563524393284,104.02348773800585,2022-05-02,2022-08-01
DISH,17.68000030517578,16.200000762939453,46.31000137329102,18.159999942779546,18.149799919128423,20.70349988937378,24.13239991505941,26.287749967575074,Communication Services | Entertainment | USA,5.46,,8.52,-6.2,25.6,1.3,2022-08-19,2022-08-03,101.85922523037121,96.49798331104813,2022-05-02,2022-08-01
AMD,79.61000061035156,71.5999984741211,164.4600067138672,92.0745002746582,88.61619964599609,90.74989990234377,98.31366663614911,108.24074993133543,Technology | Semiconductors | USA,33.48,1.25,39.6,70.1,24.7,4.89,2022-08-17,2022-07-13,113.53339969329409,103.55732891632239,2022-09-07,2022-07-25
DDOG,95.62000274658205,81.12000274658203,199.6750030517578,106.36650009155274,103.0883999633789,103.98284980773926,118.7376333618164,129.14832511901855,Technology | Software - Application | USA,5312.22,106.46,79.31,73.9,17.9,1.1,2022-08-19,2022-07-29,109.15601351156056,103.85253760590678,2021-11-29,2022-07-25
DXC,26.65999984741211,23.989999771118164,39.650001525878906,25.819500064849855,28.160200080871586,29.615900173187256,30.79366681416829,30.97560011863709,Technology | Information Technology Services | USA,12.09,0.74,4.06,-10.5,562.8,4.63,2022-08-04,2022-09-01,86.24221327942789,90.2296839372282,2022-08-01,2022-07-25
KRNT,28.440000534057607,20.399999618530273,181.3800048828125,31.7375,29.138199996948238,39.335400085449216,54.983466695149744,75.08247486114502,Industrials | Specialty Industrial Machinery | Israel,,,,-28.9,382.5,0.4,2022-08-23,2022-07-18,118.48733837883772,100.41373285769079,2021-11-29,2022-07-25
AMAT,91.94000244140624,82.66999816894531,167.05999755859375,100.82799949645997,99.00060028076172,103.84790000915527,112.8412666829427,122.00214973449707,Technology | Semiconductor Equipment & Materials | USA,12.3,0.99,19.63,5.2,63.4,8.04,2022-08-17,2022-07-08,107.4814481864461,100.33974225041037,2022-01-17,2022-07-25
LPLA,223.7899932861328,139.83999633789062,234.94000244140625,224.77665252685543,206.30158721923831,197.717862701416,191.4363159179688,184.60730979919438,Financial | Capital Markets | USA,36.12,1.73,121.98,7.4,-3.9,16.73,2022-08-22,2022-07-19,119.43043575886874,111.77618976353064,2022-06-06,2022-07-25
ACN,286.760009765625,261.76998901367193,417.3699951171875,304.7845031738281,294.6372021484375,294.9198010253906,305.84153422037764,322.2699388122559,Technology | Information Technology Services | Ireland,27.82,2.19,36.8,21.8,16.0,12.04,2022-08-22,2022-07-19,108.1570645263859,103.16242272801232,2022-01-10,2022-07-25
AJG,186.5800018310547,142.16000366210938,192.0,186.3244255065918,175.97263397216796,169.44917572021484,166.9390684000651,165.67484512329102,Financial | Insurance Brokers | USA,37.62,3.76,32.38,5.7,4.2,8.68,2022-08-23,2022-07-20,110.51254398880884,107.39344745989784,2022-05-09,2022-07-25
ACLS,62.54999923706055,45.13999938964844,83.73999786376953,70.52950077056884,65.04980026245117,61.147500343322754,63.54760027567546,64.12870021820068,Technology | Semiconductor Equipment & Materials | USA,14.22,0.71,16.73,50.2,96.6,5.02,2022-08-16,2022-08-12,123.87176241714116,112.76243636684386,2022-04-04,2022-07-25
ADI,150.6999969482422,138.5,191.9499969482422,163.04083251953125,160.5417437744141,158.47635635375974,158.33168711344402,161.4888749694824,Technology | Semiconductors | USA,41.73,2.51,35.47,76.8,5.6,9.57,2022-08-17,2022-07-07,106.80797313765403,102.55088184325597,2022-09-05,2022-07-18
BILL,156.3800048828125,89.87000274658203,348.4949951171875,159.97300033569337,141.3242007446289,138.1903002166748,165.16833348592124,181.23125019073487,Technology | Software - Application | USA,,,,155.7,-169.1,0.62,2022-08-30,2022-05-20,124.81081179586609,114.86419387941777,2022-04-11,2022-07-18
DIOD,68.66999816894531,58.52000045776367,113.9800033569336,76.47849922180175,73.8565998840332,73.33580009460451,77.72280003865559,83.84999992370605,Technology | Semiconductors | USA,11.01,0.73,19.58,13.8,165.6,7.2,2022-08-16,2022-08-15,111.8277516514152,104.4186547545104,2021-12-13,2022-07-18
DIS,112.69000244140624,90.2300033569336,187.5800018310547,116.49099998474121,106.80339981079102,107.34339988708496,118.53493321736654,126.35014987945557,Communication Services | Entertainment | USA,64.5,1.72,170.97,26.3,170.7,5.42,2022-08-23,2022-06-27,116.5964370012694,108.01500998039536,2022-03-07,2022-07-18
DXCM,88.37000274658203,66.89250183105469,164.8625030517578,86.10950012207032,83.56739974975586,84.67059982299804,93.58381647745769,102.28895000457764,Healthcare | Diagnostics & Research | USA,186.43,5.94,163.11,17.0,-69.5,1.1,2022-08-17,2022-05-31,108.1446708417023,104.17300202310018,2022-05-02,2022-07-18
EA,125.5500030517578,109.23999786376952,147.75999450683594,128.94173316955568,127.82734268188477,127.9349446105957,127.80213129679363,128.24615283966065,Communication Services | Electronic Gaming & Multimedia | USA,39.79,4.12,22.74,13.9,-3.8,8.0,2022-08-19,2022-08-16,102.74106396253973,100.62763722717459,2022-09-05,2022-07-18
EBAY,44.65999984741211,40.52000045776367,81.19000244140625,46.12347240447998,45.55436866760254,46.55653442382813,49.516288706461594,53.20349624633789,Consumer Cyclical | Internet Retail | USA,,,54.13,-9.2,-89.0,4.41,2022-08-17,2022-06-24,104.59239024267934,100.49591989555599,2022-04-25,2022-07-18
KTOS,12.039999961853027,11.729999542236328,25.1200008392334,13.968000030517578,14.010200042724607,14.408700037002564,15.909666659037272,16.650549983978273,Industrials | Aerospace & Defense | USA,,,,9.3,-99.9,0.5,2022-08-19,2022-07-20,102.72268298272695,98.48060091498408,2022-09-07,2022-07-18
LAW,13.130000114440918,12.779999732971193,69.41000366210939,15.434499931335447,20.37479995727539,22.607899913787843,26.26446659088135,28.36839992523193,Technology | Software - Application | USA,,,,14.2,-2.9,-0.99,2022-08-12,2022-09-07,80.74053144144467,84.17121040616469,2022-08-15,2022-07-18
LOGI,48.56999969482422,47.52000045776367,106.25,53.41199970245361,54.173399810791025,57.20579978942871,63.100599975585936,67.76934993743896,Technology | Computer Hardware | Switzerland,14.72,1.64,28.7,-11.6,-31.4,4.28,2022-08-18,2022-06-24,100.69014274527918,96.79484914601173,2022-04-18,2022-07-18
AAPL,155.9600067138672,129.03999328613278,182.94000244140625,165.70100173950198,157.27575897216798,152.8007992553711,157.7043940226237,160.6891470336914,Technology | Consumer Electronics | USA,25.77,2.72,27.38,1.9,71.4,6.46,2022-08-22,2022-06-23,111.4455637157922,106.6247120967156,2022-01-17,2022-07-18
