Ticker,Price,52-Week-Low,52-Week-High,20-MA,50-MA,100-MA,150-MA,200-MA,Sector,P/E,PEG,P/FCF,Sales Q/Q %,EPS this Y %,EPS next Y %,Death MACD,Golden MACD,MTUM-MA-25,MTUM-EMA-25,Weekly Death MACD,Weekly Golden MACD
LAW,10.210000038146973,9.270999908447266,58.52000045776367,11.83500008583069,16.584600028991698,19.246900005340574,23.417266629536947,26.00944990158081,Technology ,,,,14.2,-2.9,-1.01,2022-08-12,2022-09-07,61.7532538484797,75.19746881584378,2022-08-08,2022-10-03
CRNC,15.93000030517578,15.729999542236328,114.8499984741211,17.527999877929684,21.29059993743897,24.50759998321533,27.26993334452311,35.93414989471435,Technology ,,,84.53,-8.1,332.3,0.83,2022-09-21,2022-09-27,74.06082742556502,80.97967882146253,2022-09-12,2022-10-03
AZRE,6.139999866485596,3.259999990463257,25.301000595092773,5.6385000348091125,8.444599981307983,10.64539999485016,12.649866673151651,13.462449991703034,Utilities ,,,,27.2,-66.3,0.96,2022-08-19,2022-09-14,46.572302143918,65.5259457805014,2022-08-15,2022-10-03
PRFT,67.36000061035156,59.790000915527344,153.27999877929688,67.1465000152588,80.12119979858399,87.4517000579834,93.37999989827472,97.4213000869751,Technology ,32.05,1.89,30.53,21.0,61.9,4.93,2022-08-05,2022-09-28,76.06481794552008,83.72284628869274,2022-08-01,2022-10-03
DK,28.6200008392334,14.06999969482422,35.22999954223633,27.318000030517577,27.20167682647705,27.19293119430542,25.365068868001305,23.155988626480102,Energy ,5.94,59.44,3.18,173.0,67.6,2.99,2022-08-31,2022-10-03,102.47868563521055,102.52408758250796,2022-09-12,2022-10-03
PLTK,9.949999809265137,9.300000190734863,30.0,10.3010000705719,11.088800048828125,12.289700021743776,14.184666671752929,15.052400012016296,Communication Services ,13.54,43.25,7.75,0.1,215.1,0.79,2022-09-26,2022-09-09,87.6708714036455,88.92034684131714,2022-09-26,2022-10-03
DOMO,18.0,16.40999984741211,95.5,19.252499771118163,24.74999988555908,27.49279987335205,33.54199984232584,36.68614984512329,Technology ,,,,20.2,-10.4,-0.83,2022-09-22,2022-09-27,64.50876158137504,76.71594256176876,2022-08-22,2022-10-03
DXC,26.049999237060547,22.64999961853028,39.650001525878906,26.14249992370605,26.8146000289917,28.932900161743163,29.60520014444987,30.552350101470942,Technology ,11.81,0.72,4.11,-10.5,562.8,4.6,2022-09-23,2022-09-01,95.0842358419089,95.03755141879556,2022-09-19,2022-10-03
TWOU,6.380000114440918,5.659999847412109,35.72999954223633,6.959500026702881,7.879399995803833,8.940800013542175,9.752233324050904,11.297300026416778,Consumer Defensive ,,,2539.24,1.8,19.0,0.38,2022-09-21,2022-09-30,80.17376624243865,84.37344593263589,2022-09-19,2022-10-03
AUDC,21.979999542236328,19.6200008392334,37.34999847412109,22.00600004196167,22.36720951080322,22.23624443054199,23.18914679209391,25.00746657371521,Technology ,23.51,2.61,68.18,12.9,20.5,1.67,2022-09-15,2022-10-03,96.81896291280204,97.9677896434807,2022-09-19,2022-10-03
EXAS,33.29999923706055,31.6200008392334,106.2699966430664,36.6314995765686,39.71399990081787,42.7953000831604,50.3247333653768,56.86119990348816,Healthcare ,,,,20.0,36.2,-3.34,2022-09-22,2022-09-07,85.23945966842972,89.10578632052673,2022-09-19,2022-10-03
U,33.939998626708984,29.09000015258789,210.0,35.956000328063965,41.742000045776365,40.36509994506836,55.35986679077149,70.89820003509521,Technology ,,,1155.58,8.6,-82.9,-0.03,2022-08-22,2022-07-27,83.14416951336501,90.3071921215235,2022-09-12,2022-10-03
CCCS,9.239999771118164,7.409999847412109,13.460000038146973,9.125500059127807,9.460200023651122,9.262700028419497,9.537600024541218,9.797750017642976,Technology ,,,,15.6,26.1,0.33,2022-09-15,2022-09-29,94.19984084081784,97.28520763931074,2022-09-12,2022-10-03
UIS,8.09000015258789,7.230000019073486,27.299999237060547,8.377000069618225,9.961400060653686,11.05440001964569,13.775733372370402,15.211300008296966,Technology ,,,10.99,-0.4,-33.7,1.84,2022-09-26,2022-10-03,76.08684332808316,82.48225376861448,2022-08-08,2022-10-03
EXPE,94.4000015258789,88.69999694824219,217.72000122070312,100.40450057983398,103.80740051269532,107.05570045471192,131.2035999552409,144.65704986572266,Consumer Cyclical ,45.02,1.97,4.91,50.7,90.5,9.37,2022-09-19,2022-09-12,94.67886768043071,95.52852307434684,2022-09-19,2022-10-03
APPS,14.81999969482422,14.09000015258789,93.9800033569336,16.51800012588501,19.350799980163572,19.62879991531372,25.74086663564046,31.86739998817444,Technology ,43.46,1.61,11.73,19.3,-39.3,1.77,2022-08-22,2022-06-22,77.9551633916393,87.82308775983691,2022-09-12,2022-10-03
NVTA,2.5199999809265137,1.830000042915344,32.29999923706055,2.971000015735626,3.122200009822845,3.045300010442734,4.399533325036367,6.357949997782708,Healthcare ,,,,17.5,59.8,-1.64,2022-09-16,2022-09-12,107.77273292003034,102.7134362869394,2022-09-19,2022-10-03
TSCO,194.1199951171875,166.49000549316406,241.5399932861328,191.50049896240236,192.48371124267575,193.3322561645508,201.96412841796877,205.86493988037108,Consumer Cyclical ,21.44,2.05,,8.4,35.0,10.44,2022-09-15,2022-10-03,98.01984136835225,97.91287670771156,2022-09-12,2022-10-03
RMBS,26.64999961853028,20.0,33.75,25.34400005340576,25.945200080871583,24.491300086975095,25.6292667388916,25.9589000415802,Technology ,,,14.76,42.6,144.7,1.7,2022-08-23,2022-09-28,95.70384456014132,100.91174196444814,2022-08-29,2022-10-03
FMC,109.11000061035156,87.41999816894531,140.99000549316406,107.26378211975096,108.71053131103515,109.78012329101564,115.75632303873698,114.2022430419922,Basic Materials ,18.25,2.08,184.55,16.9,40.4,8.45,2022-09-15,2022-10-03,97.7840694435548,98.38808735822543,2022-09-12,2022-10-03
CRGE,1.7599999904632568,1.5399999618530271,8.460000038146973,1.9105000138282773,2.490200009346008,3.462400004863739,4.144919994672139,3.9312549936771393,Technology ,,,,46.7,-137.9,-0.23,2022-09-02,2022-09-28,70.03737695018633,72.39092316206614,2022-06-27,2022-10-03
SPT,63.45000076293945,38.39099884033203,145.4199981689453,62.54100074768066,60.51280044555664,57.14650016784668,60.91226694742839,63.82735025405884,Technology ,,,283.85,37.4,13.4,-0.01,2022-09-22,2022-09-09,104.2552671215786,103.58564173349404,2022-09-19,2022-10-03
SURF,1.090000033378601,1.0,8.319999694824219,1.200250005722046,1.4819000005722045,1.664749995470047,1.9914333319664,2.5237749999761583,Healthcare ,,,,,-214.0,-1.81,2022-09-16,2022-09-29,71.37139002194371,78.64326089632874,2022-08-22,2022-10-03
BRKR,54.36000061035156,48.41999816894531,87.22000122070312,53.40750007629394,58.45945610046387,60.26967407226562,61.30227577209472,63.95995319366455,Healthcare ,30.15,1.78,91.96,3.1,77.6,2.54,2022-09-14,2022-09-29,85.92826379033121,91.0874414880651,2022-08-08,2022-10-03
