Ticker,Price,52-Week-Low,52-Week-High,20-MA,50-MA,100-MA,150-MA,200-MA,Sector,P/E,PEG,P/FCF,Sales Q/Q %,EPS this Y %,EPS next Y %,Death MACD,Golden MACD,MTUM-MA-25,MTUM-EMA-25,Weekly Death MACD,Weekly Golden MACD
LDOS,91.2699966430664,81.06999969482422,111.12000274658205,91.00549964904783,95.03872146606446,97.9591561126709,100.24621383666992,98.04397258758544,Technology ,17.76,2.69,20.78,4.3,20.7,7.08,2022-08-24,2022-10-04,92.99436732314388,94.96763836608191,2022-08-22,2022-10-11
LOGI,43.56999969482422,43.2599983215332,91.12999725341795,46.28327560424805,50.11145027160645,52.20227466583252,57.2355441792806,62.34920932769776,Technology ,13.21,1.47,27.67,-11.6,-31.4,4.14,2022-10-11,2022-09-28,86.8867244041145,91.19476221968536,2022-08-22,2022-10-11
NVAX,18.96999931335449,16.0,236.5,22.191500091552733,32.73180019378662,42.88970010757446,49.48093334197998,62.00939999580383,Healthcare ,,,,-37.6,-222.5,2.58,2022-09-22,2022-10-05,58.2446048209089,67.69692398659906,2022-08-08,2022-10-11
BLI,2.5999999046325684,2.440000057220459,26.75,3.0730000019073485,3.818399996757508,4.342249987125396,4.867033338546753,6.105875015258789,Healthcare ,,,,-0.5,-60.1,-0.81,2022-10-11,2022-10-04,73.34783497689763,80.44795558019459,2022-09-19,2022-10-11
PRGS,44.27999877929688,40.33000183105469,53.9900016784668,43.49649982452392,46.29852035522461,46.53618221282959,46.3524978129069,46.00568021774292,Technology ,22.78,11.39,13.67,21.4,-0.1,4.33,2022-08-26,2022-10-03,90.95473089260318,95.39683754350636,2022-08-29,2022-10-11
CFLT,22.88999938964844,16.482999801635742,94.97000122070312,24.52599992752075,27.27980010986328,25.155700092315676,28.08246679941813,35.915000162124635,Technology ,,,,57.9,-38.6,-0.53,2022-08-18,2022-10-03,85.35476864955086,95.90878679684783,2022-09-12,2022-10-11
SQ,53.45000076293945,52.66999816894531,270.1600036621094,59.41950016021728,69.86180015563964,70.85780002593994,84.99766670227051,94.66699991226196,Technology ,,,66.5,-5.9,-25.0,1.55,2022-09-16,2022-10-04,79.69435292457143,88.88702426746032,2022-09-19,2022-10-11
CGEN,0.6597999930381775,0.5099999904632568,7.480000019073486,0.7824899941682816,1.0943959939479828,1.4767979937791824,1.8892653278509777,2.2978989949822424,Healthcare ,,,,,-8.9,-0.51,2022-09-22,2022-10-05,60.9849627289969,67.2838032605145,2022-08-01,2022-10-11
PATH,11.779999732971191,11.614999771118164,59.56999969482422,13.298999881744384,16.162399978637694,17.57880000114441,19.01986666997274,23.402349982261654,Technology ,,,,23.9,-549.6,0.05,2022-08-17,2022-09-28,72.48889687584034,82.36129865267638,2022-08-22,2022-10-11
LAW,9.609999656677246,8.9399995803833,58.52000045776367,10.90600004196167,14.890200023651124,18.44620001792908,22.47726662317912,25.24034990787506,Technology ,,,,14.2,-2.9,-1.0,2022-08-12,2022-09-07,66.81488800299526,75.39862815460309,2022-08-08,2022-10-11
AMGN,245.44000244140625,198.63999938964844,258.45001220703125,229.85300064086917,238.67471801757813,241.31130142211916,240.29714070638025,235.88419990539552,Healthcare ,20.79,2.6,31.16,1.0,-16.5,18.7,2022-09-12,2022-09-29,94.2594667871547,96.54223623857914,2022-08-22,2022-10-11
WBA,32.61000061035156,30.38999938964844,55.0,32.923000240325926,35.69340282440186,37.74028341293335,39.90372753143311,42.0585740184784,Healthcare ,5.53,6.26,16.71,-4.2,2.0,4.55,2022-10-07,2022-10-10,88.14505312391215,91.20040315439228,2022-08-22,2022-10-11
VTRS,9.390000343322754,8.420000076293945,15.600000381469728,8.95349998474121,9.613480072021485,10.12536283493042,10.221442686716715,11.08786723136902,Healthcare ,15.0,,4.61,-10.1,5.8,3.33,2022-09-13,2022-10-04,89.85049589383057,92.91111642872757,2022-09-12,2022-10-11
DDD,8.130000114440918,7.800000190734863,34.970001220703125,8.6239999294281,10.046999912261963,10.157799949645996,11.388799959818522,13.143599996566772,Technology ,4.47,0.15,,-13.9,300.4,-0.06,2022-08-17,2022-10-03,79.51864602712521,88.76500300663824,2022-08-29,2022-10-11
GD,227.7400054931641,188.63999938964844,254.9900054931641,223.16470184326167,227.94353302001957,223.04678787231444,226.8015259806315,223.02008506774905,Industrials ,19.28,1.57,17.8,-0.3,5.0,14.09,2022-08-24,2022-10-05,96.83927142713088,99.1679378339654,2022-08-29,2022-10-11
RSKD,4.099999904632568,3.430000066757202,23.7450008392334,4.146500027179718,4.788999981880188,4.712999987602234,5.03513333161672,5.516200009584427,Technology ,,,,7.5,-300.0,-0.4,2022-08-19,2022-10-05,81.34213952758033,91.84626108742886,2022-09-12,2022-10-11
KHC,34.939998626708984,32.72999954223633,44.869998931884766,34.03149948120117,36.14622604370117,36.73606296539307,37.86076649983724,37.3613324546814,Consumer Defensive ,33.76,,34.55,-0.9,180.7,2.74,2022-08-30,2022-10-04,90.64433425929614,93.74894915787412,2022-08-29,2022-10-11
NLOK,20.920000076293945,20.1200008392334,30.920000076293945,20.90700025558472,22.480614585876467,22.953546714782718,23.9762665049235,24.72078473091125,Technology ,14.54,1.38,22.69,3.1,21.9,1.97,2022-09-13,2022-10-04,89.53735896760674,93.33340583584376,2022-08-22,2022-10-11
APP,17.770000457763672,17.34000015258789,116.08999633789062,20.919999885559083,26.271599884033204,31.34599994659424,36.14039995829264,44.783050022125245,Technology ,,,24.82,-39.0,126.6,1.03,2022-09-20,2022-10-03,73.44167174673366,79.11057657014643,2022-09-12,2022-10-11
DLTR,141.69000244140625,93.6999969482422,177.19000244140625,140.24299850463868,149.1431979370117,153.92259925842285,156.0293330383301,151.23019985198974,Consumer Defensive ,20.49,0.99,19.09,6.7,2.5,8.27,2022-08-22,2022-09-16,90.0215375373694,94.03732152217984,2022-08-01,2022-10-11
JAMF,21.56999969482422,19.68400001525879,49.27000045776367,23.144999980926517,24.24860000610352,24.94800006866455,27.15866668701172,28.943100004196168,Technology ,,,72.23,34.1,-187.5,0.27,2022-10-11,2022-09-15,91.65832803142705,94.86523178706852,2022-10-10,2022-10-11
DOMO,15.59000015258789,14.630000114440918,95.5,18.314999914169316,23.433999881744384,26.62249991416931,32.50013317743937,35.72354985713959,Technology ,,,,20.2,-10.4,-0.83,2022-09-22,2022-09-27,69.8309625811689,79.51187518770301,2022-08-22,2022-10-11
BMBL,23.209999084472656,15.40999984741211,60.5,22.959499835968018,26.954599952697755,29.206000022888183,27.98026667277018,28.121249980926518,Technology ,,,30.12,-38.2,211.2,0.34,2022-09-20,2022-09-29,79.2773193374653,87.57228036716732,2022-08-08,2022-10-11
FORG,22.520000457763672,11.937999725341797,39.77000045776367,15.746999931335449,17.84859996795654,19.07060001373291,19.289000072479247,18.747400069236758,Technology ,,,,8.4,-117.3,-0.15,2022-09-20,2022-10-03,82.24787273266541,89.15453999826491,2022-08-08,2022-10-11
AFRM,19.350000381469727,13.640000343322754,176.64999389648438,20.615500068664552,26.17620002746582,24.609400100708008,27.803333428700764,36.27220006465912,Technology ,,,,40.9,9.8,-2.28,2022-08-19,2022-10-04,71.23493054745236,89.53614197155002,2022-09-12,2022-10-11
ZUO,6.710000038146973,6.494999885559082,23.25,7.519500017166138,8.313000020980835,8.812099995613098,10.262666654586791,11.717199985980988,Technology ,,,468.29,14.2,-28.6,-0.01,2022-10-11,2022-09-30,85.8322818669044,89.8862658652658,2022-10-10,2022-10-11
ABBV,141.50999450683594,106.86000061035156,175.91000366210938,141.19500045776368,140.20980072021484,143.87091491699218,147.74519490559896,145.11651138305663,Healthcare ,20.02,,20.15,4.5,137.0,11.82,2022-10-06,2022-10-05,101.17679805573358,99.28209011503344,2022-10-03,2022-10-11
UAL,33.93000030517578,30.540000915527344,54.52000045776367,34.9960000038147,36.68680004119873,38.11659997940063,40.2528666305542,41.26290003776551,Industrials ,,,8.43,121.4,75.9,5.44,2022-09-21,2022-10-06,95.03153915691988,95.59560592369124,2022-09-19,2022-10-11
TDC,29.09000015258789,28.799999237060547,59.380001068115234,31.000500011444093,33.06420001983643,35.31709997177124,38.27006661732992,39.93574995994568,Technology ,39.47,44.2,8.62,-12.4,12.6,1.93,2022-10-11,2022-09-28,89.96219653480712,91.76934563830804,2022-08-01,2022-10-11
SPR,23.84000015258789,21.51000022888184,53.310001373291016,24.49850015640259,28.68617950439453,29.91394464492798,34.131662610371905,37.24863570213318,Industrials ,,,,25.5,38.0,1.15,2022-08-22,2022-10-04,80.3615281866109,86.62316174524867,2022-08-29,2022-10-11
MKC,75.83999633789062,71.19000244140625,107.3499984741211,75.20316314697266,82.16225143432617,83.85115859985352,88.68845372517903,90.6045719909668,Consumer Defensive ,29.53,5.79,323.69,3.0,0.8,3.03,2022-08-23,2022-10-07,86.64950686390875,91.8761414388362,2022-08-29,2022-10-11
CB,185.6999969482422,171.9600067138672,218.9900054931641,185.5510009765625,189.7056802368164,192.2924922180176,197.65128509521483,197.53640815734863,Financial ,11.2,0.78,8.17,2.9,147.3,17.57,2022-09-13,2022-10-04,97.25105552785564,97.9190967378363,2022-09-12,2022-10-11
STLD,79.11000061035156,50.540000915527344,100.37000274658205,74.39219818115234,78.55878158569335,75.39201309204101,77.57830780029298,73.57248708724975,Basic Materials ,3.52,0.13,6.64,39.1,499.7,10.41,2022-08-30,2022-10-04,93.8320285288963,99.26082951176772,2022-09-12,2022-10-11
OKTA,50.7599983215332,49.900001525878906,272.2699890136719,56.69949989318848,76.54979988098144,84.6779999923706,101.64439999898276,124.16724981307983,Technology ,,,251.69,43.2,-173.7,-0.31,2022-08-18,2022-09-27,62.075701733927,76.00387478764611,2022-08-29,2022-10-11
TDOC,24.709999084472656,23.89999961853028,156.82000732421875,27.63499984741211,31.782999916076665,33.91310001373291,41.16193318684896,49.94319992065429,Healthcare ,,,20.3,17.7,49.0,-1.44,2022-10-10,2022-10-05,81.92628351983193,86.57768667037656,2022-09-19,2022-10-11
EGHT,3.190000057220459,2.869999885559082,24.809999465942383,3.7260000467300416,4.446800022125244,5.18100001335144,6.997266677220662,8.973950006961822,Technology ,,,12.64,26.5,1.2,0.35,2022-10-07,2022-10-06,78.95108201690168,81.53125530069872,2022-10-10,2022-10-11
UPLD,7.510000228881836,7.389999866485596,34.69499969482422,8.530500102043153,9.9400000667572,11.704100031852722,13.083733371098836,14.496625015735626,Technology ,,,6.3,5.1,0.1,1.72,2022-09-01,2022-10-03,79.60464526050816,82.73162438867722,2022-08-29,2022-10-11
ROKU,51.70000076293945,50.76150131225586,350.6000061035156,61.70625,69.11310020446777,78.53234989166259,88.78716657002767,107.63372507095336,Communication Services ,,,,18.5,-190.6,-2.68,2022-10-07,2022-10-05,84.31755943211328,85.95864928587588,2022-09-19,2022-10-11
IDXX,325.7099914550781,318.5,672.9299926757812,336.5984985351562,358.6781976318359,362.94529876708987,401.22039876302085,435.2617494201661,Healthcare ,42.1,4.6,64.14,4.2,28.3,9.63,2022-09-16,2022-10-03,91.36519086302852,94.59525356401522,2022-09-12,2022-10-11
TBLA,1.7599999904632568,1.7200000286102295,10.270000457763672,1.9585000097751617,2.379000008106232,2.6187999951839447,3.3042666586240133,4.127950000166893,Communication Services ,24.44,,16.5,4.1,-185.2,0.34,2022-08-19,2022-10-06,76.82315132696688,82.08489953122968,2022-09-12,2022-10-11
NVTA,2.2300000190734863,1.830000042915344,29.14999961853028,2.69300000667572,3.1848000049591065,2.9699000084400176,4.141599994500478,5.926199988722801,Healthcare ,,,,17.5,59.8,-1.64,2022-10-07,2022-10-05,93.14714119002814,99.08570864714656,2022-10-10,2022-10-11
APPS,13.34000015258789,12.864999771118164,93.9800033569336,15.498000001907348,18.791800022125244,18.996899938583372,24.66519996007284,30.584650015830995,Technology ,39.12,3.91,11.53,19.3,-39.3,1.7,2022-10-11,2022-10-04,75.37956938910132,86.58444010855406,2022-09-12,2022-10-11
AZRE,5.099999904632568,3.259999990463257,25.301000595092773,5.736500024795532,7.681399974822998,10.232599992752077,12.16593334197998,13.067800002098084,Utilities ,,,,27.2,-66.3,0.96,2022-08-19,2022-09-14,70.6146380805416,80.28465120547388,2022-08-15,2022-10-10
CLF,15.350000381469728,12.899999618530272,34.040000915527344,14.547500133514404,16.711000061035158,17.503500032424927,20.95373337427775,20.85750005245209,Basic Materials ,2.31,0.08,2.52,25.6,-29.1,2.47,2022-08-19,2022-10-04,83.4944971489675,90.30088311972168,2022-09-12,2022-10-10
AZO,2267.510009765625,1634.3399658203125,2362.239990234375,2157.94248046875,2191.209599609375,2141.0361059570314,2105.7230712890623,2070.1745526123045,Consumer Cyclical ,19.29,1.46,16.14,5.9,32.3,142.79,2022-08-24,2022-09-28,97.73626575370712,100.10854317707891,2022-08-22,2022-10-10
