Ticker,Price,52-Week-Low,52-Week-High,20-MA,50-MA,100-MA,150-MA,200-MA,Sector,P/E,PEG,P/FCF,Sales Q/Q %,EPS this Y %,EPS next Y %,Death MACD,Golden MACD,MTUM-MA-25,MTUM-EMA-25,Weekly Death MACD,Weekly Golden MACD
PSNL,3.200000047683716,3.130000114440918,23.040000915527344,4.099999988079071,4.008800015449524,4.407650017738343,6.117299998601277,7.859575006961823,Healthcare | Biotechnology | USA,-,-,-,-16.1,-23.8,-2.57,2022-08-19,2022-08-03,107.68929171101291,99.11277134095708,2022-08-29,2022-06-06
ALNY,205.4499969482422,117.58000183105467,236.8000030517578,219.70449981689453,179.36919982910158,159.04129989624025,158.24959971110027,160.5419496536255,Healthcare | Biotechnology | USA,-,-,-,1.9,3.5,-4.31,2022-08-22,2022-08-03,146.5803911083756,131.26268196443772,2022-04-25,2022-06-06
VCYT,19.18000030517578,14.850000381469728,54.130001068115234,22.74199981689453,23.93259983062744,21.55579990386963,23.532866617838543,27.011249942779543,Healthcare | Biotechnology | USA,-,-,-,32.3,-69.7,-0.65,2022-07-22,2022-05-19,98.30360292745964,103.69919643037214,2022-08-15,2022-06-06
GH,53.11000061035156,27.64999961853028,133.82000732421875,51.09050006866456,49.185000076293946,48.00460000991821,53.69779987335205,62.99250004768371,Healthcare | Diagnostics & Research | USA,-,-,-,18.5,-53.8,-5.17,2022-08-17,2022-08-10,108.4637868438289,107.87516042650311,2022-05-02,2022-06-06
NEWR,58.93000030517578,41.65999984741211,129.6999969482422,64.60400009155273,59.744199981689455,56.92939998626709,61.84926658630371,72.93344980239868,Technology | Software - Infrastructure | USA,-,-,122.74,19.9,-22.9,0.66,2022-08-18,2022-07-20,116.92992007774048,111.48848159607704,2022-08-29,2022-06-06
CRWD,172.4499969482422,130.0,298.4800109863281,192.25825042724608,186.10330047607425,181.0791502380371,185.5197669474284,189.36107543945312,Technology | Software - Infrastructure | USA,-,-,70.96,58.5,-143.0,1.91,2022-08-19,2022-08-02,106.30070375310872,105.4546676468671,2022-08-29,2022-06-06
RAMP,19.229999542236328,19.0,58.7400016784668,21.54950008392334,24.99420009613037,26.82380002975464,31.220666618347167,35.18444987297058,Technology | Information Technology Services | USA,-,-,23.29,19.5,63.6,0.77,2022-08-05,2022-08-03,82.52246734265806,87.02064572936119,2022-08-08,2022-06-06
TEAM,232.4199981689453,159.5399932861328,483.1300048828125,266.74549713134763,229.6307992553711,216.91579940795896,242.98673278808596,270.41469955444336,Technology | Software - Application | Australia,-,-,41.95,35.8,13.1,2.34,2022-08-22,2022-07-29,130.0109873886583,118.99015902916112,2022-04-11,2022-06-06
WIX,61.18000030517578,53.119998931884766,234.9900054931641,69.57799949645997,66.69559982299805,68.33659992218017,77.9119332631429,95.49534994125366,Technology | Software - Infrastructure | Israel,-,-,-,9.1,32.9,0.43,2022-08-22,2022-08-03,106.48029839339006,103.05956064277235,2022-05-30,2022-06-06
ARQQ,6.25,4.980000019073486,41.52000045776367,5.988499975204467,5.882200002670288,6.75689998626709,9.641866677602131,12.870275025367738,Technology | Software - Infrastructure | United Kingdom,-,-,-,,,0.26,2022-08-24,2022-08-31,99.14615941698604,95.95219664475948,2022-04-18,2022-06-06
ZS,145.1199951171875,125.12000274658205,376.1099853515625,167.08800201416017,161.29279998779296,165.87249969482423,190.6846001180013,217.35669990539552,Technology | Software - Infrastructure | USA,-,-,102.48,62.6,-117.0,1.04,2022-08-22,2022-08-02,105.88353416925015,102.62569593406296,2022-08-29,2022-06-06
CFLT,24.71999931335449,16.482999801635742,94.97000122070312,29.57650032043457,27.467400245666504,26.36980016708374,32.957666893005374,41.99895018577576,Technology | Software - Infrastructure | USA,-,-,-,57.9,-99.8,-0.53,2022-08-18,2022-08-02,116.9770782035558,112.26145919452048,2022-08-29,2022-05-30
TDOC,30.18000030517578,27.3799991607666,156.82000732421875,34.75400009155273,37.22520011901855,38.282199993133545,48.57213314056396,59.33795002937317,Healthcare | Health Information Services | USA,-,-,23.72,17.7,49.0,-1.49,2022-08-17,2022-08-15,90.8041987086232,94.9027426954536,2022-08-29,2022-05-30
CGEN,1.1399999856948853,1.1100000143051147,7.480000019073486,1.3310000002384186,1.6517999935150147,1.8511999940872197,2.28053333123525,2.766849995851517,Healthcare | Biotechnology | Israel,-,-,-,,-8.9,-,2022-07-15,2022-05-17,71.72946708124438,80.42993486611313,2022-08-15,2022-05-30
SPT,56.61000061035156,38.39099884033203,145.4199981689453,61.62350025177002,59.375599975585935,57.20610019683838,61.35000017801921,68.22645013809205,Technology | Software - Application | USA,-,-,259.89,37.4,13.4,-0.01,2022-08-22,2022-08-04,104.80736269833416,105.80851205697546,2022-08-29,2022-05-30
ALGN,244.509994506836,225.8600006103516,737.4500122070312,267.96500091552736,264.5026000976562,280.4113003540039,341.99053365071615,405.824149017334,Healthcare | Medical Devices | USA,31.33,0.72,49.39,-4.1,-56.8,10.45,2022-08-17,2022-06-23,106.18483604508904,99.96366980510524,2022-04-18,2022-05-30
ACIW,22.64999961853028,22.420000076293945,36.0099983215332,24.985500049591064,26.23560005187988,26.49240005493164,28.45440004984538,29.635750007629397,Technology | Software - Infrastructure | USA,17.53,1.46,16.2,12.8,75.0,1.6,2022-08-05,2022-06-24,95.00464099073632,95.67520787718202,2022-08-15,2022-05-30
RNG,42.77999877929688,40.59000015258789,315.0,46.64699993133545,50.802999877929686,61.360300064086914,85.29280008951822,111.7695500946045,Technology | Software - Application | USA,-,-,23.97,28.4,-338.2,2.48,2022-08-18,2022-08-08,87.18321672943512,86.3804219892645,2022-05-02,2022-05-30
MODN,29.0,20.950000762939453,37.38999938964844,30.18899984359741,27.418399848937987,25.96609992980957,25.858333257039387,26.516599950790404,Technology | Software - Application | USA,-,-,40.6,10.2,-108.7,0.77,2022-08-24,2022-08-03,115.32942320547662,111.48215952111816,2022-05-02,2022-05-30
ETSY,105.72000122070312,67.01000213623047,307.75,110.14450035095214,98.53340057373048,93.27060035705568,108.00433369954428,135.06625015258788,Consumer Cyclical | Internet Retail | USA,37.88,-,23.95,10.6,23.6,2.66,2022-08-19,2022-06-21,126.39230529586804,115.59700554451936,2022-04-04,2022-05-30
ESTC,81.73999786376953,50.7400016784668,189.83999633789065,83.21900062561035,79.22939971923829,74.78709983825684,78.63799987792969,88.89075000762939,Technology | Software - Application | USA,-,-,-,29.5,-48.4,0.29,2022-08-15,2022-07-27,111.64648548067912,109.01197903430996,2022-05-02,2022-05-30
PLTR,7.400000095367432,6.440000057220459,29.290000915527344,8.673999977111816,9.408199977874755,9.422899980545044,10.47886666615804,12.340649962425232,Technology | Software - Infrastructure | USA,-,-,59.39,25.9,58.6,0.19,2022-08-09,2022-07-27,95.12684408231772,96.37434270877714,2022-08-15,2022-05-30
BEAM,52.68000030517578,27.770000457763672,116.91000366210938,59.30150032043457,57.06220016479492,47.24735000610352,52.557833429972334,58.24337505340576,Healthcare | Biotechnology | USA,-,-,31.79,140433.3,-37.7,-5.41,2022-08-01,2022-06-17,114.7825056442453,117.46906568475087,2022-08-22,2022-05-30
CRM,153.69000244140625,150.8699951171875,311.75,176.64399948120118,176.56559936523436,174.74029968261718,186.1530662027995,202.8597997283936,Technology | Software - Application | USA,287.27,19.66,27.03,21.8,-66.3,5.65,2022-08-17,2022-07-20,102.92183350675604,100.46773534205434,2022-08-22,2022-05-30
URGN,7.579999923706055,4.849999904632568,19.65999984741211,8.10799994468689,8.260399961471558,7.394799981117249,7.496666663487752,8.09725001335144,Healthcare | Biotechnology | USA,-,-,-,27.7,15.9,-2.88,2022-08-17,2022-08-10,95.46114701300176,104.19427871004577,2022-08-22,2022-05-30
BGNE,166.8800048828125,118.18000030517578,426.55999755859375,181.07400207519527,178.62600158691407,163.4643006134033,176.39400049845378,202.50735050201416,Healthcare | Biotechnology | USA,-,-,-,127.7,20.6,-11.17,2022-08-17,2022-08-05,101.9821884887246,105.34891353102827,2022-08-29,2022-05-30
KIND,3.0899999141693115,,,3.2539999961853026,3.379199995994568,3.5430999875068663,4.356399985949198,5.3908999979496,Communication Services | Internet Content & Information | USA,-,-,-,48.3,65.6,-0.29,2022-08-29,2022-08-24,97.17186106507285,97.5417326435331,2022-05-02,2022-05-30
OKTA,64.62999725341797,58.119998931884766,276.29998779296875,95.35450019836426,97.26099990844726,100.31960014343262,122.9488665262858,145.93990009307862,Technology | Software - Infrastructure | USA,-,-,276.34,43.2,-173.7,-0.38,2022-08-18,2022-08-03,98.96500006857649,97.87134442120596,2022-08-29,2022-05-30
DG,242.6000061035156,183.25,262.2099914550781,248.596501159668,248.2892416381836,239.81343704223636,230.31228281656905,228.2547762298584,Consumer Defensive | Discount Stores | USA,24.17,2.12,65.04,9.0,-4.2,12.71,2022-08-19,2022-08-16,100.72909403184552,102.32783225098676,2022-08-22,2022-05-30
IS,3.839999914169312,2.200000047683716,13.140000343322754,4.226999974250793,3.679799995422364,3.462899994850159,4.18639999071757,5.080699977874756,Technology | Software - Application | Israel,62.95,2.57,44.34,35.4,13.1,0.24,2022-08-12,2022-06-21,145.11057516075283,126.08901199508628,2022-05-02,2022-05-30
GNK,14.010000228881836,13.210000038146973,27.14999961853028,15.586892700195312,16.852617568969727,19.378900966644288,19.09260566075643,17.774457025527955,Industrials | Marine Shipping | USA,2.53,-,3.06,13.9,179.4,4.04,2022-08-08,2022-07-18,90.19290978787596,88.41521674891956,2022-06-06,2022-05-23
CTLP,5.570000171661377,4.28000020980835,13.25,6.203500032424927,5.910800018310547,5.518700008392334,6.083000011444092,6.679750008583069,Technology | Information Technology Services | USA,168.79,6.75,-,17.5,78.6,-,2022-08-19,2022-07-28,111.03658855914,107.80921814523248,2022-08-22,2022-05-23
ENPH,279.07000732421875,113.4000015258789,308.8800048828125,290.22450103759763,250.8786004638672,213.49419998168943,198.8222666422526,196.3671000671387,Technology | Solar | USA,196.81,6.11,81.83,67.7,7.8,4.98,2022-08-16,2022-07-19,139.34827992411377,127.36439417792133,2022-04-18,2022-05-23
CVLT,52.540000915527344,52.0099983215332,84.22000122070312,57.12050018310547,59.25640007019043,60.374999885559085,61.8345999399821,63.05939985275269,Technology | Software - Application | USA,105.08,10.51,14.9,8.0,207.3,3.05,2022-08-24,2022-08-09,92.81219098458584,95.55035592329638,2022-07-11,2022-05-23
ACCD,10.039999961853027,4.610000133514404,49.470001220703125,11.415499925613403,10.240999937057495,8.969149971008301,11.806766599019369,14.828424916267394,Healthcare | Health Information Services | USA,-,-,-,58.4,-11.9,-2.02,2022-08-19,2022-08-03,123.16944044850756,122.12019613114424,2022-04-25,2022-05-23
DDD,9.649999618530272,8.789999961853027,34.970001220703125,11.091999912261963,10.74739995956421,10.992499961853028,12.872866655985517,14.905700006484984,Technology | Computer Hardware | USA,5.31,0.18,-,-13.9,300.4,-0.06,2022-08-17,2022-06-21,111.6865720604306,103.396110795463,2022-08-29,2022-05-23
FTCH,9.369999885559082,6.519999980926514,47.29999923706055,9.566499996185303,8.561599960327149,9.130399975776673,11.541133292516072,16.426800010204314,Consumer Cyclical | Internet Retail | United Kingdom,2.58,-,-,10.7,132.0,-0.96,2022-09-02,2022-08-26,122.81299885969676,110.5597393400074,2022-05-16,2022-05-23
VERV,36.75,10.699999809265137,78.0,35.80900011062622,28.507800102233887,21.62170007705689,23.1203333791097,26.00485006332397,Healthcare | Biotechnology | USA,-,-,-,,-351.7,-2.86,2022-08-31,2022-08-23,149.0296834405278,146.2790337909191,2022-03-14,2022-05-23
CRNT,2.140000104904175,1.5299999713897705,4.119999885559082,2.3920000076293944,2.513799991607666,2.174999997615814,2.146399997075399,2.2558999991416933,Technology | Communication Equipment | Israel,-,-,-,3.1,15.6,0.08,2022-07-18,2022-06-16,95.41979626004864,105.276630127325,2022-08-15,2022-05-23
VIVO,32.599998474121094,17.200000762939453,34.380001068115234,32.744499588012694,32.35279964447022,29.5186997795105,28.137999890645347,26.117249908447267,Healthcare | Diagnostics & Research | USA,33.23,1.95,16.35,6.8,51.7,0.86,2022-07-15,2022-06-17,101.46372289463628,105.6129391148814,2022-08-15,2022-05-23
VHC,1.940000057220459,0.9900000095367432,4.53000020980835,1.9819999992847444,1.6825999927520752,1.5128999972343444,1.6381333287556965,1.9059999978542328,Technology | Software - Infrastructure | USA,-,-,-,0.0,-115.4,-,2022-08-16,2022-08-15,146.18068804038288,127.848667383637,2022-05-02,2022-05-23
ALTR,48.65999984741211,48.19499969482422,82.95999908447266,54.357500076293945,54.22740020751953,54.04770000457764,56.88859985351562,60.25709991455078,Technology | Software - Infrastructure | USA,-,-,207.6,10.7,19.5,0.88,2022-08-10,2022-07-19,104.5400449653175,101.1811009240202,2022-08-22,2022-05-23
VEEV,169.97000122070312,152.0399932861328,336.5199890136719,213.16149978637696,211.6458004760742,195.2888998413086,200.2825996907552,214.25099967956544,Healthcare | Health Information Services | USA,63.14,4.75,34.72,16.5,20.9,4.65,2022-08-10,2022-07-27,104.45107917584592,104.74260892183916,2022-08-22,2022-05-23
GLBE,30.030000686645508,15.630000114440918,83.7699966430664,31.952000236511232,26.947000122070317,24.319899997711182,27.95839998881022,34.40419997215271,Consumer Cyclical | Internet Retail | Israel,-,-,105.03,52.4,-1300.0,-0.97,2022-08-30,2022-08-02,133.08028325909035,124.63566485999245,2022-04-18,2022-05-23
TCOM,25.290000915527344,14.289999961853027,33.27000045776367,26.413000297546382,26.21380012512207,24.019600067138672,24.37400005340576,24.652150087356567,Consumer Cyclical | Travel Services | China,-,-,-,0.0,83.9,8.04,2022-08-30,2022-08-23,101.03768594737812,105.09710930111808,2022-08-29,2022-05-23
GTLB,48.310001373291016,,,63.23600063323975,59.414400329589846,52.19530010223389,53.57946673075358,60.60475008010864,Technology | Software - Application | USA,-,-,-,75.2,-44.7,-0.76,2022-08-18,2022-08-03,113.0118502121373,113.15830582162644,2022-08-29,2022-05-23
FICO,439.7799987792969,340.4800109863281,531.030029296875,479.0854995727539,452.9189990234375,420.51920043945313,439.9901338704427,433.0430001831055,Technology | Software - Application | USA,32.2,1.84,24.89,3.2,69.7,18.69,2022-08-19,2022-06-24,111.74942920951136,108.36162640719714,2022-08-29,2022-05-23
TWLO,67.01000213623047,64.29199981689453,373.0,77.6255012512207,84.21040054321288,95.7761003112793,119.41880025227864,151.85360054016112,Communication Services | Internet Content & Information | USA,-,-,-,41.0,-63.0,0.16,2022-08-17,2022-08-12,91.44471620848034,89.27936424178257,2022-05-16,2022-05-23
TTWO,118.62999725341795,101.8499984741211,195.8300018310547,125.14200019836426,126.380400390625,125.42600051879884,136.21253356933593,143.9984504699707,Communication Services | Electronic Gaming & Multimedia | USA,78.25,2.62,210.05,35.5,-29.6,7.7,2022-08-23,2022-08-16,98.99653746016013,98.9595715877366,2022-08-29,2022-05-23
FORG,17.110000610351562,,,19.163000106811523,20.794400024414063,19.998800077438357,19.108000094095868,20.017700066566466,Technology | Software - Infrastructure | USA,-,-,-,8.4,-117.3,-0.16,2022-08-12,2022-08-03,91.27887543907404,97.18355220039106,2022-08-08,2022-05-23
FVRR,33.91999816894531,29.040000915527344,210.5500030517578,38.121000099182126,36.71740016937256,40.91300012588501,52.271066678365074,67.93415019035339,Consumer Cyclical | Internet Retail | Israel,-,-,41.02,12.9,-294.6,1.08,2022-08-19,2022-08-02,107.02384575355296,99.8077291771913,2022-05-02,2022-05-23
YEXT,4.179999828338623,4.0,14.06999969482422,4.667999958992004,4.707999992370605,5.076999998092651,5.756133337020874,6.738849997520447,Technology | Software - Infrastructure | USA,-,-,-,7.4,7.8,-0.0,2022-08-22,2022-08-03,97.75794750580482,95.2913637843944,2022-08-29,2022-05-23
SUMO,8.260000228881836,6.572999954223633,22.15999984741211,8.572500038146973,7.962600021362305,8.229499988555908,9.290933310190836,10.308499989509585,Technology | Software - Infrastructure | USA,-,-,-,26.0,31.0,-0.53,2022-09-01,2022-08-29,110.80524234080964,105.83858480966929,2022-04-18,2022-05-23
DBX,21.170000076293945,19.06999969482422,32.59000015258789,23.15900001525879,22.718999977111817,22.07129995346069,22.391866671244305,22.875349988937376,Technology | Software - Infrastructure | USA,20.09,1.2,10.9,7.9,266.0,1.73,2022-08-18,2022-07-20,104.5240370280897,102.85345290252094,2022-08-22,2022-05-23
CLBT,4.760000228881836,4.099999904632568,13.239999771118164,5.065000033378601,5.278199987411499,5.163699975013733,5.659533313115438,6.166549990177154,Technology | Software - Infrastructure | Israel,6.06,1.19,-,5.7,-37.5,0.15,2022-08-11,2022-08-05,95.41858698255446,97.51281982211648,2022-08-15,2022-05-23
IOT,12.789999961853027,,,15.6260000705719,14.55700002670288,13.12290002822876,14.612600008646648,,Technology | Software - Infrastructure | USA,-,-,-,62.6,-67.2,-0.18,2022-08-19,2022-08-03,116.47183182793438,112.10663567037508,2022-08-29,2022-05-23
ASAN,18.15999984741211,16.190000534057617,145.7899932861328,22.642999839782718,20.62119976043701,22.31259994506836,30.83259994506836,41.9892000579834,Technology | Software - Application | USA,-,-,-,57.2,-24.7,-1.08,2022-08-19,2022-07-20,121.20623224028655,106.52631203461635,2022-05-02,2022-05-23
AUDC,22.18000030517578,19.6200008392334,37.34999847412109,22.466627502441405,22.52172248840332,22.49752798080444,23.95917797088623,26.27878507614136,Technology | Communication Equipment | Israel,23.72,2.64,67.88,12.9,20.5,1.67,2022-08-29,2022-08-17,98.71810355513342,98.86632829246986,2021-11-22,2022-05-23
SAIC,91.87999725341795,78.0999984741211,97.81999969482422,93.55149955749512,93.40605010986329,89.69311683654786,88.60858271280925,87.45928859710693,Technology | Information Technology Services | USA,20.1,3.94,13.74,-0.3,33.9,7.5,2022-08-22,2022-08-19,100.63950549248224,101.87047468849995,2022-08-22,2022-05-23
SBUX,82.94000244140625,68.38999938964844,120.76000213623048,86.03168525695801,82.7057145690918,78.86940811157227,82.15513397216797,88.3916376876831,Consumer Cyclical | Restaurants | USA,23.32,3.25,121.47,8.7,351.0,3.33,2022-08-19,2022-06-24,107.68109061014772,105.33661125521644,2022-08-29,2022-05-23
BFLY,5.809999942779541,2.309999942779541,13.5600004196167,6.4049999713897705,4.984599995613098,4.161300003528595,4.458400001525879,5.060750010013581,Healthcare | Medical Devices | USA,-,-,-,16.4,92.8,-0.93,2022-08-19,2022-07-06,168.599387033489,142.52983130564928,2022-05-02,2022-05-23
SCWX,10.1899995803833,9.260000228881836,26.88999938964844,10.225499963760376,10.414400024414062,10.778800029754638,11.799133364359538,12.900200023651124,Technology | Software - Infrastructure | USA,-,-,-,-13.4,-78.3,-0.66,2022-08-11,2022-08-12,96.15238030320272,96.8829835840085,2022-04-25,2022-05-23
SDGR,26.770000457763672,20.709999084472656,66.48999786376953,29.182000160217285,30.33890003204346,28.077350044250487,29.052699991861974,30.434425039291384,Healthcare | Health Information Services | USA,-,-,-,29.2,-248.9,-1.61,2022-08-08,2022-08-04,97.77702371226388,101.3967857820288,2022-08-15,2022-05-23
PAYC,344.4599914550781,255.82000732421875,558.969970703125,371.634001159668,338.08760009765626,313.7620004272461,320.38793416341144,339.221300201416,Technology | Software - Application | USA,87.74,3.36,96.22,30.9,36.8,7.17,2022-08-22,2022-07-19,119.31699684911382,113.05686074192828,2022-08-29,2022-05-23
NCNO,32.15999984741211,23.940000534057617,79.43000030517578,33.9705002784729,33.26040023803711,33.71330009460449,37.51033342997233,41.49190008163452,Technology | Software - Application | USA,-,-,-,49.8,-10.6,0.03,2022-08-18,2022-07-29,105.20880961049176,101.41775459774694,2022-04-11,2022-05-23
SHOP,30.11000061035156,29.71999931335449,176.2917938232422,35.4060001373291,35.33500022888184,37.74558012008667,48.80184686024984,69.35020991325378,Technology | Software - Application | Canada,-,-,671.6,15.7,784.3,0.01,2022-08-17,2022-07-18,106.09347045128985,99.02265629251777,2022-04-18,2022-05-23
NFLX,226.1100006103516,162.7100067138672,700.989990234375,234.2354995727539,214.20720001220704,209.6356999206543,266.8344005330404,343.68590049743653,Communication Services | Entertainment | USA,21.16,2.26,638.58,8.6,81.3,10.74,2022-08-19,2022-05-12,120.09973994265468,110.57048805940914,2022-04-18,2022-05-23
INTU,420.05999755859375,339.3599853515625,716.8599853515625,459.64349975585935,433.6626245117188,419.1169430541992,442.7923411051432,485.6945831298828,Technology | Software - Application | USA,57.97,3.4,50.92,35.0,9.2,15.99,2022-08-19,2022-07-19,113.09205057127694,107.56952496377345,2022-08-29,2022-05-23
NOVA,23.799999237060547,12.470000267028809,46.400001525878906,26.174999904632568,23.06879997253418,20.78639996528625,20.925066610972088,22.863949990272523,Technology | Solar | USA,-,-,-,120.7,56.6,-1.18,2022-08-17,2022-07-28,131.63241419562252,119.8231225117524,2022-08-29,2022-05-23
AMSWA,16.34000015258789,15.020000457763672,33.27000045776367,18.04985055923462,17.38688367843628,17.12367974281311,18.34977986017863,19.76670386791229,Technology | Software - Application | USA,46.95,2.93,270.82,21.0,52.7,0.5,2022-08-23,2022-07-19,107.90729734535444,103.71770743820116,2022-08-29,2022-05-23
NVTA,2.759999990463257,1.830000042915344,32.93000030517578,3.814500010013581,3.017999999523163,3.567700005769729,5.403199972311656,7.776849980950356,Healthcare | Diagnostics & Research | USA,-,-,-,17.5,59.8,-1.64,2022-08-22,2022-08-04,135.71982283362723,117.10556514158316,2022-05-16,2022-05-23
SOL,5.110000133514404,3.4600000381469727,9.720000267028809,6.433999991416931,5.709400014877319,5.232100009918213,5.455733337402344,5.628800008296967,Technology | Solar | USA,85.17,5.68,-,-84.6,76.2,0.23,2022-08-17,2022-07-27,131.7594429226137,118.51984402537852,2022-08-29,2022-05-23
CCCS,9.31999969482422,7.409999847412109,13.460000038146973,9.593499994277954,9.574200019836423,9.290000014305114,9.691733350753784,10.110350000858308,Technology | Software - Infrastructure | USA,-,-,-,15.6,30.4,0.33,2022-08-08,2022-07-20,101.7778162067764,101.54322668029938,2022-08-22,2022-05-23
NICE,208.67999267578125,179.1300048828125,319.8800048828125,220.5629997253418,211.54620025634765,205.60679962158204,214.20433298746744,231.71544944763184,Technology | Software - Application | Israel,61.68,5.02,34.16,16.4,0.0,8.33,2022-08-19,2022-07-19,108.86671146047152,105.17065791989948,2022-08-29,2022-05-23
INMD,31.190000534057617,20.600000381469727,99.2699966430664,33.898499965667725,30.389000129699703,27.82840009689331,32.29760005950928,40.54709998130798,Healthcare | Medical Devices | Israel,15.53,0.47,14.3,30.0,115.2,2.39,2022-08-16,2022-06-24,132.19618660597956,118.30914114204816,2022-04-11,2022-05-23
NIO,17.729999542236328,11.670000076293944,44.27000045776367,19.7375,20.431400032043456,18.96260000228882,19.81900001525879,22.85340000152588,Consumer Cyclical | Auto Manufacturers | China,-,-,-,24.2,-41.7,-1.09,2022-09-01,2022-08-31,94.80547624775416,100.91795700474444,2022-08-15,2022-05-16
NNDM,2.619999885559082,2.1700000762939453,6.744999885559082,3.225499987602234,3.269799995422363,3.0833499908447264,3.243833327293396,3.4503749895095823,Technology | Computer Hardware | Israel,-,-,-,1186.1,28.1,-,2022-08-19,2022-08-11,99.56772850177666,100.86966151994488,2022-08-22,2022-05-16
MYPS,3.5,3.240000009536743,6.599999904632568,3.833999991416931,4.0043000221252445,4.797350006103516,4.717833331425985,4.580874991416931,Communication Services | Electronic Gaming & Multimedia | USA,-,-,13.26,-3.4,-15.6,-0.06,2022-08-24,2022-07-21,92.5985133538809,90.35311083510736,2022-06-20,2022-05-16
ECOM,14.699999809265137,11.890000343322754,29.420000076293945,15.36700005531311,14.982199993133545,14.508600025177,15.51773333231608,17.569700012207033,Technology | Software - Application | USA,11.51,1.44,15.09,3.1,139.1,1.01,2022-08-23,2022-08-04,104.13397149915336,102.97407358921797,2022-05-02,2022-05-16
LCID,15.15999984741211,13.25,57.75,17.060999822616576,18.211599826812744,18.36629988670349,20.75666654586792,26.06469993114472,Consumer Cyclical | Auto Manufacturers | USA,-,-,-,18326.5,-572.8,-1.05,2022-07-26,2022-07-06,92.60324922931754,94.04817703816155,2022-08-15,2022-05-16
AGYS,49.84000015258789,31.489999771118164,58.4900016784668,51.81749992370605,50.046200103759766,44.20760009765625,42.82940015157064,42.782350044250485,Technology | Software - Application | USA,222.5,4450.0,64.11,22.7,118.1,1.0,2022-08-22,2022-08-12,105.69952896943916,108.9464107451092,2022-08-22,2022-05-16
NRIX,16.030000686645508,7.519999980926514,37.42499923706055,16.607999897003175,16.001599979400634,13.439399976730346,14.086466649373373,17.267750005722046,Healthcare | Biotechnology | USA,-,-,-,60.6,-145.6,-3.83,2022-08-12,2022-08-04,112.8160230552378,115.62214581639078,2022-08-22,2022-05-16
MGIC,16.65999984741211,15.079999923706056,25.489999771118164,17.917935276031493,18.283525772094727,17.4966863155365,17.609442857106526,18.271815552711487,Technology | Software - Application | Israel,25.87,2.29,76.39,14.9,16.3,1.17,2022-07-27,2022-06-23,98.50449080965733,100.04967800143744,2022-08-15,2022-05-16
PRLB,38.20000076293945,37.34999847412109,79.2699966430664,42.72550029754639,45.9644002532959,45.77299999237061,48.24686673482259,48.97674997329712,Industrials | Metal Fabrication | USA,43.16,1.73,21.26,3.2,-36.2,1.86,2022-08-08,2022-07-27,92.78087513062118,94.53934450105416,2022-08-15,2022-05-16
XPEV,16.739999771118164,16.610000610351562,56.45000076293945,20.814000034332278,25.266400032043457,24.90290006637573,27.09880002339681,31.750150051116943,Consumer Cyclical | Auto Manufacturers | China,-,-,-,97.7,7.0,-4.87,2022-08-18,2022-08-12,73.55413385631405,86.45231788395532,2022-07-18,2022-05-16
LI,26.57999992370605,16.860000610351562,41.4900016784668,30.428500270843507,34.1290002822876,29.80750013351441,28.920333417256675,29.251150045394898,Consumer Cyclical | Auto Manufacturers | China,-,-,22.72,73.3,61.1,1.93,2022-07-07,2022-05-16,83.98730640565984,98.8428094646832,2022-07-25,2022-05-16
CRSP,63.7400016784668,42.51100158691406,129.5,71.60949954986572,73.75579971313476,65.5549997329712,64.2941999053955,66.65174991607665,Healthcare | Biotechnology | Switzerland,-,-,-,-100.0,188.8,-7.79,2022-07-22,2022-07-06,98.91511612492484,103.54282570898208,2022-08-15,2022-05-16
MANT,95.91000366210938,66.91000366210938,95.98999786376952,95.82299919128418,95.72179901123047,92.34236389160156,89.05140853881836,84.65614261627198,Technology | Software - Application | USA,32.21,5.99,50.51,3.2,12.7,3.77,2022-06-07,2022-05-11,100.21149617779996,101.51659465446808,2022-06-27,2022-05-16
NTLA,56.0099983215332,37.08000183105469,180.593994140625,61.32400016784668,61.82879997253418,54.96089984893799,62.90079994201661,74.4735997581482,Healthcare | Biotechnology | USA,-,-,-,112.1,-57.6,-5.97,2022-07-26,2022-06-21,102.12339429460918,106.8006199533683,2022-08-29,2022-05-16
ALLT,4.400000095367432,4.389999866485596,16.829999923706055,4.851000046730041,5.024800024032593,5.31800000667572,6.306333344777425,7.563800010681152,Technology | Communication Equipment | Israel,-,-,-,-7.1,-56.2,-0.55,2022-08-16,2022-07-05,96.96023661495124,94.28398244587687,2022-08-29,2022-05-16
SPOT,104.41999816894533,89.02999877929688,305.6000061035156,113.4889991760254,109.80079971313477,109.47859985351562,123.60419967651367,149.7046995162964,Communication Services | Internet Content & Information | Luxembourg,-,-,78.78,22.9,94.3,-0.61,2022-08-17,2022-07-15,109.57685229246448,103.50972879585302,2022-04-18,2022-05-16
SNY,40.08000183105469,39.84999847412109,58.09999847412109,42.55150051116944,47.25540000915528,49.75757461547852,49.90823964436849,49.435770225524905,Healthcare | Drug Manufacturers - General | France,15.29,1.48,-,16.0,-49.3,4.41,2022-08-01,2022-08-31,86.54387224359755,89.96048591670862,2022-06-06,2022-05-16
