Ticker,Price,52-Week-Low,52-Week-High,20-MA,50-MA,100-MA,150-MA,200-MA,Sector,P/E,PEG,P/FCF,Sales Q/Q %,EPS this Y %,EPS next Y %,Death MACD,Golden MACD,MTUM-MA-25,MTUM-EMA-25,Weekly Death MACD,Weekly Golden MACD
NIU,4.119999885559082,3.950000047683716,27.809999465942383,4.779499995708465,5.684200034141541,6.688600022792816,7.592933344841003,9.29275001168251,Consumer Cyclical ,21.46,5.21,,-12.4,32.0,0.77,2022-08-29,2022-08-25,77.24809168598877,80.38963643363529,2022-08-29,2022-10-04
CAT,179.6300048828125,160.60000610351562,237.8999938964844,175.8659996032715,184.34399993896488,189.581688079834,197.69288462320964,199.16054931640625,Industrials ,14.45,1.22,46.88,10.5,121.2,14.37,2022-08-29,2022-10-04,92.8261482096085,95.02387787070076,2022-09-12,2022-10-04
PXD,243.41000366210932,150.38999938964844,288.4599914550781,229.98899993896484,228.9471871948242,231.93285568237303,231.36819264729817,221.94929618835448,Energy ,10.07,0.46,10.27,64.1,810.3,29.02,2022-09-06,2022-10-04,100.55460186628495,99.6310537510416,2022-09-19,2022-10-04
PYCR,31.670000076293945,20.13999938964844,37.41999816894531,30.110999965667723,29.878799896240235,27.409699993133543,27.35133331298828,27.16995000839233,Technology ,,,252.03,26.1,-22.5,0.37,2022-09-20,2022-10-04,100.0156679190966,103.83884447157916,2022-09-19,2022-10-04
MKFG,2.109999895095825,1.7200000286102295,7.739999771118164,2.212999975681305,2.407199993133545,2.3353999972343447,2.7700666681925457,3.2874999964237213,Technology ,11.05,,,-40.2,136.6,-0.21,2022-09-16,2022-09-13,88.99305585635302,95.59733918162948,2022-09-19,2022-10-04
NVDA,131.6699981689453,119.45999908447266,346.4700012207031,130.6464988708496,156.23790130615234,161.9783723449707,183.6462991333008,202.72718925476076,Technology ,43.17,1.84,56.29,3.0,123.1,4.47,2022-08-19,2022-09-28,74.38847933035568,84.95307278702487,2022-08-22,2022-10-04
CDAY,60.720001220703125,43.22999954223633,130.3699951171875,58.75500011444092,60.71119987487793,56.32650005340576,58.39726684570312,64.61610015869141,Technology ,,,180.33,20.3,133.3,0.81,2022-08-19,2022-10-04,94.84037675819432,100.78340571486014,2022-09-12,2022-10-04
ETWO,6.809999942779541,5.894999980926514,13.31999969482422,6.631500005722046,6.954599990844726,7.327400002479553,7.713333342870077,8.158400011062621,Technology ,,,,141.9,-240.2,0.34,2022-09-20,2022-10-04,91.98902228926936,93.57018293267288,2022-09-19,2022-10-04
JNPR,27.6299991607666,25.729999542236328,38.13999938964844,27.267500019073488,27.96446563720703,28.442410259246827,30.273238614400228,31.075400257110594,Technology ,23.38,1.61,,8.3,-0.9,2.21,2022-09-13,2022-10-04,95.89367553604764,96.1337053826254,2022-09-12,2022-10-04
VRRM,16.479999542236328,12.699999809265137,18.1299991607666,16.048499965667723,16.254400062561036,16.04630001068115,15.795199998219807,15.808299984931946,Industrials ,31.04,1.01,12.03,45.7,993.6,1.13,2022-09-22,2022-10-04,97.05671960283873,99.02632508325912,2022-08-22,2022-10-04
PYPL,92.79000091552734,67.58000183105469,279.95001220703125,91.82150077819826,93.06500061035156,85.3104005432129,90.73373372395834,106.89600036621094,Financial ,53.54,4.14,21.36,9.1,-0.7,4.79,2022-08-19,2022-07-05,97.8986446597468,102.88965432516648,2022-09-19,2022-10-04
PATH,13.75,12.119999885559082,59.56999969482422,13.699999904632568,16.709000015258788,17.767999992370605,19.58033334732056,24.154999995231627,Technology ,,,,23.9,-549.6,0.06,2022-08-17,2022-09-28,74.25007686798497,83.02087255363463,2022-08-22,2022-10-04
CERS,3.869999885559082,3.390000104904175,8.0600004196167,3.802000021934509,4.481600041389465,4.849000027179718,4.9600666824976605,5.175550013780594,Healthcare ,,,,25.9,13.0,-0.21,2022-09-22,2022-09-28,75.60129416038023,84.15148322996274,2022-08-08,2022-10-04
QRVO,86.06999969482422,79.36000061035156,178.5,85.4735008239746,95.1470002746582,98.5470002746582,105.71993321736652,114.8060498046875,Technology ,11.65,1.16,11.6,-6.8,46.5,10.08,2022-08-18,2022-10-03,83.26604336081147,89.4645209943564,2022-08-22,2022-10-04
QSI,3.2699999809265137,2.220000028610229,9.329999923706056,2.9640000104904174,3.286199994087219,3.2900999999046325,3.64186666170756,4.123449994325638,Healthcare ,,,,,82.5,-0.88,2022-08-19,2022-10-04,84.55278792422325,93.4442514553819,2022-09-12,2022-10-04
CGEN,0.6843000054359436,0.6600000262260437,7.480000019073486,0.880214986205101,1.1950859940052032,1.5419429928064343,1.9687619952360789,2.393471494615078,Healthcare ,,,,,-8.9,-0.51,2022-09-22,2022-09-13,63.45623241355001,69.59177341320662,2022-08-01,2022-10-04
CGNT,3.940000057220459,3.910000085830689,24.239999771118164,4.832000005245209,4.866400036811829,5.348200006484985,6.651466665267944,8.100649998188018,Technology ,,,,-30.1,-203.6,-0.41,2022-09-22,2022-08-29,100.88842199672747,97.54572916388608,2022-09-26,2022-10-04
