Ticker,Price,52-Week-Low,52-Week-High,20-MA,50-MA,100-MA,150-MA,200-MA,Sector,P/E,PEG,P/FCF,Sales Q/Q %,EPS this Y %,EPS next Y %,Death MACD,Golden MACD,MTUM-MA-25,MTUM-EMA-25,Weekly Death MACD,Weekly Golden MACD
CCEP,49.70000076293945,42.33000183105469,61.2599983215332,50.93849983215332,51.56719985961914,51.55511348724365,51.035934880574544,51.95043298721315,Consumer Defensive | Beverages - Non-Alcoholic | United Kingdom,16.27,0.52,,261.1,96.8,,2022-08-22,2022-08-12,98.93654162962477,98.54832528538392,,
CCSI,48.33000183105469,,,52.82849998474122,51.98320007324219,50.199599990844725,52.72846669514975,54.074950046539314,Technology | Software - Infrastructure | USA,11.03,,,-73.1,-20.5,5.8,2022-08-17,2022-08-15,107.23432752499296,104.58136082118536,,
CDAY,63.56999969482422,43.22999954223633,130.3699951171875,63.294499588012705,58.250999908447255,56.08240009307861,60.01320012410483,68.73760013580322,Technology | Software - Application | USA,,,186.4,20.3,75.8,0.81,2022-08-19,2022-06-27,122.6325245269234,112.10676618266787,,
CDNA,19.190000534057614,17.079999923706055,81.44999694824219,20.592000102996828,22.70300003051758,24.254500026702882,28.75586672465007,32.129650020599364,Healthcare | Diagnostics & Research | USA,,,,8.6,-45.8,-0.11,2022-08-11,2022-07-20,89.63121523102613,90.793771840559,,
CDNS,174.67999267578125,132.32000732421878,194.97000122070312,180.21799926757814,173.4963995361328,161.43269973754886,158.43546651204426,161.67129997253417,Technology | Software - Application | USA,62.45,3.53,44.1,17.7,18.2,4.6,2022-08-18,2022-06-24,110.3187850743705,107.39023249171012,,
CDW,175.57000732421875,152.14999389648438,208.7100067138672,178.8362274169922,172.58644348144531,169.36564193725587,171.37879659016926,176.71995346069335,Technology | Information Technology Services | USA,23.9,1.66,29.37,19.4,29.2,10.59,2022-08-26,2022-08-16,107.08830387863372,103.6826746637902,,
CDXS,7.559999942779541,6.1500000953674325,42.0099983215332,7.6369999885559094,8.498000030517579,9.747000017166137,13.014066626230875,16.793649973869325,Healthcare | Biotechnology | USA,,,,50.6,18.5,-0.98,2022-08-26,2022-09-09,88.18071783911293,88.76624005935291,,
CE,115.29000091552734,104.73999786376952,176.5,113.61800079345706,113.21263946533205,128.12345359802245,133.13158442179363,139.89768222808837,Basic Materials | Chemicals | USA,6.37,,10.57,13.1,1.2,15.93,2022-08-31,2022-09-09,100.086346959969,95.47085093134535,,
CEG,87.51000213623047,,,81.69549980163575,69.69467094421387,64.75996635437012,60.44447400410971,,Utilities | Utilities - Renewable | USA,,,,26.2,-134.7,4.58,2022-08-24,2022-07-28,137.4689186987281,123.65901293187895,,
CERS,4.150000095367432,3.8499999046325684,8.060000419616701,4.455000078678131,5.107200026512147,5.024900028705597,5.1524000120162965,5.430850013494491,Healthcare | Biotechnology | USA,,,,25.9,13.0,-0.21,2022-08-05,2022-08-04,82.84090680519581,90.3756532191144,,
CF,103.68000030517578,44.040000915527344,119.5999984741211,106.3129997253418,96.66522445678713,95.82098373413086,94.15350173950195,87.10983707427978,Basic Materials | Agricultural Inputs | USA,8.5,1.88,5.34,113.4,187.9,13.29,2022-08-31,2022-07-07,119.52980379939136,110.86139524290786,,
CFLT,27.36000061035156,16.482999801635742,94.97000122070312,28.405500221252442,27.593800239562988,25.85720014572144,31.898000221252442,40.93665019035339,Technology | Software - Infrastructure | USA,,,,57.9,-99.8,-0.53,2022-08-18,2022-08-02,112.97199337289156,109.26441483588566,,
CGEN,1.0399999618530271,0.9900000095367432,7.480000019073486,1.244999986886978,1.58199999332428,1.7858999943733216,2.218133331934611,2.6926999938488008,Healthcare | Biotechnology | Israel,,,,,-8.9,,2022-07-15,2022-05-17,68.76188969625214,78.20814110703779,,
CGNT,5.150000095367432,3.910000085830689,28.54999923706055,4.9774999856948865,4.6886000299453725,5.745900003910066,7.277266669273376,9.413899999856948,Technology | Software - Infrastructure | Israel,,,,-24.7,-203.6,0.06,2022-08-22,2022-08-29,113.86535612169287,99.45566515678028,,
CGNX,45.18000030517578,41.06999969482422,92.16999816894531,44.79926662445068,45.951963958740244,49.07647827148438,55.79913050333659,60.12193101882934,Technology | Scientific & Technical Instruments | USA,31.07,2.07,53.67,2.0,55.9,1.51,2022-08-05,2022-09-09,97.86304642540286,96.15202537654413,,
CHD,81.55999755859375,79.3499984741211,105.27999877929688,85.5,89.38499984741209,90.87640312194824,93.37591262817381,94.63293907165527,Consumer Defensive | Household & Personal Products | USA,25.92,4.85,33.59,4.2,6.4,3.25,2022-08-25,2022-08-18,92.20161084226216,95.53483038361406,,
CHKP,121.66999816894531,107.8499984741211,149.6199951171875,121.72350044250489,122.5886001586914,124.09069999694825,128.5658664449056,125.55414985656738,Technology | Software - Application | Israel,20.22,2.83,14.79,8.6,2.0,7.94,2022-08-31,2022-08-15,98.2244665208638,98.61775352309415,,
CHNG,25.54999923706055,18.96999931335449,25.68600082397461,24.83800001144409,24.209599952697754,23.78629999160767,23.051733258565267,22.42949994087219,Healthcare | Health Information Services | USA,,,22.03,1.9,49.4,1.7,2022-08-25,2022-09-08,104.4266587470481,103.3363998506111,,
CHRW,114.29000091552734,85.80000305175781,121.2300033569336,115.60457382202148,108.24444229125976,106.20260398864748,103.69580703735352,103.0851565551758,Industrials | Integrated Freight & Logistics | USA,13.74,2.29,,22.9,69.6,6.65,2022-08-26,2022-07-19,113.45168949011507,107.58189223333004,,
CHTR,405.9100036621094,391.80999755859375,825.6199951171875,432.65099945068357,452.42440185546883,462.67470184326174,500.0584010823568,531.314850616455,Communication Services | Entertainment | USA,13.04,0.45,8.54,6.2,58.9,37.58,2022-08-22,2022-08-10,94.0649193393485,94.90040762601801,,
CIEN,44.33000183105469,41.63000106811523,78.27999877929688,51.1125,49.98380012512207,50.279200096130374,54.19159993489584,58.00564996719361,Technology | Communication Equipment | USA,34.69,4.89,16.64,13.8,37.8,2.77,2022-08-23,2022-06-23,106.58935224890642,101.95488673792342,,
CISO,2.5699999332427983,,,2.915499997138977,3.302199993133545,4.193749988079071,4.478199998537701,,Technology | Software - Infrastructure | USA,,,,286.2,-975.5,,2022-08-30,2022-07-28,82.98272167074133,83.17398133281607,,
CIVI,65.54000091552734,37.61999893188477,84.76000213623047,65.22400035858155,58.3534001159668,61.76905708312988,59.360015309651686,57.23266748428345,Energy | Oil & Gas E&P | USA,6.37,0.42,6.2,638.1,-4.3,13.97,2022-09-01,2022-07-19,122.42020734137985,109.95329431060513,,
CLBT,4.570000171661377,4.099999904632568,13.239999771118164,4.902500033378602,5.24399998664856,5.122499976158141,5.626133311589558,6.0731499910354625,Technology | Software - Infrastructure | Israel,5.82,1.14,,5.7,-37.5,0.15,2022-08-11,2022-08-05,92.27412623355059,95.89059136767672,,
CLF,18.729999542236328,14.31999969482422,34.040000915527344,18.128499889373774,17.2160000038147,19.819800004959106,21.874666716257728,21.49735004901886,Basic Materials | Steel | USA,2.82,0.1,3.01,25.6,-12.3,2.77,2022-08-19,2022-07-06,114.08277046854263,102.58682374083138,,
CLGN,7.96999979019165,6.510000228881836,23.0,8.444049882888795,8.287119941711426,8.645859994888305,9.279106642405193,10.41022996902466,Healthcare | Biotechnology | Israel,,,,-85.7,102.4,-0.25,2022-08-23,2022-08-01,107.23683129946035,100.61826064831558,,
CMCSA,35.43000030517578,33.740001678466804,61.79999923706055,37.211499977111814,38.84154090881348,40.24090496063232,42.35772989908854,44.082316818237295,Communication Services | Entertainment | USA,11.56,1.14,12.17,5.1,33.5,3.86,2022-08-22,2022-08-12,93.42401913436571,94.35584228239578,,
CMS,69.84999847412111,58.5099983215332,73.76000213623047,69.2935001373291,67.69743858337402,67.79079154968262,67.16947794596354,65.87147155761718,Utilities | Utilities - Regulated Electric | USA,28.31,3.47,,23.2,4.0,3.13,2022-08-24,2022-07-25,103.68287771360363,101.9921101028292,,
CNC,91.98999786376952,59.66999816894531,98.52999877929688,93.25150108337402,91.43020111083985,86.87330047607422,86.10926701863606,84.20225013732909,Healthcare | Healthcare Plans | USA,29.26,2.35,8.9,15.8,-26.9,6.31,2022-08-17,2022-08-12,104.59003694783291,104.2916320731794,,
CNDT,4.079999923706056,3.7109999656677246,7.5,4.261000037193298,4.326600017547608,4.638900003433228,4.7060666751861575,4.850599999427796,Technology | Information Technology Services | USA,9.62,,20.63,-9.6,70.7,0.45,2022-08-19,2022-08-08,99.36471019253857,96.45858666050856,,
CNP,32.84999847412109,24.32999992370605,33.0,32.2241286277771,31.02049579620361,30.662261066436766,30.044166221618646,29.27333352088928,Utilities | Utilities - Regulated Gas | USA,24.3,,,11.6,62.5,1.5,2022-08-23,2022-06-28,106.97659852952712,104.34129053194022,,
CNXC,128.41999816894528,120.41999816894531,208.47999572753903,129.74949989318847,130.96857498168944,139.94432762145996,155.72565526326497,160.56723705291745,Technology | Information Technology Services | USA,14.82,1.08,21.66,-42.4,141.2,12.97,2022-08-23,2022-07-20,99.44520854580334,96.0088583861127,,
COIN,80.87000274658203,40.83000183105469,368.8999938964844,74.20000038146972,69.57000022888185,75.31630016326905,110.4986669667562,143.91810003280642,Technology | Software - Application | USA,,,,-79.9,-153.5,-5.18,2022-08-18,2022-09-09,130.92852165687526,112.13329881994709,,
COP,111.97000122070312,54.41999816894531,124.08000183105469,107.48949928283692,96.68933761596679,99.60675094604493,98.16791681925457,92.5606322479248,Energy | Oil & Gas E&P | USA,9.22,0.47,11.02,121.4,342.8,13.63,2022-09-06,2022-07-19,118.61226671175942,109.34740438865153,,
COST,536.5800170898439,406.510009765625,612.27001953125,538.0480041503906,526.7021081542969,508.10710571289053,519.51733988444,521.8766389465331,Consumer Defensive | Discount Stores | USA,42.26,3.08,89.7,16.2,25.0,14.49,2022-08-22,2022-08-18,104.48499113458092,103.91287737808172,,
COUP,70.19000244140625,50.540000915527344,270.7869873046875,64.33449974060059,65.39299980163574,68.54650016784667,82.3696001180013,100.30885017395019,Technology | Software - Application | USA,,,30.82,17.7,-95.5,0.57,2022-08-17,2022-09-08,104.64757976413992,99.32858677178542,,
CPB,47.93000030517578,39.7599983215332,51.93999862670898,50.17549972534179,49.36799369812012,48.23688861846924,46.661942927042645,45.63531280517578,Consumer Defensive | Packaged Foods | USA,19.16,7.62,31.07,7.4,69.7,3.06,2022-08-29,2022-07-29,102.88649666626327,102.556807384113,,
CPE,42.2599983215332,31.75,66.48000335693361,41.75199966430664,40.634199981689456,46.37179996490479,50.032866566975905,50.26969995498657,Energy | Oil & Gas E&P | USA,2.95,0.12,4.49,107.4,111.4,18.24,2022-09-06,2022-08-12,102.26049096327776,96.54867091587695,,
CPRT,116.11000061035156,102.20999908447266,161.1199951171875,123.3700008392334,121.7622006225586,116.8480004119873,118.96826705932615,124.44334999084472,Industrials | Specialty Business Services | USA,25.85,1.16,36.82,28.1,32.9,4.75,2022-08-11,2022-06-24,104.93894484865265,103.27804008831896,,
CPT,134.83999633789062,125.16999816894531,180.3699951171875,136.61849975585938,136.18860046386715,139.65669982910157,147.89625,152.41922637939453,Real Estate | REIT - Residential | USA,17.81,0.7,,-33.5,138.2,1.83,2022-08-22,2022-06-23,101.92094732709512,99.31466679728929,,
CRGE,2.190000057220459,2.1099998950958248,8.460000038146973,2.731750011444092,3.195300006866455,4.136150004863739,4.293953324953715,4.0528799915313725,Technology | Information Technology Services | USA,,,,46.7,-137.9,-0.23,2022-09-02,2022-08-08,76.99380481358055,81.36395935473665,,
CRK,18.780000686645508,5.760000228881836,22.11000061035156,18.818499946594237,15.956600036621095,16.45920000076294,14.48300000190735,12.942500023841855,Energy | Oil & Gas E&P | USA,16.9,0.85,14.69,175.3,-188.7,4.48,2022-09-01,2022-07-14,134.75429644613362,119.36880204164646,,
CRM,162.58999633789062,150.47999572753906,311.75,170.5019989013672,174.86939910888668,173.3156996154785,184.2994661458333,199.9371497344971,Technology | Software - Application | USA,303.91,20.79,28.59,21.8,-66.3,5.65,2022-08-17,2022-07-20,99.38374026969794,98.01003301817232,,
CRNC,19.32999992370605,18.040000915527344,114.8499984741211,20.38199987411499,24.05639991760254,26.553399982452394,29.924466718037923,40.581899919509894,Technology | Software - Application | USA,,,101.34,-8.1,332.3,0.83,2022-08-09,2022-09-09,81.27640941598995,84.27478077401447,,
CRNT,2.1199998855590816,1.5299999713897705,4.119999885559082,2.288499999046325,2.4963999938964845,2.176799998283386,2.142266664505005,2.2407999992370606,Technology | Communication Equipment | Israel,,,,3.1,15.6,0.08,2022-07-18,2022-06-16,89.72601321834696,101.51122038659248,,
CRSP,66.95999908447266,42.51100158691406,129.5,69.01699943542481,73.77299964904785,65.65179969787597,64.35553321838378,66.2963498878479,Healthcare | Biotechnology | Switzerland,,,,-100.0,188.8,-7.79,2022-07-22,2022-07-06,93.5181932114633,100.81911426999672,,
CRWD,190.8600006103516,130.0,298.4800109863281,189.19250030517574,186.03920043945308,178.9818002319336,185.54233367919926,187.77145042419437,Technology | Software - Infrastructure | USA,,,78.53,58.5,-143.0,1.91,2022-08-19,2022-08-02,104.5219190944455,103.87070321395521,,
CSCO,45.77000045776367,40.81999969482422,64.29000091552734,46.31150016784668,44.95879280090332,45.635084228515616,48.469990107218415,50.78851577758789,Technology | Communication Equipment | USA,16.23,2.43,25.73,0.2,-5.2,3.8,2022-08-26,2022-06-01,105.34860194336215,101.63663875713895,,
CSGP,78.41999816894531,49.0,101.0500030517578,73.12849922180176,68.54359977722169,64.1563999557495,63.90966662089029,66.8092999458313,Real Estate | Real Estate Services | USA,93.69,4.68,79.9,11.7,25.2,1.34,2022-08-18,2022-09-07,115.08775791396,110.37421789902224,,
CSGS,56.56000137329102,45.22999954223633,66.58000183105469,57.46950016021729,59.51740013122559,59.56025604248047,60.358352254231775,59.21090173721314,Technology | Software - Infrastructure | USA,40.23,,89.86,2.8,24.2,3.87,2022-09-06,2022-08-30,92.8026434496562,96.19895819082701,,
CSIQ,43.02000045776367,22.149999618530273,47.68999862670898,43.66699981689453,37.65459983825684,33.75949998855591,33.29113329569498,32.64905000686645,Technology | Solar | Canada,19.68,1.64,,61.9,-38.6,3.81,2022-08-30,2022-07-20,133.3381842306533,122.10444954924368,,
CSL,308.7300109863281,195.0399932861328,318.7099914550781,306.7013000488281,284.75204010009764,267.37899536132807,256.9321277872721,251.14351371765136,Industrials | Building Products & Equipment | USA,22.24,1.48,81.43,56.8,22.8,21.36,2022-08-22,2022-07-05,116.59953737263943,111.1069205639241,,
CSX,32.630001068115234,27.60000038146973,38.63000106811523,32.944000244140625,31.56144260406494,31.786188373565675,32.83025630950928,33.53310471534729,Industrials | Railroads | USA,18.23,1.33,27.89,27.6,39.7,1.97,2022-08-22,2022-06-28,109.9336574609566,104.28970737635498,,
CTAS,431.3500061035156,343.8599853515625,461.4400024414063,425.818000793457,410.04144287109375,395.6531121826172,394.4259360758464,399.8033389282227,Industrials | Specialty Business Services | USA,36.98,3.32,47.55,13.0,13.8,13.56,2022-08-22,2022-06-24,108.07345533956934,105.3498900564232,,
CTLP,5.079999923706055,4.280000209808351,13.25,6.038500022888184,5.904600009918213,5.5152000093460085,6.01520001411438,6.598550009727478,Technology | Information Technology Services | USA,153.94,6.16,,17.5,78.6,,2022-08-19,2022-07-28,106.86218150492992,104.79061107291832,,
CTRA,29.770000457763672,15.529999732971193,36.54999923706055,30.05100011825561,28.339349365234376,29.191057891845702,27.50844231923421,25.46096260070801,Energy | Oil & Gas E&P | USA,8.33,1.06,42.07,692.1,358.9,4.36,2022-09-02,2022-08-11,107.3599450860968,103.23491344978548,,
CTSH,65.51000213623047,61.59000015258789,93.47000122070312,65.9379674911499,66.78102577209472,70.36038959503173,76.12299746195474,78.00002099990844,Technology | Information Technology Services | USA,15.21,1.48,19.29,7.0,57.3,5.0,2022-08-22,2022-07-18,98.80835394650884,96.60626379018456,,
CTVA,62.52000045776367,40.72000122070313,64.02999877929689,61.758500289917,57.61365913391114,57.614398078918455,56.5098663075765,54.05943906784058,Basic Materials | Agricultural Inputs | USA,25.9,1.59,62.05,11.1,149.4,3.06,2022-08-29,2022-07-15,113.4171807643013,107.23774671746193,,
CTXS,103.68000030517578,78.06999969482422,115.0,102.95599899291992,101.9193994140625,100.53059959411621,100.87886627197264,98.79376739501951,Technology | Software - Application | USA,39.92,18.15,22.06,5.8,-39.1,5.83,2022-08-18,2022-09-09,101.86319369139788,101.73400427395752,,
CVE,18.43000030517578,8.130000114440918,24.90999984741211,18.591000080108646,17.97720012664795,19.22024164199829,18.13820676167806,16.868014278411867,Energy | Oil & Gas Integrated | Canada,11.85,,11.09,80.2,114.0,4.33,2022-09-06,2022-08-10,104.3561723740418,100.72984086462648,,
CVLT,53.02999877929688,50.66999816894531,84.22000122070312,55.90200004577637,58.24960006713867,59.87639987945557,61.4369332631429,62.8189998435974,Technology | Software - Application | USA,106.06,10.61,15.04,8.0,207.3,3.05,2022-08-24,2022-08-09,93.65992310371195,95.10182368222857,,
CVS,102.1500015258789,81.77999877929688,111.25,101.95650024414064,98.4866535949707,97.1969705200195,99.27067021687826,99.28372844696042,Healthcare | Healthcare Plans | USA,16.6,2.86,10.3,11.0,8.8,9.06,2022-08-22,2022-06-24,107.59484256699915,104.07799904188538,,
CVX,159.97000122070312,93.30999755859376,182.3999938964844,158.83801345825196,151.4684243774414,157.29567001342772,155.7905097452799,146.46758907318116,Energy | Oil & Gas Integrated | USA,10.69,0.79,15.77,81.0,374.5,16.85,2022-08-31,2022-07-18,108.49552978458895,102.96916859552056,,
CWAN,15.890000343322756,,,15.379000043869018,14.019800033569336,14.688000001907348,16.287400035858155,17.155199990272518,Technology | Software - Application | USA,,,98.92,-37.7,81.8,0.27,2022-08-24,2022-06-23,119.3420137523856,109.07034485182714,,
CXM,12.300000190734865,9.407999992370604,20.290000915527344,11.876500034332276,11.561799983978274,11.761899976730346,11.853733342488606,12.330000014305115,Technology | Software - Application | USA,,,,30.6,-267.6,-0.12,2022-08-17,2022-07-05,108.84557964977793,103.76631106406609,,
CYBR,153.5,100.3499984741211,201.67999267578125,147.0059989929199,139.86900039672852,139.4966007232666,145.909866994222,148.61780025482182,Technology | Software - Infrastructure | Israel,,,231.83,21.4,-309.1,0.04,2022-08-29,2022-08-03,109.1840709173064,105.08967996429001,,
CZR,48.33000183105469,35.09999847412109,119.80999755859376,46.3149995803833,44.32839965820313,48.42219989776611,58.2901333363851,65.2716501045227,Consumer Cyclical | Resorts & Casinos | USA,,,,12.7,64.9,0.63,2022-08-19,2022-09-09,112.32943248659141,102.36326968168815,,
DAR,77.97000122070312,55.709999084472656,87.58999633789062,76.12350006103516,68.94920013427735,72.38680027008057,72.7784001159668,71.0313999557495,Consumer Defensive | Packaged Foods | USA,18.63,0.43,26.76,37.7,119.4,6.67,2022-08-30,2022-08-24,121.78547347610187,109.64750142527019,,
DBX,22.75,19.06999969482422,32.59000015258789,22.717000007629395,22.73919994354248,22.036399955749516,22.320533332824702,22.81064998626709,Technology | Software - Infrastructure | USA,21.58,1.28,11.71,7.9,266.0,1.73,2022-08-18,2022-07-20,102.51049117710524,101.64755834922687,,
ED,100.8499984741211,71.5199966430664,101.56999969482422,99.43046531677246,96.35374496459958,95.04794952392578,92.79185740152997,89.82776962280273,Utilities | Utilities - Regulated Electric | USA,22.08,4.21,16.48,14.9,17.5,4.83,2022-08-23,2022-07-25,105.28517249517027,103.4026395290198,,
EDR,25.93000030517578,17.420000076293945,35.28499984741211,23.516500282287602,22.75680011749268,22.19390008926392,24.55120001475016,26.186350030899053,Communication Services | Entertainment | USA,19.47,0.8,22.31,18.1,56.2,1.51,2022-08-19,2022-09-07,107.69357637588732,104.48140092044837,,
EE,26.739999771118164,,,26.198984813690185,23.329084434509284,24.33550930023193,,,Utilities | Utilities - Regulated Electric | USA,,,,278.0,6.1,1.7,2022-08-31,2022-07-15,121.06073875659092,110.52829143859115,,
EEFT,91.66999816894531,84.79000091552734,149.9199981689453,94.14900016784668,97.20119995117187,106.70480010986329,113.68606643676758,115.29724994659423,Technology | Software - Infrastructure | USA,36.15,2.41,11.33,18.0,82.9,8.43,2022-08-23,2022-07-18,95.8763353440456,93.71377148869449,,
EGHT,4.730000019073486,4.2199997901916495,25.989999771118164,4.949000000953673,5.025399990081787,6.334300003051758,8.391666673024496,10.604199995994568,Technology | Software - Application | USA,,,17.98,26.5,1.2,0.35,2022-09-07,2022-08-30,97.04126109627556,90.66970265041313,,
EGLE,43.58000183105469,36.209999084472656,78.75,46.28650054931641,47.1958464050293,54.0376399230957,54.20796259562174,50.22956979751587,Industrials | Marine Shipping | USA,2.27,,2.23,53.0,446.6,12.68,2022-08-18,2022-07-15,98.4850945469223,92.79901287406192,,
EIX,69.09999847412111,54.97999954223633,73.31999969482422,69.5729995727539,66.39879981994629,66.36557643890382,65.72824783325196,65.2136190032959,Utilities | Utilities - Regulated Electric | USA,51.92,10.38,,20.9,1.1,4.86,2022-08-23,2022-06-29,109.3382290225321,104.67490007597321,,
ENLV,4.900000095367432,3.6500000953674316,13.949999809265135,5.246499991416932,4.9417399978637695,4.829460010528566,5.117406686147054,5.372655019760132,Healthcare | Biotechnology | Israel,,,,,9.8,,2022-08-31,2022-08-04,111.77190235862541,108.2958054220614,,
ENPH,305.70001220703125,113.4000015258789,324.8399963378906,293.10100250244136,259.92640106201173,218.21940032958983,203.333466796875,197.33730026245118,Technology | Solar | USA,215.59,6.69,89.63,67.7,7.8,4.98,2022-08-16,2022-07-19,132.5232847191556,124.3035572525189,,
ENTG,103.30999755859376,85.91999816894531,158.0,100.01599998474121,99.58253479003906,103.40837600708008,110.87251602172852,117.06307498931885,Technology | Semiconductor Equipment & Materials | USA,30.61,1.82,210.98,21.2,38.4,4.87,2022-08-09,2022-09-09,102.32547173393169,98.66114486732906,,
ENV,53.25,49.08000183105469,85.98999786376953,55.12850017547608,54.792000198364256,60.52479999542236,65.01160006205241,68.0764500617981,Technology | Software - Application | USA,,,18.39,10.5,513.7,2.36,2022-08-22,2022-06-27,103.46937271530027,97.77492869225763,,
EOG,123.36000061035156,66.05000305175781,147.99000549316406,119.70499992370605,110.65679016113282,116.6402717590332,115.64980845133465,109.44692501068116,Energy | Oil & Gas E&P | USA,12.66,1.21,21.78,78.8,864.8,16.38,2022-09-02,2022-07-19,113.21858264663722,105.52858288296768,,
EPAM,432.4400024414063,168.58999633789062,725.4000244140625,432.5280014038086,379.287801513672,343.98590087890625,334.1441343180339,396.72580169677735,Technology | Information Technology Services | USA,69.84,3.5,62.49,35.6,45.7,12.71,2022-08-23,2022-07-19,133.319118828757,120.88891012476208,,
EQT,48.349998474121094,17.850000381469727,51.72999954223633,47.63149948120118,42.767523345947275,42.20805648803711,37.65373962402344,33.527234411239625,Energy | Oil & Gas E&P | USA,,,15.82,213.4,3.6,8.3,2022-08-30,2022-08-10,121.14005816682659,112.86711088732729,,
ESLT,201.38999938964844,142.1999969482422,244.58999633789062,211.03099899291996,221.49439971923832,214.0324676513672,210.16159566243493,198.8765333557129,Industrials | Aerospace & Defense | Israel,32.46,2.98,60.82,8.5,15.3,9.25,2022-08-15,2022-08-03,95.90740563348066,98.85551751151395,,
ESMT,21.299999237060547,,,20.77249994277954,19.45820003509521,19.546799983978268,19.969866650899245,20.393300008773803,Technology | Software - Infrastructure | USA,,,137.13,42.9,-33.5,0.22,2022-08-19,2022-07-06,116.90658005183896,108.11288891463884,,
ESTC,90.04000091552734,50.7400016784668,189.83999633789062,82.98350105285644,80.06219985961914,74.55569984436035,78.4782666015625,87.09330001831054,Technology | Software - Application | USA,,,,29.5,-48.4,0.29,2022-08-15,2022-09-09,109.49796941511651,107.76917121381969,,
ESTE,14.609999656677244,7.849999904632567,22.25,15.002499914169311,13.756999969482422,14.977800025939944,14.36073335647583,13.705200009346008,Energy | Oil & Gas E&P | USA,8.54,0.24,4.19,426.9,256.8,6.47,2022-09-01,2022-07-19,117.55858421766978,106.82338990802558,,
ETR,119.94000244140624,98.5,126.81999969482422,119.21349983215332,114.90918151855469,115.16438949584959,113.45839706420898,111.57046020507812,Utilities | Utilities - Diversified | USA,19.85,3.28,17.2,20.3,-19.7,6.75,2022-08-24,2022-07-22,106.59000672138659,103.42179677015896,,
ETSY,110.41999816894531,67.01000213623047,307.75,109.02000007629394,100.8700004577637,93.00320037841794,107.04233373006186,131.4849002075195,Consumer Cyclical | Internet Retail | USA,39.56,,25.02,10.6,23.6,2.66,2022-08-19,2022-06-21,120.70193342487471,113.47158473554613,,
ETWO,7.119999885559082,6.065000057220459,13.31999969482422,7.188000011444093,7.1397999668121335,7.558100008964539,7.982266680399578,8.585100004673004,Technology | Software - Application | USA,,,,141.9,-240.2,0.33,2022-08-23,2022-07-29,103.31873103516592,98.58496801119878,,
EVBG,39.47999954223633,24.10000038146973,167.39999389648438,37.702999877929685,32.40659988403321,35.742499885559084,38.527066650390616,46.987649974823,Technology | Software - Application | USA,,,,18.9,7.5,0.81,2022-09-09,2022-07-19,131.9790780019701,115.6749716752426,,
EVOP,33.52000045776367,20.06999969482422,33.860000610351555,33.41749992370605,30.009199905395512,26.37869993209839,25.375199966430664,24.962075004577642,Technology | Software - Infrastructure | USA,523.75,31.87,11.11,12.7,86.6,1.29,2022-08-17,2022-06-24,127.35136748639191,119.58786453353676,,
EVTC,34.61999893188477,32.56999969482422,51.06000137329102,34.08150005340576,35.89855110168457,36.734428825378416,38.13526947021485,40.23526824951172,Technology | Software - Infrastructure | USA,16.91,8.17,11.4,7.7,54.7,2.65,2022-08-08,2022-09-06,91.79414749875944,94.44594785054672,,
EXAS,40.650001525878906,34.15999984741211,108.98999786376952,38.025000190734865,42.62060020446777,46.37650012969971,54.72399993896485,60.52514991760254,Healthcare | Diagnostics & Research | USA,,,,20.0,36.2,-3.34,2022-08-09,2022-09-07,86.36292384177355,89.40217529231725,,
EXC,45.84000015258789,33.880172729492195,50.709999084472656,45.32049999237061,44.739118041992185,45.47696533203125,44.92718607584636,43.364685974121095,Utilities | Utilities - Diversified | USA,17.71,1.11,,5.4,-13.4,2.42,2022-08-23,2022-09-09,101.74328951893156,100.48743307599743,,
EXFY,17.479999542236328,,,19.245499801635738,19.54599987030029,18.621999950408934,19.25946659723917,23.182649931907648,Technology | Software - Application | USA,,,186.94,-33.5,-55.4,0.5,2022-08-19,2022-07-29,104.1159774809028,101.81410539760373,,
EXLS,177.0,112.13999938964844,179.80999755859375,172.90900115966798,162.35440032958985,151.3286006164551,144.51886728922526,141.41855026245116,Technology | Information Technology Services | USA,47.41,3.65,42.36,26.1,29.4,6.4,2022-08-22,2022-07-28,114.52018236731408,110.33225004505412,,
EXPD,103.44000244140624,92.58000183105469,137.80000305175778,105.01450042724608,102.33080001831054,102.7810444641113,102.61559010823568,108.04937351226806,Industrials | Integrated Freight & Logistics | USA,11.41,,13.46,27.5,102.9,5.75,2022-08-23,2022-07-15,105.58297188460394,102.3834660154274,,
EXPE,109.16999816894531,88.69999694824219,217.72000122070312,107.12100067138672,102.65580047607422,117.66570014953614,141.86166641235354,149.87769985198975,Consumer Cyclical | Travel Services | USA,52.06,2.28,5.63,50.7,90.5,9.43,2022-08-23,2022-06-28,109.13330046029829,99.9585477494559,,
EXR,201.8500061035156,156.6999969482422,228.83999633789062,206.85400161743163,191.622399597168,185.0746493530273,188.8891845703125,192.70266288757324,Real Estate | REIT - Industrial | USA,30.37,5.06,71.65,25.5,66.8,6.48,2022-08-23,2022-06-23,116.67184647054596,109.8480191094478,,
FANG,135.02000427246094,73.26000213623047,162.24000549316406,132.32799911499023,122.5045069885254,127.7408644104004,127.86081390380859,123.2694840621948,Energy | Oil & Gas E&P | USA,6.3,0.32,5.27,64.7,141.4,24.48,2022-09-01,2022-07-19,111.98239307444621,104.61280207389338,,
