Ticker,Price,52-Week-Low,52-Week-High,20-MA,50-MA,100-MA,150-MA,200-MA,Sector,P/E,PEG,P/FCF,Sales Q/Q %,EPS this Y %,EPS next Y %,Death MACD,Golden MACD,MTUM-MA-25,MTUM-EMA-25,Weekly Death MACD,Weekly Golden MACD
RDHL,0.8885999917984009,0.6200000047683716,11.18000030517578,0.9534799933433532,0.939851998090744,1.0602959984540938,1.4669973321755727,1.7586980029940604,Healthcare | Drug Manufacturers - Specialty & Generic | Israel,,,,-11.7,-0.5,0.03,2022-08-29,2022-08-25,104.17207309430496,99.67342340997891,,
RDWR,22.920000076293945,20.51000022888184,42.18999862670898,21.869999980926515,22.267399940490726,23.68229995727539,26.550399996439616,28.50239997863769,Technology | Software - Infrastructure | Israel,173.64,9.98,16.52,7.7,-18.5,0.97,2022-08-17,2022-09-06,98.86488568250526,96.56111503322786,,
REE,1.1399999856948853,1.0499999523162842,9.100000381469727,1.21350000500679,1.2029999995231628,1.428549998998642,1.7623666667938231,2.4652250003814697,Consumer Cyclical | Recreational Vehicles | Israel,,,,,-636.1,-0.4,2022-08-29,2022-08-24,101.59458547875076,93.50235407184601,,
REGN,724.3200073242188,538.010009765625,754.6699829101562,618.233999633789,607.7838037109375,622.1900024414062,634.5191349283854,632.9585513305664,Healthcare | Biotechnology | USA,14.47,,10.38,-44.4,135.8,43.24,2022-08-22,2022-09-08,104.00931970345327,101.60478914560112,,
RGEN,233.57000732421875,137.21000671386722,327.32000732421875,230.56799926757813,211.54400024414062,183.4454002380371,182.52286692301436,195.78340003967284,Healthcare | Medical Instruments & Supplies | USA,84.29,2.41,290.8,27.4,101.5,3.55,2022-08-17,2022-07-20,126.89761154521395,118.69235112627943,,
RIOT,8.260000228881836,4.019999980926514,46.27999877929688,7.576500034332275,7.0065000534057615,7.3209500217437755,10.832366714477539,13.986000018119812,Technology | Software - Application | USA,,,,112.5,71.9,0.81,2022-08-18,2022-05-19,134.31906060017755,115.95174837071743,,
RJF,108.41999816894531,84.86000061035156,117.37000274658205,107.18199996948242,100.0106005859375,97.70288871765136,100.61745330810548,100.61760246276856,Financial | Capital Markets | USA,15.43,1.81,2.69,10.6,71.0,9.36,2022-08-23,2022-06-24,114.34160562154553,108.12552626550604,,
RMBS,25.540000915527344,20.0,33.75,26.579500102996825,24.82400009155273,24.519800109863287,25.755133412679037,26.147250051498407,Technology | Semiconductors | USA,,,13.89,42.6,144.7,1.7,2022-08-23,2022-07-07,115.66842068666023,107.61273404505256,,
RNG,45.61999893188477,40.59000015258789,315.0,45.115499877929686,49.62919990539551,58.82630004882814,81.94819997151693,107.95290008544922,Technology | Software - Application | USA,,,25.56,28.4,-338.2,2.48,2022-08-18,2022-09-07,87.29237807854147,86.47815164971995,,
ROCC,38.27000045776367,19.059999465942386,53.59000015258789,38.20800018310547,35.4584924697876,36.68948081970215,35.90347702026367,34.16203103065491,Energy | Oil & Gas E&P | USA,6.85,0.23,5.19,152.2,111.5,13.44,2022-09-01,2022-07-18,113.35234014186639,106.23751201313007,,
ROKU,71.55000305175781,62.0,374.739990234375,71.98950023651123,79.61959983825683,86.02329982757568,100.35786649068196,125.48895002365113,Communication Services | Entertainment | USA,,,,18.5,-190.6,-2.7,2022-08-19,2022-09-09,86.7747390351427,88.90476760642684,,
ROP,410.1600036621094,369.510009765625,505.0,417.7699996948242,414.8475311279297,420.51643951416014,431.8449204508464,439.4657066345215,Industrials | Specialty Industrial Machinery | USA,47.54,5.2,37.91,10.2,18.1,14.72,2022-08-18,2022-06-24,103.12148282564388,100.64973148210693,,
ROST,93.51000213623048,69.23999786376953,123.36000061035156,89.44705467224121,83.49730407714844,85.23421165466307,87.55258702596029,92.0133570098877,Consumer Cyclical | Apparel Retail | USA,22.19,5.84,42.71,-4.1,-9.2,4.68,2022-08-23,2022-09-09,113.25450699538159,106.85177556349551,,
RPAY,9.470000267028807,8.899999618530273,24.53000068664551,9.780250024795533,11.788900032043458,12.230750007629394,13.365166657765707,14.417574992179869,Technology | Software - Infrastructure | USA,,,15.75,39.3,70.3,0.95,2022-08-09,2022-09-06,77.1008415346148,85.55975492629959,,
RPD,57.77000045776367,52.04999923706055,145.0,60.678999710083005,65.68140029907228,71.1687001800537,82.06520034790039,88.98455020904541,Technology | Software - Application | USA,,,120.44,32.5,-36.7,0.48,2022-08-18,2022-08-12,89.09175125414558,90.77065398666076,,
RPRX,43.63000106811523,34.860000610351555,44.75,43.15581321716309,42.999736862182615,41.81112995147705,40.90412523905436,40.43191362380981,Healthcare | Biotechnology | USA,40.66,3.52,264301.82,-3.4,13.3,3.53,2022-08-23,2022-08-11,100.50111697928995,101.57530770682548,,
RPTX,12.75,8.064999580383299,34.97999954223633,12.24749994277954,13.04099998474121,12.291199979782105,12.838399969736733,14.389549975395205,Healthcare | Biotechnology | Canada,,,,133.3,-95.3,-3.1,2022-08-30,2022-08-31,89.82481571343706,98.45641347576144,,
RSG,147.7100067138672,113.56999969482422,149.02000427246094,145.8265007019043,138.6981999206543,134.49772880554198,131.90132837931316,131.91408554077148,Industrials | Waste Management | USA,33.86,2.96,50.07,21.4,33.6,5.35,2022-08-23,2022-07-21,109.86687214192963,106.49549970474705,,
RSKD,4.929999828338623,3.759999990463257,40.47999954223633,5.2044999361038204,4.807399973869324,4.8962999963760385,5.446133337020874,6.000550000667572,Technology | Software - Application | Israel,,,,7.5,-300.0,-0.4,2022-08-19,2022-07-21,122.31878245825916,108.97817852676424,,
RUN,38.45000076293945,16.799999237060547,60.599998474121094,34.10899972915649,30.19609992980957,26.69304998397827,26.94756666819255,28.8486750125885,Technology | Solar | USA,,,,45.7,68.8,-0.42,2022-08-19,2022-09-08,132.3323551718634,121.42286003756064,,
RXRX,13.270000457763672,4.920000076293945,29.399999618530273,11.117000007629397,9.684800033569337,8.125600008964538,8.270199998219807,10.225449986457825,Healthcare | Biotechnology | USA,,,,208.0,-177.3,-1.59,2022-08-22,2022-09-08,127.89675272128149,123.63578931287064,,
S,28.04999923706055,18.63999938964844,78.52999877929688,27.297000026702882,26.073400077819823,26.163900051116944,30.41733338673909,34.65115008354187,Technology | Software - Infrastructure | USA,,,,123.8,-239.6,-0.51,2022-08-29,2022-08-25,109.27697845828098,104.69166043372263,,
SABR,6.679999828338622,5.449999809265137,12.649999618530273,7.31949999332428,6.8542000102996825,7.351550045013428,8.350900014241537,8.433800022602082,Technology | Information Technology Services | USA,,,,56.7,33.8,0.02,2022-08-22,2022-06-24,117.16236328705557,106.50888003608028,,
SAIC,94.66000366210938,78.0999984741211,97.81999969482422,93.59299964904785,93.45475341796877,89.92123657226563,88.90595591227213,87.60306545257568,Technology | Information Technology Services | USA,20.7,4.06,14.15,-0.3,33.9,7.5,2022-08-22,2022-09-09,100.09908976218223,101.38721975959363,,
SBUX,88.69000244140625,68.38999938964844,120.76000213623048,86.43750038146973,83.58907684326172,79.22146736145021,81.93585123697916,87.94768337249756,Consumer Cyclical | Restaurants | USA,24.94,3.48,129.89,8.7,351.0,3.33,2022-08-19,2022-09-08,106.28789791315569,104.91439345036993,,
SCPL,11.4399995803833,10.75,22.290000915527344,12.257499980926516,12.877000045776365,13.118300046920776,13.061266689300535,13.242074995040893,Communication Services | Electronic Gaming & Multimedia | USA,15.63,1.03,9.19,4.0,-9.9,1.13,2022-08-23,2022-08-12,91.77194620881546,94.2116065803244,,
SCWX,10.600000381469727,9.260000228881836,26.88999938964844,10.235000038146973,10.320200061798095,10.65560004234314,11.686533374786375,12.703450031280518,Technology | Software - Infrastructure | USA,,,,-13.4,-78.3,-0.66,2022-09-06,2022-08-12,97.56820820845545,97.23950111011034,,
SDGR,28.04999923706055,20.709999084472656,66.48999786376953,28.230000019073486,30.230900001525878,27.958350048065185,29.032166659037276,30.15557502746582,Healthcare | Health Information Services | USA,,,,29.2,-248.9,-1.61,2022-08-08,2022-09-09,93.07168996256912,98.89366746503723,,
SE,63.47000122070313,54.06000137329102,372.70001220703125,66.8454999923706,73.00379966735841,75.89009979248047,91.46899993896484,120.92049995422363,Communication Services | Electronic Gaming & Multimedia | Singapore,,,141.74,29.0,-13.3,-3.42,2022-08-17,2022-07-19,94.85562861720415,92.60411214298828,,
SEDG,313.0,200.8600006103516,389.7099914550781,296.9497451782226,298.69609619140624,281.80474807739256,287.35356567382814,284.40987449646,Technology | Solar | Israel,122.07,4.28,,-17.8,15.2,9.1,2022-08-08,2022-09-08,102.4705231173789,102.42903567412573,,
SEE,55.31000137329102,52.1500015258789,70.72000122070312,55.708357429504396,56.83979362487793,59.389807357788094,61.60149467468262,62.468186740875254,Consumer Cyclical | Packaging & Containers | USA,15.3,1.68,22.08,6.7,3.9,4.42,2022-08-22,2022-08-12,96.79954565430599,96.1401339399226,,
SGEN,155.47000122070312,105.43000030517578,192.7899932861328,160.96949844360353,169.9623992919922,156.18519927978517,149.9895327758789,149.16759956359863,Healthcare | Biotechnology | USA,,,,28.1,-210.1,-1.34,2022-07-08,2022-05-13,93.17536182772926,99.59790670664222,,
SGFY,29.170000076293945,10.699999809265137,29.8799991607666,26.494000053405767,21.005999984741205,17.22309998512268,16.67920000076294,15.879349999427795,Healthcare | Health Information Services | USA,,,340.83,15.7,276.1,0.62,2022-09-08,2022-08-22,155.6522569913387,141.61384005380933,,
SHLS,26.559999465942386,9.579999923706056,36.86000061035156,25.976999759674072,22.109499855041506,18.41534993171692,17.66376662572225,19.005774974823,Technology | Solar | USA,279.58,4.07,,23.1,-88.8,0.66,2022-08-22,2022-07-20,139.46886019792237,128.25127656720372,,
SHOP,34.810001373291016,29.06999969482422,176.2917938232422,33.90700025558472,35.00800029754639,36.66493015289306,47.22314020792643,66.68569984436036,Technology | Software - Application | Canada,,,776.43,15.7,784.3,0.01,2022-08-17,2022-09-09,101.51227194266735,96.44494073614729,,
SI,94.86000061035156,50.6500015258789,239.25999450683602,94.26049995422363,85.9568000793457,85.81310012817383,99.98460016886392,110.70590019226074,Financial | Banks - Regional | USA,27.45,0.81,25.06,133.2,114.5,7.85,2022-08-17,2022-06-24,133.7076153290277,117.69240072330628,,
SILC,39.65999984741211,31.29999923706055,52.75,41.311000251770025,39.1444002532959,37.20360008239746,38.113600006103525,40.23719999313353,Technology | Communication Equipment | Israel,21.5,1.43,,12.9,88.1,3.32,2022-08-19,2022-07-06,113.28809758873044,107.8998571657115,,
SIRI,6.269999980926514,5.690000057220459,6.880000114440918,6.2970000267028805,6.3799534034729,6.247910466194153,6.265986890792846,6.194612002372741,Communication Services | Broadcasting | USA,20.03,3.18,106.29,4.4,916.9,0.34,2022-08-16,2022-06-24,99.6730727455888,99.92198616520443,,
SITM,101.87000274658205,94.20999908447266,341.7699890136719,114.5310001373291,142.47719985961913,164.457699508667,179.05913335164388,199.47515064239502,Technology | Semiconductors | USA,42.71,,46.2,78.4,361.7,4.24,2022-08-05,2022-07-15,73.32377779778541,78.92372393683655,,
SJM,139.44000244140622,118.5500030517578,146.74000549316406,139.87800140380858,134.55796173095706,132.8192990112305,132.70296737670898,132.9144464111328,Consumer Defensive | Packaged Foods | USA,25.58,4.97,157.46,0.8,-25.1,9.63,2022-09-01,2022-08-01,105.26464851511957,103.93208669525184,,
SKLZ,1.350000023841858,1.149999976158142,13.979999542236328,1.510999995470047,1.4899999976158145,1.6414000010490415,2.146666665077209,3.3875999891757966,Communication Services | Electronic Gaming & Multimedia | USA,,,,-18.1,4.5,-0.52,2022-08-22,2022-07-05,110.00256920261421,98.79597622929168,,
SLB,39.650001525878906,26.440000534057607,49.83000183105469,37.77470893859864,35.7726630783081,38.643621044158934,39.27076218922932,37.61921475410461,Energy | Oil & Gas Equipment & Services | USA,21.7,0.49,37.31,20.2,117.4,2.8,2022-09-02,2022-07-19,108.5837355276532,102.20917744899693,,
SLGC,3.9800000190734863,3.4449999332427983,14.720000267028807,3.8795000195503233,4.482000007629393,5.091899995803833,6.150799992879231,7.224949986934662,Healthcare | Health Information Services | USA,,,,-28.8,-64.8,-0.58,2022-08-08,2022-09-08,80.85882026851785,84.13548561496863,,
SMAR,37.7599983215332,27.04999923706055,85.6500015258789,34.86300010681153,33.41900020599365,36.178300075531006,42.164333483378094,48.369550008773814,Technology | Software - Application | USA,,,,43.7,-42.9,-0.3,2022-08-22,2022-09-09,110.6875331030054,103.06225931269816,,
SMWB,8.119999885559082,7.0279998779296875,23.0,8.097499990463257,8.691200008392334,9.332900013923645,10.676866680781048,12.095150020122528,Communication Services | Internet Content & Information | Israel,,,,50.7,-322.1,-0.91,2022-08-17,2022-09-09,89.32101959062055,92.08932506099636,,
SNOW,188.19000244140625,110.26499938964844,405.0,172.68000030517578,160.63059936523442,153.51909980773925,181.42386693318684,215.8126001358032,Technology | Software - Application | USA,,,185.45,82.7,-20.9,0.43,2022-09-06,2022-09-09,115.16449547766086,111.06800993060313,,
SNPS,340.17999267578125,255.0200042724609,391.1700134277344,355.41800079345705,345.24160217285163,321.6788006591797,317.80986653645834,323.12669998168946,Technology | Software - Infrastructure | USA,51.64,3.19,32.98,18.0,12.8,9.99,2022-08-18,2022-07-19,109.40635439530466,106.3690357946278,,
SNY,40.79999923706055,39.4900016784668,58.099998474121094,41.28050060272217,46.2576001739502,49.217909774780274,49.64294642130534,49.269754123687754,Healthcare | Drug Manufacturers - General | France,15.57,1.51,,16.0,-49.3,4.41,2022-08-01,2022-08-31,84.84614266967536,88.8415252920153,,
SO,79.5199966430664,60.9900016784668,80.56999969482422,78.76050071716308,75.40679321289062,73.79662559509278,71.79516342163086,70.03236248016357,Utilities | Utilities - Regulated Electric | USA,28.13,4.27,,38.6,-23.5,3.8,2022-08-24,2022-06-28,107.68470790492373,105.08605024637596,,
SOL,5.5,3.4600000381469727,9.720000267028807,6.075999999046326,5.7498000144958485,5.225100011825561,5.457000004450481,5.579700007438659,Technology | Solar | USA,91.67,6.11,,-84.6,76.2,0.23,2022-08-17,2022-07-27,123.23902788790944,113.202996154447,,
SPLK,94.4499969482422,84.62999725341797,176.66000366210938,100.0439998626709,101.20600006103516,102.73480003356934,111.18119990030924,112.52644992828371,Technology | Software - Infrastructure | USA,,,69.15,31.9,-45.8,1.84,2022-08-17,2022-06-24,103.73031419157229,99.73003612160772,,
SPNS,21.06999969482422,20.0,38.31999969482422,21.73148469924927,23.23256607055664,23.33996686935425,24.296532808939613,26.37834016799927,Technology | Software - Application | Israel,22.2,2.07,18.51,3.7,31.0,1.31,2022-09-02,2022-08-25,87.33254786354797,92.882492803962,,
SPOT,110.27999877929688,89.02999877929688,305.6000061035156,110.78049926757812,110.07439971923829,108.2082999420166,121.41986643473308,146.59819953918458,Communication Services | Internet Content & Information | Luxembourg,,,83.2,22.9,94.3,-0.61,2022-08-17,2022-07-15,105.33783513981358,101.4611016453316,,
SPR,29.78000068664551,26.18000030517578,53.31000137329102,31.613500022888182,31.95640003204345,32.84135097503662,37.52751696268717,38.923175201416015,Industrials | Aerospace & Defense | USA,,,,25.5,38.0,1.16,2022-08-22,2022-08-12,98.05079963530451,97.88267398662424,,
SPSC,125.2699966430664,96.41000366210938,174.4199981689453,125.5075004577637,120.5647996520996,115.4588998413086,119.29773305257162,122.5407999420166,Technology | Software - Infrastructure | USA,97.49,6.5,60.24,15.6,-4.0,2.49,2022-08-19,2022-07-21,110.33058336569802,106.5002825553479,,
SPT,66.29000091552734,38.39099884033203,145.4199981689453,60.88850002288818,59.24720016479492,56.7285001373291,61.20106689453125,66.9327001953125,Technology | Software - Application | USA,,,304.33,37.4,13.4,-0.01,2022-08-22,2022-09-09,108.25842172968508,106.49496932805157,,
SPWR,28.1299991607666,12.779999732971193,34.610000610351555,25.32450008392334,21.413000106811523,19.316800041198725,19.28380001703898,19.756950011253355,Technology | Solar | USA,,,,60.2,-107.0,0.56,2022-08-22,2022-09-09,145.3940192675631,127.24009604948972,,
SQ,74.29000091552734,56.0099983215332,276.1400146484375,73.69100074768066,73.38760002136229,78.67690002441407,91.945199991862,108.38229995727541,Technology | Software - Infrastructure | USA,,,88.81,-5.9,-25.0,1.58,2022-08-17,2022-06-24,109.48737391332249,101.02990514727884,,
SRE,173.75999450683594,119.55999755859376,174.875,168.76449890136718,160.88720001220702,159.91000061035157,157.34226470947266,150.39004676818848,Utilities | Utilities - Diversified | USA,48.84,7.15,31.85,29.4,-38.8,9.03,2022-08-24,2022-09-08,108.65295653317861,105.21679508409424,,
SSNC,57.29999923706055,54.56999969482422,84.8499984741211,58.34846382141113,59.255656814575204,60.73646671295166,65.525220413208,68.96832880020142,Technology | Software - Application | USA,21.28,2.7,13.84,5.5,27.6,5.35,2022-08-19,2022-08-03,98.79285330789429,97.44138297135126,,
SST,10.93000030517578,6.570000171661378,37.099998474121094,10.736499977111816,9.07739999771118,9.909799966812132,11.786666641235351,11.289234981536865,Industrials | Specialty Business Services | USA,,,,29.6,93.5,-0.68,2022-09-08,2022-07-08,131.74122921394107,115.54767820014031,,
SSYS,17.110000610351562,15.859999656677244,42.83000183105469,17.867999935150145,18.594400024414067,18.80610000610352,20.623599967956547,21.50639995574951,Technology | Computer Hardware | USA,,,,13.3,87.9,0.36,2022-08-05,2022-07-15,95.5043335298184,95.575151880939,,
STLD,86.5199966430664,50.540000915527344,100.37000274658205,82.53050003051756,75.89080032348633,77.40391365051269,76.46451354980469,72.26939977645873,Basic Materials | Steel | USA,3.85,0.14,7.09,39.1,499.7,10.02,2022-08-30,2022-08-26,118.75199814323746,109.21515075505444,,
STNE,9.449999809265137,6.809999942779541,51.79999923706055,9.889000034332275,9.589000015258787,9.422800035476683,10.104666684468588,11.590200033187866,Technology | Software - Application | Cayman Islands,,,4.75,275.6,-251.3,2.79,2022-08-19,2022-07-07,115.57787948943668,106.13009218481226,,
STX,68.83000183105469,63.5,117.66999816894531,73.83199920654297,75.98519973754883,77.87700736999511,83.62175679524739,88.8605506515503,Technology | Computer Hardware | Ireland,9.39,0.93,17.77,2.6,41.6,7.66,2022-08-17,2022-07-07,98.27867525087349,96.30557557370972,,
SUMO,8.979999542236328,6.572999954223633,22.15999984741211,8.583500003814697,8.002800006866455,8.151899995803833,9.21119997660319,10.18269999027252,Technology | Software - Infrastructure | USA,,,,26.0,31.0,-0.53,2022-09-01,2022-08-29,115.46955787731987,107.70142087530769,,
SURF,1.3700000047683716,1.2300000190734863,8.380000114440918,1.552000004053116,1.7273999953269958,1.8280999910831448,2.2417999990781152,2.875049996972084,Healthcare | Biotechnology | USA,,,,1745.0,-214.0,-1.81,2022-08-19,2022-08-11,86.16954857219505,88.91388431274494,,
SWCH,34.0,23.0,34.060001373291016,33.95626792907715,33.804345245361326,33.15201860427857,31.415739644368486,30.17052894592285,Technology | Information Technology Services | USA,22.3,0.86,,18.7,-71.4,0.56,2022-06-01,2022-05-11,100.65555828633974,101.40666447276968,,
SWI,8.789999961853027,8.109999656677246,20.549999237060547,9.373000049591065,10.032000026702883,10.843100023269653,11.521666692097984,12.153800024986268,Technology | Software - Infrastructure | USA,,,9.57,-0.5,-156.1,0.95,2022-08-24,2022-08-12,89.42402169109094,90.63598786510315,,
SWKS,102.63999938964844,88.76000213623047,186.8699951171875,103.99031066894531,103.48686096191406,103.68670356750488,112.83109736124676,122.08100856781006,Technology | Semiconductors | USA,13.04,1.35,27.34,10.4,87.0,11.62,2022-08-16,2022-06-27,103.67882779356142,100.52075769419541,,
SYNA,122.2300033569336,108.51000213623048,299.3900146484375,127.26749954223631,129.71039962768558,135.88309944152832,159.82166570027667,183.81779918670654,Technology | Semiconductors | USA,19.31,1.29,11.23,45.3,204.4,13.3,2022-08-17,2022-08-15,101.66643060799262,96.81370779240736,,
TAP,52.16999816894531,42.459999084472656,60.11999893188477,53.86510581970215,55.2870597076416,54.272118186950685,53.03987581888835,51.336419315338134,Consumer Defensive | Beverages - Brewers | USA,15.52,9.03,23.46,-0.6,205.6,4.21,2022-08-25,2022-08-24,95.6225683862225,98.3897762649624,,
TARO,33.950000762939446,31.309999465942386,70.94000244140625,33.630999851226804,35.5735998916626,36.521099910736076,39.354599978129066,41.87599989891052,Healthcare | Drug Manufacturers - Specialty & Generic | Israel,14.01,,,6.5,115.3,,2022-09-02,2022-09-09,90.91625486694113,93.87239606666485,,
TASK,18.989999771118164,13.600000381469727,85.49400329589844,15.34500002861023,17.879600048065182,20.527100048065183,25.13426670074463,29.471499967575074,Technology | Information Technology Services | USA,38.83,2.88,,36.9,-274.4,1.39,2022-08-10,2022-09-01,83.52276089234118,86.8088119350829,,
TBLA,2.559999942779541,2.369999885559082,10.270000457763672,2.6300000071525576,2.7190000009536743,3.081699991226196,3.9747999922434487,4.763850004673004,Communication Services | Internet Content & Information | USA,35.56,,24.09,4.1,-185.2,0.33,2022-08-19,2022-08-08,96.68877747590113,93.65101836884928,,
TCOM,25.54999923706055,14.289999961853027,33.27000045776367,26.34000015258789,26.16440013885498,24.12060007095337,24.338933372497557,24.571100072860716,Consumer Cyclical | Travel Services | China,,,,0.0,83.9,8.04,2022-08-30,2022-08-23,100.5379763459497,103.97231342051428,,
TCS,6.599999904632568,6.190000057220459,14.25,7.133500003814698,7.065400018692016,7.27569999217987,7.656533323923748,8.425600004196166,Consumer Cyclical | Specialty Retail | USA,4.45,0.29,26.52,7.1,38.6,1.2,2022-08-22,2022-08-11,103.22416837777102,98.95629766834757,,
TDC,32.59999847412109,31.65999984741211,59.38000106811523,33.813500022888185,36.081999969482425,37.2186999130249,40.77666659037272,41.250849914550784,Technology | Information Technology Services | USA,44.23,49.53,9.41,-12.4,12.6,1.93,2022-08-05,2022-08-03,89.80013021743812,92.6956273348113,,
TDOC,33.459999084472656,27.3799991607666,156.82000732421875,33.52999992370606,36.85400016784668,36.90970003128052,47.363466504414866,57.54085000038147,Healthcare | Health Information Services | USA,,,26.3,17.7,49.0,-1.49,2022-08-17,2022-09-09,87.55848537942309,93.31576921968157,,
TDY,387.6499938964844,344.6600036621094,493.9700012207031,385.5169982910156,387.28379821777344,395.6543991088867,412.13826619466147,415.39000030517576,Technology | Scientific & Technical Instruments | USA,27.23,1.17,50.55,20.9,-5.2,19.27,2022-08-22,2022-08-12,100.06863607987087,99.02968520667307,,
TEAM,258.92999267578125,159.5399932861328,483.1300048828125,258.9524978637695,233.06779876708984,215.827999420166,240.95626607259118,266.6674496459961,Technology | Software - Application | Australia,,,46.73,35.8,13.1,2.34,2022-08-22,2022-07-29,129.72719853945824,117.62017926506522,,
TECH,346.7799987792969,318.07000732421875,543.8499755859375,347.65099945068357,358.6497760009765,361.05574584960937,380.6783416748047,396.06323532104494,Healthcare | Biotechnology | USA,52.38,4.78,59.58,11.3,91.2,10.13,2022-08-09,2022-09-09,97.10350155958835,97.4064361580834,,
TENB,41.68000030517578,36.2400016784668,63.61000061035156,40.81150016784668,43.4394002532959,46.74239994049072,49.218199946085605,49.55515001296997,Technology | Software - Infrastructure | USA,,,50.53,26.1,-3.7,0.39,2022-08-29,2022-09-09,91.02529232145795,92.73200770120363,,
TER,88.83999633789062,80.41000366210938,168.91000366210938,91.83974723815918,94.2102621459961,98.44015724182128,103.82891276041669,115.63172618865968,Technology | Semiconductor Equipment & Materials | USA,18.71,3.39,18.26,-22.6,29.0,5.02,2022-08-19,2022-08-12,98.34181754669714,96.01049651814405,,
TEVA,9.170000076293944,6.78000020980835,11.34000015258789,9.744500017166137,8.957599992752074,8.6964000082016,8.657600002288817,8.61165001153946,Healthcare | Drug Manufacturers - Specialty & Generic | Israel,,,21.23,-3.2,110.3,2.55,2022-08-18,2022-07-20,129.3556449535823,114.3525711180496,,
TLS,10.899999618530273,6.539999961853027,34.68000030517578,9.90499987602234,8.796999950408935,8.571799945831298,9.10139996846517,10.455799961090088,Technology | Information Technology Services | USA,,,46.34,6.1,66.7,0.26,2022-08-31,2022-09-09,123.28758509102751,113.42804584577485,,
TMUS,145.6999969482422,101.51000213623048,148.0399932861328,145.05850143432616,141.24600006103515,135.6155997467041,132.59466669718424,127.66104999542236,Communication Services | Telecom Services | USA,106.43,1.8,108.63,-1.2,1.4,6.42,2022-08-19,2022-07-27,105.50086135125744,104.50944801885711,,
TOST,21.440000534057614,,,19.17150001525879,16.8061999130249,16.32659991264343,17.83319991429647,21.332499928474427,Technology | Software - Infrastructure | USA,,,,58.9,-237.4,-0.24,2022-08-26,2022-09-09,127.94717688756691,115.98680528095669,,
TRGP,71.86000061035156,43.22000122070313,81.5,69.32700004577637,65.48456329345703,67.97970565795899,68.13678446451823,64.45372308731079,Energy | Oil & Gas Midstream | USA,92.37,16.2,10.56,77.3,99.0,5.6,2022-08-30,2022-07-11,110.60476441058022,104.46102749664408,,
TRMB,63.08000183105469,55.349998474121094,96.48999786376952,66.45200023651122,64.71660003662109,64.67369983673096,66.2057331085205,69.9320499610901,Technology | Scientific & Technical Instruments | USA,30.82,3.08,33.58,-0.4,25.4,3.11,2022-08-19,2022-07-06,108.06550999124858,102.98823388035468,,
TSCO,200.9199981689453,166.49000549316406,241.5399932861328,196.21010284423832,195.40270812988285,195.83425537109372,204.0105517578125,208.76393257141117,Consumer Cyclical | Specialty Retail | USA,22.19,2.12,,8.4,35.0,10.44,2022-08-26,2022-09-08,99.53653165709193,99.58914579344496,,
TSEM,45.9000015258789,28.309999465942386,49.13000106811523,46.47900009155274,46.5181999206543,46.98939987182617,46.636333262125646,44.29199992179871,Technology | Semiconductors | Israel,28.78,1.92,28.49,17.7,80.1,2.58,2022-08-18,2022-07-11,100.66758696469583,99.81921269086595,,
TSLA,299.67999267578125,206.85667419433602,414.4966735839844,290.9815017700195,274.5760678100586,266.1969676208496,280.63317820231117,295.36771659851075,Consumer Cyclical | Auto Manufacturers | USA,107.92,2.06,68.49,41.6,669.2,5.79,2022-08-18,2022-08-15,113.65240865324077,108.08815206069087,,
TSN,75.56999969482422,72.18000030517578,100.72000122070312,77.90636558532715,81.30297882080076,84.75639854431151,86.65286794026693,86.44424217224122,Consumer Defensive | Farm Products | USA,6.78,0.9,36.28,8.2,48.0,7.69,2022-08-08,2022-07-25,93.37291266106148,94.37201407995559,,
TSP,7.9099998474121085,5.989999771118164,50.22999954223633,7.787499976158142,8.565200004577639,8.598799986839294,10.18806663195292,15.189624955654145,Industrials | Trucking | USA,,,,73.3,-254.5,-2.67,2022-08-02,2022-09-08,91.98107822395531,94.36577867254543,,
TTD,66.87999725341797,39.0,114.08999633789062,65.70850009918213,55.21439994812012,53.6525,59.50153345743814,65.79935007095337,Technology | Software - Application | USA,1013.33,63.33,68.41,34.6,-44.1,1.15,2022-08-23,2022-07-07,142.9418212274528,123.05393861337136,,
TTEC,52.84000015258789,50.75,113.37000274658205,54.73750019073486,63.21919982910156,65.62250003814697,70.09893129984538,73.74637937545776,Technology | Information Technology Services | USA,24.59,3.17,27.41,8.9,17.8,4.11,2022-08-10,2022-09-09,83.4186734410299,88.34130949553715,,
TTWO,127.77999877929688,101.8499984741211,195.8300018310547,125.02900009155272,125.85900039672852,124.80060043334963,135.12460021972657,143.008550491333,Communication Services | Electronic Gaming & Multimedia | USA,84.29,2.82,226.26,35.5,-29.6,7.7,2022-08-23,2022-08-16,98.36656345767608,98.47351546878667,,
TWI,13.670000076293945,6.690000057220459,19.809999465942386,14.727499961853027,14.832200031280518,15.740500001907348,14.745799992879233,13.384049997329711,Industrials | Farm & Heavy Construction Machinery | USA,6.67,0.27,26.05,30.6,179.7,2.35,2022-08-30,2022-08-11,100.0434908555316,97.23880532264359,,
TWKS,13.699999809265135,,,13.675500059127808,14.71180004119873,15.7075,17.488400026957194,19.47785002708435,Technology | Information Technology Services | USA,,,77.96,27.5,-236.6,0.62,2022-08-15,2022-09-09,94.56771299582844,93.34695995780407,,
