Ticker,Price,52-Week-Low,52-Week-High,20-MA,50-MA,100-MA,150-MA,200-MA,Sector,P/E,PEG,P/FCF,Sales Q/Q %,EPS this Y %,EPS next Y %,Death MACD,Golden MACD,MTUM-MA-25,MTUM-EMA-25,Weekly Death MACD,Weekly Golden MACD
PDD,66.62000274658203,23.209999084472656,109.79000091552734,55.835000228881846,55.95119987487793,50.97519981384277,49.90733322143555,52.72929988861084,Consumer Cyclical | Internet Retail | China,33.24,0.59,16.24,36.4,190.3,23.15,2022-08-18,2022-08-23,96.78599099177151,106.31297196730343,2022-07-25,2022-08-22
NIO,17.110000610351562,11.670000076293945,44.27000045776367,19.58450002670288,20.292000045776366,18.93910001754761,19.769666684468586,22.74060001373291,Consumer Cyclical | Auto Manufacturers | China,,,,24.2,-41.7,-1.09,2022-09-01,2022-08-31,94.84479349730785,100.29753247250041,2022-08-29,2022-08-22
MRO,25.520000457763672,11.020000457763672,33.240001678466804,24.7037202835083,23.2332642364502,25.179103755950926,24.47540126800537,22.556458106040953,Energy | Oil & Gas E&P | USA,6.05,0.37,5.14,101.8,165.5,4.26,2022-08-09,2022-08-10,108.84655726621806,103.07258573055842,2022-06-13,2022-08-15
NXGN,16.709999084472653,13.640000343322756,21.8700008392334,17.387499713897704,17.501999893188476,18.157499961853027,18.709333305358886,18.388599982261656,Healthcare | Health Information Services | USA,,,24.79,4.9,-83.2,1.0,2022-08-31,2022-08-12,98.35015425839258,98.10996343479596,2022-08-22,2022-08-15
PKG,136.17999267578122,124.77999877929688,168.5,140.73449935913087,139.49559967041014,147.0529156494141,147.67100158691406,143.7643590927124,Consumer Cyclical | Packaging & Containers | USA,12.59,1.78,13.64,19.0,82.3,11.33,2022-08-26,2022-08-25,100.927295539785,98.53803178311155,2022-08-22,2022-08-15
NOC,479.739990234375,344.8900146484375,497.2000122070313,482.0276870727539,471.9048065185546,463.8190939331055,450.4877473958333,431.62308151245117,Industrials | Aerospace & Defense | USA,13.36,2.19,,-3.8,128.8,27.02,2022-08-30,2022-07-29,103.83904215593952,103.05363170981907,2022-08-29,2022-08-15
OXY,66.87999725341797,23.90999984741211,77.12999725341797,68.58800048828125,63.93820014953613,62.97807472229004,58.679274978637686,51.87920300483704,Energy | Oil & Gas E&P | USA,6.56,0.17,5.72,78.3,113.3,8.23,2022-09-02,2022-08-11,109.94003364551683,107.5328001616107,2022-09-05,2022-08-15
PXD,238.9900054931641,143.6300048828125,288.4599914550781,234.51404266357426,220.64424285888668,232.113766784668,228.71026580810548,215.50338684082038,Energy | Oil & Gas E&P | USA,9.89,0.45,10.34,64.1,810.3,29.04,2022-09-06,2022-07-19,108.67178091742042,103.44219537958016,2022-06-13,2022-08-15
OSPN,10.229999542236328,10.18000030517578,21.600000381469727,11.501999998092652,11.42880002975464,12.198899993896484,12.988866666158039,13.91849997997284,Technology | Software - Application | USA,,,,1.0,-466.6,-0.17,2022-08-31,2022-07-21,99.91322670005009,97.790633244222,2022-09-05,2022-08-08
RPRX,41.900001525878906,34.860000610351555,44.75,43.22587909698486,42.951887588500966,41.812520065307616,40.84152130126953,40.40385070800781,Healthcare | Biotechnology | USA,39.05,3.38,253821.83,-3.4,13.3,3.53,2022-08-23,2022-08-11,100.39360492670168,101.6218242075066,2022-08-22,2022-08-08
QLYS,147.16000366210938,106.4800033569336,159.47000122070312,151.68349914550782,137.0329997253418,133.286199798584,132.31626668294268,131.93750003814696,Technology | Software - Infrastructure | USA,57.8,7.23,31.79,20.3,-21.1,3.95,2022-08-30,2022-08-03,115.51679825433416,110.78988951059941,2022-07-11,2022-08-08
RADA,9.640000343322754,7.510000228881836,16.700000762939453,10.535999965667724,10.097199954986571,11.508099975585935,11.87420000076294,11.264749994277954,Industrials | Aerospace & Defense | Israel,87.64,,,-18.4,295.6,0.68,2022-08-22,2022-07-13,109.70879063798937,100.26644007710794,2022-09-05,2022-08-08
ROCC,38.650001525878906,17.850000381469727,53.59000015258789,38.085500144958495,35.28095325469971,36.75087650299072,35.8247408803304,33.98070152282715,Energy | Oil & Gas E&P | USA,6.92,0.23,5.24,152.2,111.5,13.44,2022-09-01,2022-07-18,113.35068092635748,106.44104278993048,2022-06-13,2022-08-08
PARA,22.899999618530284,22.18000030517578,42.16999816894531,24.993999862670893,24.97639991760254,27.33979862213135,29.598622843424483,30.058156900405887,Communication Services | Entertainment | USA,4.85,,,18.5,77.5,1.65,2022-08-23,2022-06-30,99.94480582377956,96.25432158855196,2022-09-05,2022-08-08
PGR,122.4800033569336,89.3499984741211,128.58000183105472,123.89700088500976,118.750291595459,115.68473533630372,113.62360132853192,110.43959869384766,Financial | Insurance - Property & Casualty | USA,87.3,2.91,13.6,-3.2,-41.4,6.23,2022-08-30,2022-08-03,106.39672876955086,105.00233976190594,2022-09-05,2022-08-08
SEE,52.459999084472656,52.1500015258789,70.72000122070312,56.28999996185303,57.29800010681152,59.97391368865967,62.08385704040527,62.843272647857674,Consumer Cyclical | Packaging & Containers | USA,14.51,1.59,20.94,6.7,3.9,4.42,2022-08-22,2022-08-12,96.71133717592414,96.06777230112169,2022-08-22,2022-08-08
ABC,146.02000427246094,113.68000030517578,167.19000244140625,148.2639533996582,144.49118530273438,148.19417510986332,147.69214792887368,142.3880685043335,Healthcare | Medical Distribution | USA,16.76,1.65,18.1,12.5,144.4,11.47,2022-08-26,2022-08-09,102.84640632966959,100.92283846480406,2022-09-05,2022-08-08
PRO,18.700000762939453,18.09000015258789,44.63000106811523,23.35349988937378,24.95319995880127,26.405000076293945,27.99820004781087,29.226900053024288,Technology | Software - Application | USA,,,,9.6,-3.0,-0.5,2022-08-19,2022-08-02,91.93981821001051,92.1062382642403,2022-08-15,2022-08-08
AAL,13.220000267028807,11.93000030517578,22.350000381469727,14.16899995803833,14.104600067138671,15.456099996566772,15.900399958292644,16.384599962234496,Industrials | Airlines | USA,,,,79.5,83.1,1.43,2022-08-19,2022-08-01,102.55265962647486,98.18097460508764,2022-08-29,2022-08-01
PG,135.6300048828125,129.5,165.35000610351562,144.6109992980957,143.98386352539063,146.36706939697262,148.5788360595703,150.03015785217286,Consumer Defensive | Household & Personal Products | USA,23.38,4.17,64.87,3.0,5.6,6.41,2022-08-24,2022-08-03,100.35323410875132,99.6192862852831,2022-08-29,2022-08-01
PING,28.28000068664551,15.850000381469727,30.399999618530284,28.110499954223638,23.114599952697755,22.41719995498657,22.371133308410645,22.340649967193603,Technology | Software - Infrastructure | USA,,,,-8.7,-429.2,-0.14,2022-08-23,2022-08-03,149.49520693198386,130.53382963136033,2022-07-25,2022-08-01
PRGS,46.13999938964844,41.68000030517578,53.9900016784668,48.765253829956045,47.00530464172363,47.29709133148194,46.35362920125326,46.50547910690307,Technology | Software - Application | USA,21.52,10.76,13.06,21.4,-0.1,4.37,2022-08-26,2022-07-20,106.52673881077743,103.11639715137306,2022-08-29,2022-08-01
REGN,573.969970703125,538.010009765625,747.4199829101562,611.130502319336,603.0804040527344,623.7750030517577,633.367734781901,632.5346514892577,Healthcare | Biotechnology | USA,11.46,,8.23,-44.4,135.8,43.24,2022-08-22,2022-08-03,102.52138572023097,100.20246644929267,2022-08-22,2022-08-01
NOW,430.4700012207031,406.4700012207031,707.5999755859375,467.7885009765625,464.5070001220704,465.7883996582031,497.4450006103515,524.3989509582519,Technology | Software - Application | USA,475.13,17.9,42.61,24.3,93.4,9.25,2022-08-19,2022-08-01,102.82895118488995,100.55676301542914,2022-08-22,2022-08-01
PTC,114.70999908447266,96.5500030517578,136.0,118.71199951171873,114.2127995300293,111.40639976501465,110.72939982096355,112.27594978332519,Technology | Software - Application | USA,27.24,2.18,32.12,6.2,258.4,5.18,2022-08-18,2022-07-20,109.40846771219334,105.14754786770344,2022-08-22,2022-07-25
NUE,134.44999694824222,88.5,187.8999938964844,138.48099899291992,126.42200607299804,130.45774047851563,131.2075045267741,125.752455329895,Basic Materials | Steel | USA,4.11,0.1,5.25,-25.4,879.5,12.35,2022-08-19,2022-07-06,120.2960317047436,109.68667684038022,2022-05-02,2022-07-25
NTCT,29.770000457763672,26.01000022888184,37.68000030517578,32.53849992752075,33.17379997253418,33.469400043487546,32.81706670125325,32.50039999008179,Technology | Software - Infrastructure | USA,56.17,31.56,8.65,9.7,82.3,2.17,2022-08-09,2022-07-20,98.69590332232643,98.34147485840256,2022-08-01,2022-07-25
NSIT,84.33000183105469,82.5,111.0199966430664,92.56949920654294,90.44599990844726,94.15479988098144,96.79713328043621,97.97249988555909,Technology | Information Technology Services | USA,11.8,1.59,,23.1,22.2,9.23,2022-08-24,2022-07-07,105.33373429000532,100.76889162959095,2022-09-05,2022-07-25
PUBM,18.6299991607666,14.729999542236328,43.650001525878906,20.88599987030029,18.191799964904785,19.629400024414068,21.608000005086264,24.269850025177004,Technology | Software - Application | USA,19.45,,15.25,26.8,166.4,0.83,2022-08-23,2022-07-19,125.1965358754396,110.63870009710251,2022-05-23,2022-07-25
AA,47.90999984741211,39.56499862670898,98.08999633789062,52.12849998474121,48.417589111328134,55.48738761901856,63.557715326944994,61.27724609375,Basic Materials | Aluminum | USA,9.45,,7.54,28.6,347.0,7.12,2022-08-31,2022-07-08,113.4634977638978,102.6409756165814,2022-04-04,2022-07-25
NFE,57.18000030517578,19.170000076293945,63.06000137329102,58.42150020599365,49.540000228881844,46.37151531219482,41.289107182820636,36.909296436309816,Utilities | Utilities - Regulated Gas | USA,59.38,,,161.3,128.2,4.35,2022-08-26,2022-07-08,135.19391399461358,122.58346533530487,2022-06-06,2022-07-25
SCPL,11.15999984741211,10.75,22.290000915527344,12.475,13.035800075531006,13.183300046920776,13.092600021362305,13.331124997138975,Communication Services | Electronic Gaming & Multimedia | USA,15.25,1.01,8.97,4.0,-9.9,1.13,2022-08-23,2022-08-12,92.5368914098456,95.12782936038614,2022-08-01,2022-07-25
MTDR,57.349998474121094,26.729999542236328,67.77999877929689,59.462127113342284,53.4941349029541,54.024764251708994,52.69667587280274,49.57688413619995,Energy | Oil & Gas E&P | USA,6.6,0.63,4.23,164.1,196.1,10.66,2022-08-30,2022-07-19,121.07098331332932,111.05646223244305,2022-09-06,2022-07-25
ACHR,3.4800000190734863,2.609999895095825,10.53499984741211,3.925500023365021,3.663000025749207,3.846400020122528,3.7816666809717816,4.20845000743866,Industrials | Aerospace & Defense | USA,,,,,-742.7,-1.27,2022-08-18,2022-07-18,123.6076939114592,107.78534022774151,2022-08-22,2022-07-25
NI,29.520000457763672,23.649999618530284,32.59000015258789,30.62150001525879,29.650586280822754,29.71954454421997,29.635609079996748,28.772270021438604,Utilities | Utilities - Regulated Gas | USA,19.21,2.63,151.09,20.0,773.1,1.55,2022-08-24,2022-07-22,105.1056999499265,102.60395786816221,2022-08-29,2022-07-25
SABR,6.820000171661378,5.449999809265137,12.649999618530273,7.44850001335144,6.821400012969972,7.475950040817262,8.394900016784668,8.457000024318695,Technology | Information Technology Services | USA,,,,56.7,33.8,0.02,2022-08-22,2022-06-24,119.61432028328849,107.99633613536815,2022-05-02,2022-07-25
NABL,9.68000030517578,8.119999885559082,15.770000457763672,10.100500106811523,9.701000022888184,9.81440001487732,10.006400032043457,10.277750039100647,Technology | Information Technology Services | USA,130.81,,50.18,7.4,101.5,0.35,2022-08-22,2022-07-20,108.88753133948009,103.60862408290414,2022-09-05,2022-07-25
RSG,144.0500030517578,113.56999969482422,148.25999450683594,145.04600067138668,137.55781936645508,134.03356269836425,131.47420969645182,131.73151542663575,Industrials | Waste Management | USA,33.02,2.88,48.83,21.4,33.6,5.35,2022-08-23,2022-07-21,110.2204799636983,106.625680499745,2022-06-06,2022-07-18
MTRX,5.559999942779541,4.239999771118163,11.760000228881836,5.641999983787537,5.296199979782106,5.722899990081787,6.332133321762085,6.723999984264374,Energy | Oil & Gas Equipment & Services | USA,,,,19.4,-10.9,-0.07,2022-09-01,2022-07-18,110.43992379105231,102.52089119886976,2022-06-13,2022-07-18
PAYX,121.61000061035156,106.5500030517578,141.9199981689453,131.68399963378906,124.6410285949707,123.82744102478027,123.66577412923176,123.48236682891846,Industrials | Staffing & Employment Services | USA,31.7,2.33,90.82,11.2,26.6,4.42,2022-08-24,2022-07-19,110.47856439569188,105.30709120885281,2022-08-29,2022-07-18
PCAR,86.83000183105469,77.0,97.55999755859376,90.9845127105713,87.16855560302734,85.74814453125,86.78667724609375,86.9984552383423,Industrials | Farm & Heavy Construction Machinery | USA,13.7,0.9,36.4,22.5,42.2,7.83,2022-08-22,2022-07-19,109.04067949559456,104.60668345210743,2022-08-29,2022-07-18
RMBS,24.59000015258789,20.0,33.75,26.706500148773195,24.62360008239746,24.55000009536743,25.762266731262212,26.175850048065186,Technology | Semiconductors | USA,,,13.38,42.6,144.7,1.7,2022-08-23,2022-07-07,119.0335114302244,109.27460410078524,2022-09-05,2022-07-18
MRVL,45.09000015258789,41.06999969482422,93.8499984741211,51.30650005340576,50.48810607910156,53.25604541778564,58.383539962768545,63.89737836837769,Technology | Semiconductors | USA,,,54.47,41.0,-27.4,2.82,2022-08-11,2022-07-07,109.0370566167301,100.79429638808053,2022-08-29,2022-07-18
PERI,20.25,16.40999984741211,33.09000015258789,20.913500118255612,19.766399917602534,19.9746999168396,20.752199935913087,21.147999954223632,Communication Services | Internet Content & Information | Israel,13.91,,9.84,33.7,188.2,1.65,2022-08-19,2022-07-19,111.975356079984,105.89859084303836,2022-04-25,2022-07-18
SEDG,278.3800048828125,200.8600006103516,389.7099914550781,297.7929946899414,296.73999572753905,281.5287980651855,285.8415990193685,285.0882495880127,Technology | Solar | Israel,108.57,3.81,,-17.8,15.2,9.1,2022-08-08,2022-07-19,104.59410856528109,103.00866390262505,2022-08-22,2022-07-18
